site,year,month,day,hour,temp,rh_avg,rain_mm,fog_ml
sauc,2011,8,6,10,8.24,101.2,0,0
sauc,2011,8,6,10,8.33,101.1,0,0
sauc,2011,8,6,10,8.31,101.1,0,0
sauc,2011,8,6,11,8.61,101.1,0,0
sauc,2011,8,6,11,9.07,101.1,0,0
sauc,2011,8,6,11,9.3,101.1,0,0
sauc,2011,8,6,11,9.72,101,0,0
sauc,2011,8,6,12,10.68,101,0,0
sauc,2011,8,6,12,11.12,100.9,0,0
sauc,2011,8,6,12,11.63,100.9,0,0
sauc,2011,8,6,12,11.99,100.9,0,0
sauc,2011,8,6,13,12.06,100.8,0,0
sauc,2011,8,6,13,12.59,100.5,0,0
sauc,2011,8,6,13,13.48,97.6,0,0
sauc,2011,8,6,13,13.76,90.5,0,0
sauc,2011,8,6,14,13.62,89.6,0,0
sauc,2011,8,6,14,13.84,89.6,0,0
sauc,2011,8,6,14,13.73,89.1,0,0
sauc,2011,8,6,14,13.94,88,0,0
sauc,2011,8,6,15,14.35,87.2,0,0
sauc,2011,8,6,15,14.13,87.8,0,0
sauc,2011,8,6,15,13.69,89.3,0,0
sauc,2011,8,6,15,13.1,91.5,0,0
sauc,2011,8,6,16,12.79,92.5,0,0
sauc,2011,8,6,16,12.13,94.8,0,0
sauc,2011,8,6,16,11.59,96.6,0,0
sauc,2011,8,6,16,11.05,97.9,0,0
sauc,2011,8,6,17,10.65,98.7,0,0
sauc,2011,8,6,17,10.36,99.1,0,0
sauc,2011,8,6,17,9.95,99.2,0,0
sauc,2011,8,6,17,9.62,99.7,0,0
sauc,2011,8,6,18,9.56,100.1,0,0
sauc,2011,8,6,18,9.42,100.2,0,0
sauc,2011,8,6,18,9.19,100.4,0,0
sauc,2011,8,6,18,9.02,100.5,0,0
sauc,2011,8,6,19,8.96,100.6,0,0
sauc,2011,8,6,19,8.86,100.7,0,0
sauc,2011,8,6,19,8.76,100.7,0,4.714
sauc,2011,8,6,19,8.63,100.8,0,4.714
sauc,2011,8,6,20,8.54,100.8,0,9.428
sauc,2011,8,6,20,8.48,100.8,0,4.714
sauc,2011,8,6,20,8.42,100.9,0,14.142
sauc,2011,8,6,20,8.37,100.9,0,4.714
sauc,2011,8,6,21,8.25,100.9,0,9.428
sauc,2011,8,6,21,8.14,101,0,9.428
sauc,2011,8,6,21,8.07,101,0,9.428
sauc,2011,8,6,21,7.9,101,0,14.142
sauc,2011,8,6,22,7.79,101,0,14.142
sauc,2011,8,6,22,7.71,101,0,14.142
sauc,2011,8,6,22,7.68,101,0,14.142
sauc,2011,8,6,22,7.59,101.1,0,14.142
sauc,2011,8,6,23,7.55,101.1,0,14.142
sauc,2011,8,6,23,7.49,101.1,0,9.428
sauc,2011,8,6,23,7.44,101.1,0,14.142
sauc,2011,8,6,23,7.38,101.1,0,9.428
sauc,2011,8,7,0,7.3,101.1,0.1,9.428
sauc,2011,8,7,0,7.24,101.1,0,9.428
sauc,2011,8,7,0,7.22,101.1,0,9.428
sauc,2011,8,7,0,7.15,101.1,0,9.428
sauc,2011,8,7,1,7.19,101.2,0,14.142
sauc,2011,8,7,1,7.18,101.2,0,14.142
sauc,2011,8,7,1,7.17,101.2,0,14.142
sauc,2011,8,7,1,7.22,101.2,0,4.714
sauc,2011,8,7,2,7.2,101.1,0,9.428
sauc,2011,8,7,2,7.22,101.1,0,9.428
sauc,2011,8,7,2,7.22,101.2,0,14.142
sauc,2011,8,7,2,7.04,101.2,0,9.428
sauc,2011,8,7,3,6.901,101.2,0,14.142
sauc,2011,8,7,3,6.833,101.2,0,9.428
sauc,2011,8,7,3,6.757,101.2,0,9.428
sauc,2011,8,7,3,6.676,101.2,0,14.142
sauc,2011,8,7,4,6.64,101.2,0,9.428
sauc,2011,8,7,4,6.595,101.2,0,18.856
sauc,2011,8,7,4,6.649,101.2,0,9.428
sauc,2011,8,7,4,6.653,101.2,0,4.714
sauc,2011,8,7,5,6.698,101.2,0,14.142
sauc,2011,8,7,5,6.811,101.2,0.1,9.428
sauc,2011,8,7,5,6.86,101.2,0,4.714
sauc,2011,8,7,5,6.919,101.2,0,9.428
sauc,2011,8,7,6,6.887,101.2,0,9.428
sauc,2011,8,7,6,6.806,101.3,0,4.714
sauc,2011,8,7,6,6.176,101.2,0,4.714
sauc,2011,8,7,6,5.619,101.2,0,0
sauc,2011,8,7,7,5.583,101.2,0,4.714
sauc,2011,8,7,7,5.547,101.2,0,0
sauc,2011,8,7,7,5.502,101.2,0,0
sauc,2011,8,7,7,5.601,101.2,0,0
sauc,2011,8,7,8,5.699,101.2,0,0
sauc,2011,8,7,8,5.816,101.2,0,0
sauc,2011,8,7,8,5.864,101.2,0,0
sauc,2011,8,7,8,5.919,101.2,0,0
sauc,2011,8,7,9,6.104,101.2,0,4.714
sauc,2011,8,7,9,6.433,101.2,0,0
sauc,2011,8,7,9,6.921,101.1,0,0
sauc,2011,8,7,9,7.79,101.1,0,0
sauc,2011,8,7,10,8.73,101,0,0
sauc,2011,8,7,10,8.19,101.1,0,0
sauc,2011,8,7,10,7.6,101,0,0
sauc,2011,8,7,10,7.99,101,0,0
sauc,2011,8,7,11,8.63,101,0,0
sauc,2011,8,7,11,10.45,100.9,0,0
sauc,2011,8,7,11,14.14,100.9,0,0
sauc,2011,8,7,11,13.76,100.9,0,0
sauc,2011,8,7,12,14.05,100.9,0,0
sauc,2011,8,7,12,14.06,100.7,0,0
sauc,2011,8,7,12,13.77,98.6,0,0
sauc,2011,8,7,12,13.71,92.9,0,0
sauc,2011,8,7,13,13.37,90.5,0,0
sauc,2011,8,7,13,13.52,89,0,0
sauc,2011,8,7,13,13.5,88.5,0,0
sauc,2011,8,7,13,13.46,87.9,0,0
sauc,2011,8,7,14,13.37,88.5,0,0
sauc,2011,8,7,14,13.35,88.6,0,0
sauc,2011,8,7,14,13.62,87.9,0,0
sauc,2011,8,7,14,13.83,87.5,0,0
sauc,2011,8,7,15,14.05,86.7,0,0
sauc,2011,8,7,15,14.14,87.4,0,0
sauc,2011,8,7,15,14.07,87.8,0,0
sauc,2011,8,7,15,14.2,88.4,0,0
sauc,2011,8,7,16,14.34,88.2,0,0
sauc,2011,8,7,16,14.42,87.8,0,0
sauc,2011,8,7,16,14.16,88.3,0,0
sauc,2011,8,7,16,13.89,90,0,0
sauc,2011,8,7,17,13.74,90.5,0,0
sauc,2011,8,7,17,13.51,90.9,0,0
sauc,2011,8,7,17,12.76,92.8,0,0
sauc,2011,8,7,17,11.87,95.7,0,0
sauc,2011,8,7,18,11.28,97.8,0,0
sauc,2011,8,7,18,10.87,98.4,0,0
sauc,2011,8,7,18,10.5,99.1,0,0
sauc,2011,8,7,18,10.17,99.6,0,0
sauc,2011,8,7,19,9.89,100,0,0
sauc,2011,8,7,19,9.57,100.3,0,0
sauc,2011,8,7,19,9.4,100.4,0,0
sauc,2011,8,7,19,9.23,100.5,0,0
sauc,2011,8,7,20,9.04,100.6,0,0
sauc,2011,8,7,20,8.85,100.7,0,0
sauc,2011,8,7,20,8.77,100.8,0,9.428
sauc,2011,8,7,20,8.66,100.8,0,4.714
sauc,2011,8,7,21,8.63,100.9,0,9.428
sauc,2011,8,7,21,8.58,100.9,0,4.714
sauc,2011,8,7,21,8.49,100.9,0,9.428
sauc,2011,8,7,21,8.44,100.9,0,9.428
sauc,2011,8,7,22,8.4,101,0,9.428
sauc,2011,8,7,22,8.31,101,0,9.428
sauc,2011,8,7,22,8.28,101,0,9.428
sauc,2011,8,7,22,8.2,101,0,4.714
sauc,2011,8,7,23,8.16,101.1,0,9.428
sauc,2011,8,7,23,8.03,101,0,9.428
sauc,2011,8,7,23,8.01,101,0,4.714
sauc,2011,8,7,23,8.02,101.1,0,4.714
sauc,2011,8,8,0,7.95,101.1,0,4.714
sauc,2011,8,8,0,7.88,101.1,0,4.714
sauc,2011,8,8,0,7.84,101.1,0,4.714
sauc,2011,8,8,0,7.81,101.1,0,4.714
sauc,2011,8,8,1,7.72,101.1,0,4.714
sauc,2011,8,8,1,7.68,101.1,0,4.714
sauc,2011,8,8,1,7.6,101.1,0,4.714
sauc,2011,8,8,1,7.53,101.1,0,4.714
sauc,2011,8,8,2,7.5,101.2,0,4.714
sauc,2011,8,8,2,7.47,101.2,0,4.714
sauc,2011,8,8,2,7.38,101.2,0,4.714
sauc,2011,8,8,2,7.31,101.2,0,4.714
sauc,2011,8,8,3,7.33,101.2,0,4.714
sauc,2011,8,8,3,7.39,101.2,0,4.714
sauc,2011,8,8,3,7.46,101.2,0,4.714
sauc,2011,8,8,3,7.52,101.2,0,4.714
sauc,2011,8,8,4,7.62,101.2,0,4.714
sauc,2011,8,8,4,7.68,101.2,0,4.714
sauc,2011,8,8,4,7.77,101.2,0,0
sauc,2011,8,8,4,7.89,101.2,0,4.714
sauc,2011,8,8,5,7.86,101.2,0,0
sauc,2011,8,8,5,7.67,101.2,0,4.714
sauc,2011,8,8,5,7.54,101.2,0,0
sauc,2011,8,8,5,7.35,101.2,0,4.714
sauc,2011,8,8,6,7.24,101.2,0,0
sauc,2011,8,8,6,7.16,101.3,0,9.428
sauc,2011,8,8,6,7.11,101.3,0,4.714
sauc,2011,8,8,6,7.13,101.3,0,0
sauc,2011,8,8,7,7.13,101.3,0,4.714
sauc,2011,8,8,7,7.12,101.3,0,4.714
sauc,2011,8,8,7,7.11,101.3,0,4.714
sauc,2011,8,8,7,6.977,101.3,0,0
sauc,2011,8,8,8,6.991,101.3,0,4.714
sauc,2011,8,8,8,7.22,101.3,0,0
sauc,2011,8,8,8,7.48,101.2,0,0
sauc,2011,8,8,8,7.67,101.2,0,0
sauc,2011,8,8,9,7.66,101.2,0,4.714
sauc,2011,8,8,9,7.85,101.2,0,0
sauc,2011,8,8,9,8.27,101.1,0,0
sauc,2011,8,8,9,7.56,101.2,0,0
sauc,2011,8,8,10,7.53,101.2,0,0
sauc,2011,8,8,10,7.97,101.1,0,0
sauc,2011,8,8,10,8.24,101,0,0
sauc,2011,8,8,10,9.03,101,0,0
sauc,2011,8,8,11,10.28,100.9,0,0
sauc,2011,8,8,11,12.26,100.9,0,0
sauc,2011,8,8,11,14.28,100.9,0,0
sauc,2011,8,8,11,14.78,100.9,0,0
sauc,2011,8,8,12,17.26,100.8,0,0
sauc,2011,8,8,12,17.86,100.7,0,0
sauc,2011,8,8,12,17.55,100.6,0,0
sauc,2011,8,8,12,16.69,97.5,0,0
sauc,2011,8,8,13,16.7,87.7,0,0
sauc,2011,8,8,13,16.99,85,0,0
sauc,2011,8,8,13,17.01,83.8,0,0
sauc,2011,8,8,13,17.48,82.4,0,0
sauc,2011,8,8,14,17.82,81.4,0,0
sauc,2011,8,8,14,18.25,80.3,0,0
sauc,2011,8,8,14,18.38,79.3,0,0
sauc,2011,8,8,14,18.24,78.8,0,0
sauc,2011,8,8,15,17.25,80.2,0,0
sauc,2011,8,8,15,16.41,82.3,0,0
sauc,2011,8,8,15,15.91,84.2,0,0
sauc,2011,8,8,15,15.35,86.3,0,0
sauc,2011,8,8,16,15.13,88,0,0
sauc,2011,8,8,16,15.36,87.9,0,0
sauc,2011,8,8,16,14.67,90.8,0,0
sauc,2011,8,8,16,13.17,94.4,0,0
sauc,2011,8,8,17,12.5,95.9,0,0
sauc,2011,8,8,17,12.02,97.4,0,0
sauc,2011,8,8,17,11.35,98.2,0,0
sauc,2011,8,8,17,10.71,99.2,0,0
sauc,2011,8,8,18,10.33,99.7,0,0
sauc,2011,8,8,18,10.08,100.1,0,0
sauc,2011,8,8,18,9.83,100.3,0,0
sauc,2011,8,8,18,9.57,100.4,0,0
sauc,2011,8,8,19,9.39,100.6,0,0
sauc,2011,8,8,19,9.18,100.6,0,0
sauc,2011,8,8,19,9.05,100.7,0,0
sauc,2011,8,8,19,8.87,100.8,0,0
sauc,2011,8,8,20,8.79,100.8,0,0
sauc,2011,8,8,20,8.63,100.8,0,4.714
sauc,2011,8,8,20,8.56,100.9,0,4.714
sauc,2011,8,8,20,8.51,100.9,0,4.714
sauc,2011,8,8,21,8.42,100.9,0,9.428
sauc,2011,8,8,21,8.32,101,0,9.428
sauc,2011,8,8,21,8.28,101,0,9.428
sauc,2011,8,8,21,8.15,101,0,9.428
sauc,2011,8,8,22,8.06,101,0,9.428
sauc,2011,8,8,22,8.02,101,0,9.428
sauc,2011,8,8,22,7.92,101.1,0,9.428
sauc,2011,8,8,22,7.86,101.1,0,14.142
sauc,2011,8,8,23,7.8,101.1,0,9.428
sauc,2011,8,8,23,7.74,101.1,0,9.428
sauc,2011,8,8,23,7.64,101.1,0,9.428
sauc,2011,8,8,23,7.52,101.1,0,9.428
sauc,2011,8,9,0,7.46,101.1,0,9.428
sauc,2011,8,9,0,7.4,101.1,0,9.428
sauc,2011,8,9,0,7.31,101.1,0,9.428
sauc,2011,8,9,0,7.26,101.1,0,9.428
sauc,2011,8,9,1,7.19,101.1,0,4.714
sauc,2011,8,9,1,7.15,101.1,0,9.428
sauc,2011,8,9,1,7.18,101.2,0,4.714
sauc,2011,8,9,1,7.13,101.2,0,4.714
sauc,2011,8,9,2,7.13,101.2,0,0
sauc,2011,8,9,2,7.12,101.2,0,4.714
sauc,2011,8,9,2,7.09,101.2,0,4.714
sauc,2011,8,9,2,7.06,101.2,0,4.714
sauc,2011,8,9,3,7.05,101.2,0,9.428
sauc,2011,8,9,3,7.09,101.2,0,4.714
sauc,2011,8,9,3,7.22,101.2,0,0
sauc,2011,8,9,3,7.27,101.2,0,0
sauc,2011,8,9,4,7.31,101.2,0,4.714
sauc,2011,8,9,4,7.3,101.2,0,0
sauc,2011,8,9,4,7.36,101.3,0,0
sauc,2011,8,9,4,7.52,101.2,0,0
sauc,2011,8,9,5,7.58,101.2,0,0
sauc,2011,8,9,5,7.71,101.2,0,4.714
sauc,2011,8,9,5,7.78,101.2,0,0
sauc,2011,8,9,5,7.84,101.2,0,0
sauc,2011,8,9,6,7.89,101.2,0,0
sauc,2011,8,9,6,7.88,101.3,0,0
sauc,2011,8,9,6,7.88,101.2,0,4.714
sauc,2011,8,9,6,7.84,101.2,0.1,0
sauc,2011,8,9,7,7.8,101.2,0,0
sauc,2011,8,9,7,7.84,101.3,0,0
sauc,2011,8,9,7,7.93,101.3,0,4.714
sauc,2011,8,9,7,8,101.2,0,0
sauc,2011,8,9,8,8.11,101.2,0,0
sauc,2011,8,9,8,8.24,101.2,0,0
sauc,2011,8,9,8,8.25,101.2,0,0
sauc,2011,8,9,8,8.5,101.2,0,0
sauc,2011,8,9,9,8.73,101.2,0,4.714
sauc,2011,8,9,9,8.72,101.2,0,0
sauc,2011,8,9,9,8.9,101.2,0,0
sauc,2011,8,9,9,8.84,101.2,0,0
sauc,2011,8,9,10,8.93,101.2,0,0
sauc,2011,8,9,10,8.97,101.2,0,0
sauc,2011,8,9,10,9.14,101.2,0,0
sauc,2011,8,9,10,9.21,101.2,0,0
sauc,2011,8,9,11,9.51,101.2,0,0
sauc,2011,8,9,11,9.48,101.1,0,0
sauc,2011,8,9,11,9.89,101.1,0,0
sauc,2011,8,9,11,10.32,101,0,0
sauc,2011,8,9,12,10.96,101,0,0
sauc,2011,8,9,12,11.27,101,0,0
sauc,2011,8,9,12,11.96,101,0,0
sauc,2011,8,9,12,12.92,101,0,0
sauc,2011,8,9,13,14.02,100.9,0,0
sauc,2011,8,9,13,14.9,100.9,0,0
sauc,2011,8,9,13,14.34,100.9,0,0
sauc,2011,8,9,13,14.45,100.8,0,0
sauc,2011,8,9,14,14.22,100,0,0
sauc,2011,8,9,14,13.93,95.5,0,0
sauc,2011,8,9,14,13.75,91.5,0,0
sauc,2011,8,9,14,13.98,90.1,0,0
sauc,2011,8,9,15,14.19,89.1,0,0
sauc,2011,8,9,15,14.56,88.9,0,0
sauc,2011,8,9,15,14.51,88.1,0,0
sauc,2011,8,9,15,15.33,86,0,0
sauc,2011,8,9,16,15.57,84.7,0,0
sauc,2011,8,9,16,15.43,85,0,0
sauc,2011,8,9,16,14.93,86.1,0,0
sauc,2011,8,9,16,14.39,87.5,0,0
sauc,2011,8,9,17,14.46,88.1,0,0
sauc,2011,8,9,17,14.44,88.1,0,0
sauc,2011,8,9,17,14.37,88.7,0,0
sauc,2011,8,9,17,14.16,89.4,0,0
sauc,2011,8,9,18,13.03,92.3,0,0
sauc,2011,8,9,18,11.95,95.6,0,0
sauc,2011,8,9,18,11.43,97,0,0
sauc,2011,8,9,18,10.84,98.1,0,0
sauc,2011,8,9,19,10.42,99.1,0,0
sauc,2011,8,9,19,9.99,99.6,0,0
sauc,2011,8,9,19,9.66,99.9,0,0
sauc,2011,8,9,19,9.44,100.2,0,0
sauc,2011,8,9,20,9.18,100.4,0,0
sauc,2011,8,9,20,8.99,100.5,0,0
sauc,2011,8,9,20,8.83,100.6,0,0
sauc,2011,8,9,20,8.72,100.7,0,0
sauc,2011,8,9,21,8.63,100.7,0,0
sauc,2011,8,9,21,8.51,100.8,0,0
sauc,2011,8,9,21,8.4,100.8,0,0
sauc,2011,8,9,21,8.28,100.8,0,0
sauc,2011,8,9,22,8.22,100.9,0,4.714
sauc,2011,8,9,22,8.17,100.9,0,4.714
sauc,2011,8,9,22,8.14,100.9,0,0
sauc,2011,8,9,22,8.02,101,0,9.428
sauc,2011,8,9,23,7.98,101,0,4.714
sauc,2011,8,9,23,7.89,101,0,4.714
sauc,2011,8,9,23,7.8,101,0,4.714
sauc,2011,8,9,23,7.74,101,0,4.714
sauc,2011,8,10,0,7.71,101.1,0,4.714
sauc,2011,8,10,0,7.68,101,0,4.714
sauc,2011,8,10,0,7.67,101.1,0,4.714
sauc,2011,8,10,0,7.58,101.1,0,4.714
sauc,2011,8,10,1,7.52,101.1,0,0
sauc,2011,8,10,1,7.35,101.1,0,4.714
sauc,2011,8,10,1,7.29,101.1,0,0
sauc,2011,8,10,1,7.26,101.1,0,4.714
sauc,2011,8,10,2,7.11,101.2,0,4.714
sauc,2011,8,10,2,7.05,101.2,0,4.714
sauc,2011,8,10,2,7.04,101.2,0,4.714
sauc,2011,8,10,2,6.995,101.2,0,4.714
sauc,2011,8,10,3,6.905,101.2,0,4.714
sauc,2011,8,10,3,6.878,101.2,0,9.428
sauc,2011,8,10,3,6.847,101.3,0,0
sauc,2011,8,10,3,6.802,101.3,0,4.714
sauc,2011,8,10,4,6.824,101.2,0,0
sauc,2011,8,10,4,6.797,101.3,0,4.714
sauc,2011,8,10,4,6.739,101.3,0,0
sauc,2011,8,10,4,6.725,101.3,0,4.714
sauc,2011,8,10,5,6.712,101.3,0,0
sauc,2011,8,10,5,6.739,101.3,0,4.714
sauc,2011,8,10,5,6.847,101.3,0,0
sauc,2011,8,10,5,6.833,101.3,0,0
sauc,2011,8,10,6,6.869,101.3,0.1,0
sauc,2011,8,10,6,6.914,101.3,0,4.714
sauc,2011,8,10,6,6.905,101.3,0,0
sauc,2011,8,10,6,7.07,101.3,0,0
sauc,2011,8,10,7,7.13,101.3,0,4.714
sauc,2011,8,10,7,7.76,101.3,0.1,0
sauc,2011,8,10,7,8.04,101.3,0,0
sauc,2011,8,10,7,7.36,101.3,0,4.714
sauc,2011,8,10,8,7.17,101.2,0,0
sauc,2011,8,10,8,7.21,101.2,0,0
sauc,2011,8,10,8,6.979,101.2,0,4.714
sauc,2011,8,10,8,6.639,101.2,0,0
sauc,2011,8,10,9,6.079,101.2,0,0
sauc,2011,8,10,9,6.113,101.2,0,0
sauc,2011,8,10,9,6.145,101.1,0,0
sauc,2011,8,10,9,6.229,101.1,0,0
sauc,2011,8,10,10,6.26,101.1,0,0
sauc,2011,8,10,10,6.399,101.1,0,0
sauc,2011,8,10,10,6.601,101.1,0,0
sauc,2011,8,10,10,6.75,101.1,0,0
sauc,2011,8,10,11,6.885,101,0,0
sauc,2011,8,10,11,7.21,101.1,0,0
sauc,2011,8,10,11,7.73,101.1,0,0
sauc,2011,8,10,11,8.01,101.1,0,0
sauc,2011,8,10,12,8.31,101.1,0,0
sauc,2011,8,10,12,11.17,101.1,0,0
sauc,2011,8,10,12,13.47,101.1,0,0
sauc,2011,8,10,12,13.44,101.1,0,0
sauc,2011,8,10,13,13.12,101.1,0,0
sauc,2011,8,10,13,12.96,101.1,0,0
sauc,2011,8,10,13,12.38,101.1,0,0
sauc,2011,8,10,13,12.93,101,0,0
sauc,2011,8,10,14,13.55,100.8,0,0
sauc,2011,8,10,14,14.35,99.8,0,0
sauc,2011,8,10,14,14.71,93.2,0,0
sauc,2011,8,10,14,15.1,88.5,0,0
sauc,2011,8,10,15,16.3,85.9,0,0
sauc,2011,8,10,15,17.12,83.7,0,0
sauc,2011,8,10,15,17.18,82.4,0,0
sauc,2011,8,10,15,17.43,80.6,0,0
sauc,2011,8,10,16,17.36,80.3,0,0
sauc,2011,8,10,16,17.38,80.1,0,0
sauc,2011,8,10,16,17.55,79.4,0,0
sauc,2011,8,10,16,17.45,79.5,0,0
sauc,2011,8,10,17,17.26,80,0,0
sauc,2011,8,10,17,17.03,80.2,0,0
sauc,2011,8,10,17,16.31,81.5,0,0
sauc,2011,8,10,17,15.94,82,0,0
sauc,2011,8,10,18,15.6,82.4,0,0
sauc,2011,8,10,18,15.19,82.9,0,0
sauc,2011,8,10,18,14.94,84,0,0
sauc,2011,8,10,18,13.86,88.2,0,0
sauc,2011,8,10,19,12.41,92.9,0,0
sauc,2011,8,10,19,11.7,95.6,0,0
sauc,2011,8,10,19,11.21,96.9,0,0
sauc,2011,8,10,19,10.94,97.6,0,0
sauc,2011,8,10,20,10.71,97.9,0,0
sauc,2011,8,10,20,10.47,98.2,0,0
sauc,2011,8,10,20,10.28,98.5,0,0
sauc,2011,8,10,20,10.1,98.8,0,0
sauc,2011,8,10,21,9.84,99.3,0,0
sauc,2011,8,10,21,9.61,99.8,0,0
sauc,2011,8,10,21,9.39,100,0,0
sauc,2011,8,10,21,9.25,100.3,0,0
sauc,2011,8,10,22,9.12,100.4,0,0
sauc,2011,8,10,22,9,100.5,0,0
sauc,2011,8,10,22,8.9,100.5,0,0
sauc,2011,8,10,22,8.86,100.6,0,0
sauc,2011,8,10,23,8.82,100.7,0,0
sauc,2011,8,10,23,8.87,100.8,0,0
sauc,2011,8,10,23,8.85,100.8,0,0
sauc,2011,8,10,23,8.84,100.8,0,0
sauc,2011,8,11,0,8.87,100.9,0,0
sauc,2011,8,11,0,8.82,100.9,0,0
sauc,2011,8,11,0,8.84,100.9,0,0
sauc,2011,8,11,0,8.93,100.9,0,0
sauc,2011,8,11,1,8.89,100.9,0,0
sauc,2011,8,11,1,9.06,100.9,0,0
sauc,2011,8,11,1,9.12,101,0,0
sauc,2011,8,11,1,8.68,101,0,0
sauc,2011,8,11,2,8.95,101,0,0
sauc,2011,8,11,2,8.7,101,0,0
sauc,2011,8,11,2,8.58,101,0,0
sauc,2011,8,11,2,8.74,101,0,0
sauc,2011,8,11,3,8.54,101,0,0
sauc,2011,8,11,3,8.63,101.1,0,0
sauc,2011,8,11,3,8.83,101,0,0
sauc,2011,8,11,3,8.79,101.1,0,0
sauc,2011,8,11,4,8.57,101.1,0,0
sauc,2011,8,11,4,8.6,101.1,0,0
sauc,2011,8,11,4,8.5,101.1,0,0
sauc,2011,8,11,4,8.47,101.1,0,4.714
sauc,2011,8,11,5,8.43,101.1,0,4.714
sauc,2011,8,11,5,8.31,101.1,0,4.714
sauc,2011,8,11,5,8.25,101.1,0,4.714
sauc,2011,8,11,5,8.31,101.1,0,4.714
sauc,2011,8,11,6,8.26,101.1,0,0
sauc,2011,8,11,6,8.28,101.1,0,4.714
sauc,2011,8,11,6,8.24,101.1,0,0
sauc,2011,8,11,6,8.2,101.1,0,0
sauc,2011,8,11,7,8.21,101.1,0,4.714
sauc,2011,8,11,7,8.21,101.1,0.1,0
sauc,2011,8,11,7,8.23,101.1,0,4.714
sauc,2011,8,11,7,8.26,101.1,0,0
sauc,2011,8,11,8,8.32,101.1,0,0
sauc,2011,8,11,8,8.39,101.1,0,0
sauc,2011,8,11,8,8.36,101.1,0,4.714
sauc,2011,8,11,8,8.37,101.1,0,0
sauc,2011,8,11,9,8.45,101.1,0,0
sauc,2011,8,11,9,8.51,101.1,0,0
sauc,2011,8,11,9,8.39,101.1,0,0
sauc,2011,8,11,9,8.43,101.1,0,0
sauc,2011,8,11,10,8.67,101.1,0,0
sauc,2011,8,11,10,8.65,101.1,0,0
sauc,2011,8,11,10,8.25,101.2,0,0
sauc,2011,8,11,10,8,101.2,0,0
sauc,2011,8,11,11,7.99,101.2,0,0
sauc,2011,8,11,11,8.09,101.2,0,0
sauc,2011,8,11,11,8.12,101.2,0,0
sauc,2011,8,11,11,8.27,101.2,0,0
sauc,2011,8,11,12,8.43,101.2,0,0
sauc,2011,8,11,12,8.38,101.1,0,0
sauc,2011,8,11,12,8.22,101.2,0,0
sauc,2011,8,11,12,8.11,101.2,0,0
sauc,2011,8,11,13,8.13,101.2,0,0
sauc,2011,8,11,13,8.15,101.1,0,0
sauc,2011,8,11,13,8.18,101.2,0,0
sauc,2011,8,11,13,8.33,101.1,0,0
sauc,2011,8,11,14,8.35,101.1,0,0
sauc,2011,8,11,14,8.23,101.1,0,0
sauc,2011,8,11,14,8.15,101.1,0,0
sauc,2011,8,11,14,8.29,101.1,0,0
sauc,2011,8,11,15,8.42,101,0,0
sauc,2011,8,11,15,8.68,100.9,0,0
sauc,2011,8,11,15,9,100.5,0,0
sauc,2011,8,11,15,9.35,98.5,0,0
sauc,2011,8,11,16,9.84,94.7,0,0
sauc,2011,8,11,16,10.57,93.1,0,0
sauc,2011,8,11,16,11.31,92.1,0,0
sauc,2011,8,11,16,11.34,92.3,0,0
sauc,2011,8,11,17,10.92,93.4,0,0
sauc,2011,8,11,17,10.77,93.7,0,0
sauc,2011,8,11,17,10.72,93.4,0,0
sauc,2011,8,11,17,10.48,94.3,0,0
sauc,2011,8,11,18,10.45,94.9,0,0
sauc,2011,8,11,18,10.66,94.5,0,0
sauc,2011,8,11,18,10.51,94.2,0,0
sauc,2011,8,11,18,10.01,96.2,0,0
sauc,2011,8,11,19,9.75,96.9,0,0
sauc,2011,8,11,19,9.61,97.1,0,0
sauc,2011,8,11,19,9.57,97,0,0
sauc,2011,8,11,19,9.48,97.3,0,0
sauc,2011,8,11,20,9.37,97.6,0,0
sauc,2011,8,11,20,9.2,97.9,0,0
sauc,2011,8,11,20,9.09,98.4,0,0
sauc,2011,8,11,20,8.85,99,0,0
sauc,2011,8,11,21,8.68,99.5,0,0
sauc,2011,8,11,21,8.59,99.7,0,0
sauc,2011,8,11,21,8.54,99.9,0,0
sauc,2011,8,11,21,8.38,100,0,0
sauc,2011,8,11,22,8.26,100.2,0,0
sauc,2011,8,11,22,8.13,100.3,0,0
sauc,2011,8,11,22,8.05,100.4,0,0
sauc,2011,8,11,22,7.91,100.5,0,0
sauc,2011,8,11,23,7.77,100.5,0,0
sauc,2011,8,11,23,7.66,100.6,0,0
sauc,2011,8,11,23,7.54,100.7,0,0
sauc,2011,8,11,23,7.44,100.7,0,0
sauc,2011,8,12,0,7.31,100.8,0,0
sauc,2011,8,12,0,7.22,100.8,0,0
sauc,2011,8,12,0,7.18,100.8,0,0
sauc,2011,8,12,0,7.17,100.9,0,0
sauc,2011,8,12,1,7.16,100.9,0,0
sauc,2011,8,12,1,7.13,100.9,0,0
sauc,2011,8,12,1,7.12,100.9,0,0
sauc,2011,8,12,1,7.07,100.9,0,0
sauc,2011,8,12,2,7.11,101,0,0
sauc,2011,8,12,2,7.16,101,0,0
sauc,2011,8,12,2,7.19,101,0,0
sauc,2011,8,12,2,7.63,101,0,4.714
sauc,2011,8,12,3,7.97,101,0,0
sauc,2011,8,12,3,7.97,100.9,0,0
sauc,2011,8,12,3,8,101,0,0
sauc,2011,8,12,3,8.05,101,0,0
