site,year,month,day,hour,temp,rh_avg,rain_mm,fog_ml
sauc,2011,6,1,0,8.03,100,0,0
sauc,2011,6,1,0,8,100,0,0
sauc,2011,6,1,0,7.94,100.1,0,0
sauc,2011,6,1,0,7.85,100.1,0,0
sauc,2011,6,1,1,7.68,100.1,0,0
sauc,2011,6,1,1,7.51,100.2,0,0
sauc,2011,6,1,1,7.45,100.2,0,0
sauc,2011,6,1,1,7.35,100.2,0,0
sauc,2011,6,1,2,7.22,100.2,0,0
sauc,2011,6,1,2,7.15,100.1,0,0
sauc,2011,6,1,2,7.11,100,0,0
sauc,2011,6,1,2,7.08,99.9,0,0
sauc,2011,6,1,3,7.09,99.5,0,0
sauc,2011,6,1,3,7.06,99.1,0,0
sauc,2011,6,1,3,7.09,98.4,0,0
sauc,2011,6,1,3,7.09,97.6,0,0
sauc,2011,6,1,4,7.08,96.9,0,0
sauc,2011,6,1,4,6.997,96.9,0,0
sauc,2011,6,1,4,7.05,97,0,0
sauc,2011,6,1,4,7.1,96.9,0,0
sauc,2011,6,1,5,7.1,96.7,0,0
sauc,2011,6,1,5,7.13,96.5,0,0
sauc,2011,6,1,5,7.23,96.3,0,0
sauc,2011,6,1,5,7.24,96.4,0,0
sauc,2011,6,1,6,7.34,96,0,0
sauc,2011,6,1,6,7.43,95.9,0,0
sauc,2011,6,1,6,7.64,94.7,0,0
sauc,2011,6,1,6,7.88,93.4,0,0
sauc,2011,6,1,7,8.34,90.5,0,0
sauc,2011,6,1,7,8.77,87.8,0,0
sauc,2011,6,1,7,8.97,87.4,0,0
sauc,2011,6,1,7,9.28,85.2,0,0
sauc,2011,6,1,8,9.51,84.8,0,0
sauc,2011,6,1,8,9.73,83.8,0,0
sauc,2011,6,1,8,9.99,82.4,0,0
sauc,2011,6,1,8,9.67,86.4,0,0
sauc,2011,6,1,9,9.77,85.6,0,0
sauc,2011,6,1,9,10.16,83.7,0,0
sauc,2011,6,1,9,10.28,84,0,0
sauc,2011,6,1,9,10.1,87,0,0
sauc,2011,6,1,10,10.07,88.5,0,0
sauc,2011,6,1,10,10.02,89.7,0,0
sauc,2011,6,1,10,10.22,89,0,0
sauc,2011,6,1,10,10.43,87.6,0,0
sauc,2011,6,1,11,10.18,88,0,0
sauc,2011,6,1,11,10.03,90.6,0,0
sauc,2011,6,1,11,10.25,89.6,0,0
sauc,2011,6,1,11,10.2,88.6,0,0
sauc,2011,6,1,12,10.59,87.1,0,0
sauc,2011,6,1,12,10.81,86,0,0
sauc,2011,6,1,12,10.64,86.4,0,0
sauc,2011,6,1,12,10.9,84.9,0,0
sauc,2011,6,1,13,11.02,84,0,0
sauc,2011,6,1,13,11.29,80.7,0,0
sauc,2011,6,1,13,11.22,80.1,0,0
sauc,2011,6,1,13,11.31,78.6,0,0
sauc,2011,6,1,14,11.39,77.9,0,0
sauc,2011,6,1,14,11.55,77.4,0,0
sauc,2011,6,1,14,11.6,78.8,0,0
sauc,2011,6,1,14,11.46,79.8,0,0
sauc,2011,6,1,15,11.45,79.9,0,0
sauc,2011,6,1,15,11.4,79.8,0,0
sauc,2011,6,1,15,11.22,81.6,0,0
sauc,2011,6,1,15,11.1,83.3,0,0
sauc,2011,6,1,16,11.02,83,0,0
sauc,2011,6,1,16,10.92,83.1,0,0
sauc,2011,6,1,16,10.8,83.6,0,0
sauc,2011,6,1,16,10.69,83.7,0,0
sauc,2011,6,1,17,10.63,83.6,0,0
sauc,2011,6,1,17,10.48,85.6,0,0
sauc,2011,6,1,17,10.37,87.1,0,0
sauc,2011,6,1,17,10.22,87.6,0,0
sauc,2011,6,1,18,9.95,88.8,0,0
sauc,2011,6,1,18,9.72,90.8,0,0
sauc,2011,6,1,18,9.64,91.2,0,0
sauc,2011,6,1,18,9.52,91.8,0,0
sauc,2011,6,1,19,9.29,93.4,0,0
sauc,2011,6,1,19,9.19,94.1,0,0
sauc,2011,6,1,19,8.99,95,0,0
sauc,2011,6,1,19,8.75,95.6,0,0
sauc,2011,6,1,20,8.59,95.5,0,0
sauc,2011,6,1,20,8.45,95.2,0,0
sauc,2011,6,1,20,8.41,94.1,0,0
sauc,2011,6,1,20,8.58,89.3,0,0
sauc,2011,6,1,21,8.8,84.4,0,0
sauc,2011,6,1,21,9.01,79.6,0,0
sauc,2011,6,1,21,9.33,76.5,0,0
sauc,2011,6,1,21,9.27,77.9,0,0
sauc,2011,6,1,22,9.1,80.7,0,0
sauc,2011,6,1,22,8.84,84.8,0,0
sauc,2011,6,1,22,8.78,84.9,0,0
sauc,2011,6,1,22,8.84,82.9,0,0
sauc,2011,6,1,23,8.86,80,0,0
sauc,2011,6,1,23,8.91,79.1,0,0
sauc,2011,6,1,23,8.84,80.3,0,0
sauc,2011,6,1,23,8.92,80,0,0
sauc,2011,6,2,0,8.87,80.9,0,0
sauc,2011,6,2,0,8.84,81.3,0,0
sauc,2011,6,2,0,8.76,82.3,0,0
sauc,2011,6,2,0,8.67,83.6,0,0
sauc,2011,6,2,1,8.49,85,0,0
sauc,2011,6,2,1,8.4,85.2,0,0
sauc,2011,6,2,1,8.35,86,0,0
sauc,2011,6,2,1,8.29,86.1,0,0
sauc,2011,6,2,2,8.3,85.5,0,0
sauc,2011,6,2,2,8.18,86.1,0,0
sauc,2011,6,2,2,8.08,87.1,0,0
sauc,2011,6,2,2,8.01,87.9,0,0
sauc,2011,6,2,3,7.9,89.2,0,0
sauc,2011,6,2,3,7.74,90,0,0
sauc,2011,6,2,3,7.67,90.4,0,0
sauc,2011,6,2,3,7.67,90.6,0,0
sauc,2011,6,2,4,7.67,90.4,0,0
sauc,2011,6,2,4,7.59,90.4,0,0
sauc,2011,6,2,4,7.61,90.8,0,0
sauc,2011,6,2,4,7.48,90.8,0,0
sauc,2011,6,2,5,7.5,90.6,0,0
sauc,2011,6,2,5,7.47,90.7,0,0
sauc,2011,6,2,5,7.43,91.2,0,0
sauc,2011,6,2,5,7.44,91.2,0,0
sauc,2011,6,2,6,7.54,90.4,0,0
sauc,2011,6,2,6,7.88,88.6,0,0
sauc,2011,6,2,6,8.15,87.3,0,0
sauc,2011,6,2,6,8.4,87,0,0
sauc,2011,6,2,7,8.53,86.9,0,0
sauc,2011,6,2,7,8.77,86,0,0
sauc,2011,6,2,7,8.71,85.9,0,0
sauc,2011,6,2,7,8.8,84.9,0,0
sauc,2011,6,2,8,9.29,82.6,0,0
sauc,2011,6,2,8,9.28,84.2,0,0
sauc,2011,6,2,8,9.3,85.5,0,0
sauc,2011,6,2,8,9.55,84.3,0,0
sauc,2011,6,2,9,9.96,82.1,0,0
sauc,2011,6,2,9,10.34,80.1,0,0
sauc,2011,6,2,9,10.51,79.7,0,0
sauc,2011,6,2,9,10.63,78.6,0,0
sauc,2011,6,2,10,10.37,79.5,0,0
sauc,2011,6,2,10,10.36,79.4,0,0
sauc,2011,6,2,10,10.5,78.2,0,0
sauc,2011,6,2,10,10.74,78.9,0,0
sauc,2011,6,2,11,11.08,79.1,0,0
sauc,2011,6,2,11,11.08,79.7,0,0
sauc,2011,6,2,11,11,79.7,0,0
sauc,2011,6,2,11,11.24,77.1,0,0
sauc,2011,6,2,12,11.72,76.4,0,0
sauc,2011,6,2,12,11.93,76.3,0,0
sauc,2011,6,2,12,11.78,77.8,0,0
sauc,2011,6,2,12,11.74,78.5,0,0
sauc,2011,6,2,13,11.46,79,0,0
sauc,2011,6,2,13,11.43,80.1,0,0
sauc,2011,6,2,13,11.49,80,0,0
sauc,2011,6,2,13,11.33,80.5,0,0
sauc,2011,6,2,14,11.31,81.3,0,0
sauc,2011,6,2,14,11.29,81.7,0,0
sauc,2011,6,2,14,11.35,80.9,0,0
sauc,2011,6,2,14,11.28,80.8,0,0
sauc,2011,6,2,15,11.17,81.1,0,0
sauc,2011,6,2,15,11.32,81,0,0
sauc,2011,6,2,15,11.36,80.3,0,0
sauc,2011,6,2,15,11.45,79.6,0,0
sauc,2011,6,2,16,11.41,80.6,0,0
sauc,2011,6,2,16,11.7,79.6,0,0
sauc,2011,6,2,16,11.45,79.7,0,0
sauc,2011,6,2,16,11.31,79.9,0,0
sauc,2011,6,2,17,11.3,79.5,0,0
sauc,2011,6,2,17,11.27,78.7,0,0
sauc,2011,6,2,17,11.25,77.9,0,0
sauc,2011,6,2,17,11.3,77.9,0,0
sauc,2011,6,2,18,11.26,78.9,0,0
sauc,2011,6,2,18,11.13,79.6,0,0
sauc,2011,6,2,18,10.95,80.7,0,0
sauc,2011,6,2,18,10.86,81.5,0,0
sauc,2011,6,2,19,10.58,82.7,0,0
sauc,2011,6,2,19,10.32,83.6,0,0
sauc,2011,6,2,19,10.12,84.3,0,0
sauc,2011,6,2,19,10.06,84.4,0,0
sauc,2011,6,2,20,10.22,82.1,0,0
sauc,2011,6,2,20,10.38,80.2,0,0
sauc,2011,6,2,20,10.34,80,0,0
sauc,2011,6,2,20,10.3,79.5,0,0
sauc,2011,6,2,21,10.17,79.7,0,0
sauc,2011,6,2,21,10.04,80,0,0
sauc,2011,6,2,21,9.78,81.2,0,0
sauc,2011,6,2,21,9.83,80.8,0,0
sauc,2011,6,2,22,9.82,81,0,0
sauc,2011,6,2,22,9.86,80,0,0
sauc,2011,6,2,22,9.69,81.1,0,0
sauc,2011,6,2,22,9.56,82.4,0,0
sauc,2011,6,2,23,9.54,82.5,0,0
sauc,2011,6,2,23,9.28,84.7,0,0
sauc,2011,6,2,23,8.98,86.7,0,0
sauc,2011,6,2,23,8.79,88.3,0,0
sauc,2011,6,3,0,8.52,90.6,0,0
sauc,2011,6,3,0,8.41,92.9,0,0
sauc,2011,6,3,0,8.32,94.5,0,0
sauc,2011,6,3,0,8.25,95.5,0,0
sauc,2011,6,3,1,8.1,96.3,0,0
sauc,2011,6,3,1,7.98,97.1,0,0
sauc,2011,6,3,1,7.9,97.5,0,0
sauc,2011,6,3,1,7.85,97.8,0,0
sauc,2011,6,3,2,7.74,98,0,0
sauc,2011,6,3,2,7.63,98.2,0,0
sauc,2011,6,3,2,7.63,98.3,0,0
sauc,2011,6,3,2,7.53,98.4,0,0
sauc,2011,6,3,3,7.48,98.5,0,0
sauc,2011,6,3,3,7.39,98.6,0,0
sauc,2011,6,3,3,7.37,98.8,0,0
sauc,2011,6,3,3,7.24,98.9,0,0
sauc,2011,6,3,4,7.29,99,0,0
sauc,2011,6,3,4,7.29,99.1,0,0
sauc,2011,6,3,4,7.28,99.1,0,0
sauc,2011,6,3,4,7.27,99.1,0,0
sauc,2011,6,3,5,7.3,99.2,0,0
sauc,2011,6,3,5,7.32,99.2,0,0
sauc,2011,6,3,5,7.31,99.3,0,0
sauc,2011,6,3,5,7.26,99.3,0,0
sauc,2011,6,3,6,7.2,99.3,0,0
sauc,2011,6,3,6,7.23,99.3,0,0
sauc,2011,6,3,6,7.36,99.3,0,0
sauc,2011,6,3,6,7.54,99.2,0,0
sauc,2011,6,3,7,7.95,98.9,0,0
sauc,2011,6,3,7,8.46,98.2,0,0
sauc,2011,6,3,7,8.9,96.9,0,0
sauc,2011,6,3,7,9.28,95.5,0,0
sauc,2011,6,3,8,9.59,93.9,0,0
sauc,2011,6,3,8,9.98,92.4,0,0
sauc,2011,6,3,8,9.92,91.9,0,0
sauc,2011,6,3,8,9.7,91.8,0,0
sauc,2011,6,3,9,9.79,91,0,0
sauc,2011,6,3,9,10.14,89.9,0,0
sauc,2011,6,3,9,10.6,88.2,0,0
sauc,2011,6,3,9,10.92,86.9,0,0
sauc,2011,6,3,10,11.47,85.4,0,0
sauc,2011,6,3,10,12.09,82.7,0,0
sauc,2011,6,3,10,12.56,82,0,0
sauc,2011,6,3,10,12.84,81.8,0,0
sauc,2011,6,3,11,13.06,80.6,0,0
sauc,2011,6,3,11,13.16,80.7,0,0
sauc,2011,6,3,11,13.04,80.5,0,0
sauc,2011,6,3,11,13.55,79.2,0,0
sauc,2011,6,3,12,13.73,78.9,0,0
sauc,2011,6,3,12,13.16,80.4,0,0
sauc,2011,6,3,12,12.88,81.3,0,0
sauc,2011,6,3,12,13.33,79.9,0,0
sauc,2011,6,3,13,12.87,80.8,0,0
sauc,2011,6,3,13,12.21,83.9,0,0
sauc,2011,6,3,13,11.93,85.4,0,0
sauc,2011,6,3,13,12.09,84,0,0
sauc,2011,6,3,14,11.77,84,0,0
sauc,2011,6,3,14,11.8,84,0,0
sauc,2011,6,3,14,11.82,84.1,0,0
sauc,2011,6,3,14,11.8,83.3,0,0
sauc,2011,6,3,15,11.48,85,0,0
sauc,2011,6,3,15,11.54,85.6,0,0
sauc,2011,6,3,15,11.36,86,0,0
sauc,2011,6,3,15,11.14,85.8,0,0
sauc,2011,6,3,16,11.18,85,0,0
sauc,2011,6,3,16,11.1,84.8,0,0
sauc,2011,6,3,16,10.85,86.6,0,0
sauc,2011,6,3,16,11.09,84.2,0,0
sauc,2011,6,3,17,11.58,80.4,0,0
sauc,2011,6,3,17,11.42,79.1,0,0
sauc,2011,6,3,17,11.63,78.4,0,0
sauc,2011,6,3,17,11.35,79.1,0,0
sauc,2011,6,3,18,10.86,83.8,0,0
sauc,2011,6,3,18,10.29,87.5,0,0
sauc,2011,6,3,18,9.76,90,0,0
sauc,2011,6,3,18,9.67,87.5,0,0
sauc,2011,6,3,19,9.6,85.1,0,0
sauc,2011,6,3,19,9.57,83.9,0,0
sauc,2011,6,3,19,9.43,85.1,0,0
sauc,2011,6,3,19,9.36,87.3,0,0
sauc,2011,6,3,20,9.37,88.8,0,0
sauc,2011,6,3,20,9.41,90.1,0,0
sauc,2011,6,3,20,9.34,91.6,0,0
sauc,2011,6,3,20,9.36,92.9,0,0
sauc,2011,6,3,21,9.37,93.6,0,0
sauc,2011,6,3,21,9.33,94,0,0
sauc,2011,6,3,21,9.36,93.9,0,0
sauc,2011,6,3,21,9.35,93.8,0,0
sauc,2011,6,3,22,9.44,93.6,0,0
sauc,2011,6,3,22,9.55,93.4,0,0
sauc,2011,6,3,22,9.58,93.2,0,0
sauc,2011,6,3,22,9.54,93.5,0,0
sauc,2011,6,3,23,9.6,93.6,0,0
sauc,2011,6,3,23,9.47,93.5,0,0
sauc,2011,6,3,23,9.5,93.8,0,0
sauc,2011,6,3,23,9.59,93.7,0,0
sauc,2011,6,4,0,9.28,93.9,0,0
sauc,2011,6,4,0,9.18,94.1,0,0
sauc,2011,6,4,0,9.07,94.6,0,0
sauc,2011,6,4,0,8.87,94.8,0,0
sauc,2011,6,4,1,9,95,0,0
sauc,2011,6,4,1,9.14,95.2,0,0
sauc,2011,6,4,1,9.05,95.4,0,0
sauc,2011,6,4,1,9.11,95.8,0,0
sauc,2011,6,4,2,9.09,95.9,0,0
sauc,2011,6,4,2,9.09,95.9,0,0
sauc,2011,6,4,2,9,95.7,0,0
sauc,2011,6,4,2,8.94,95.7,0,0
sauc,2011,6,4,3,8.94,95.7,0,0
sauc,2011,6,4,3,9.04,95.9,0,0
sauc,2011,6,4,3,9.23,95.6,0,0
sauc,2011,6,4,3,9.26,95.3,0,0
sauc,2011,6,4,4,9.16,95.4,0,0
sauc,2011,6,4,4,9.27,95.4,0,0
sauc,2011,6,4,4,9.37,95.1,0,0
sauc,2011,6,4,4,9.35,95.3,0,0
sauc,2011,6,4,5,9.34,95.5,0,0
sauc,2011,6,4,5,9.36,95.7,0,0
sauc,2011,6,4,5,9.45,95.7,0,0
sauc,2011,6,4,5,9.54,94.5,0,0
sauc,2011,6,4,6,9.63,92.9,0,0
sauc,2011,6,4,6,9.69,91.9,0,0
sauc,2011,6,4,6,9.83,90.7,0,0
sauc,2011,6,4,6,9.92,90.5,0,0
sauc,2011,6,4,7,9.6,92.5,0,0
sauc,2011,6,4,7,9.11,94.9,0,0
sauc,2011,6,4,7,9.01,96.2,0,0
sauc,2011,6,4,7,9,96.8,0,0
sauc,2011,6,4,8,9.14,97.3,0,0
sauc,2011,6,4,8,9.38,97.3,0,0
sauc,2011,6,4,8,9.69,96.7,0,0
sauc,2011,6,4,8,10.07,94.9,0,0
sauc,2011,6,4,9,10.73,91.1,0,0
sauc,2011,6,4,9,10.72,87.7,0,0
sauc,2011,6,4,9,10.97,85.6,0,0
sauc,2011,6,4,9,11.11,83.3,0,0
sauc,2011,6,4,10,11.21,82.3,0,0
sauc,2011,6,4,10,11.48,82.1,0,0
sauc,2011,6,4,10,11.75,78.7,0,0
sauc,2011,6,4,10,11.59,77.2,0,0
sauc,2011,6,4,11,11.56,76.8,0,0
sauc,2011,6,4,11,11.61,78.5,0,0
sauc,2011,6,4,11,12.07,76.6,0,0
sauc,2011,6,4,11,12.12,76.2,0,0
sauc,2011,6,4,12,11.94,75.5,0,0
sauc,2011,6,4,12,12.16,72.8,0,0
sauc,2011,6,4,12,12.42,71.6,0,0
sauc,2011,6,4,12,12.6,70.4,0,0
sauc,2011,6,4,13,12.3,72.7,0,0
sauc,2011,6,4,13,12.27,74.3,0,0
sauc,2011,6,4,13,11.94,79.7,0,0
sauc,2011,6,4,13,11.79,79.7,0,0
sauc,2011,6,4,14,11.72,78.6,0,0
sauc,2011,6,4,14,11.62,79.9,0,0
sauc,2011,6,4,14,11.68,79.2,0,0
sauc,2011,6,4,14,11.72,78.5,0,0
sauc,2011,6,4,15,11.65,78.2,0,0
sauc,2011,6,4,15,11.7,77.9,0,0
sauc,2011,6,4,15,11.73,78.5,0,0
sauc,2011,6,4,15,11.47,81.8,0,0
sauc,2011,6,4,16,11.56,82,0,0
sauc,2011,6,4,16,11.28,85.2,0.1,0
sauc,2011,6,4,16,10.91,88.7,0.1,0
sauc,2011,6,4,16,10.66,90.9,0.1,0
sauc,2011,6,4,17,10.64,92.1,0,0
sauc,2011,6,4,17,10.61,92,0,0
sauc,2011,6,4,17,10.51,92,0,0
sauc,2011,6,4,17,10.49,92,0,0
sauc,2011,6,4,18,10.45,91.8,0.1,0
sauc,2011,6,4,18,10.27,93,0.2,0
sauc,2011,6,4,18,10.19,94,0.1,0
sauc,2011,6,4,18,10.13,94.7,0.1,0
sauc,2011,6,4,19,10.08,95.4,0,0
sauc,2011,6,4,19,10,95.9,0,0
sauc,2011,6,4,19,10.04,96.1,0,0
sauc,2011,6,4,19,10,96.2,0.1,0
sauc,2011,6,4,20,9.94,96.4,0.1,0
sauc,2011,6,4,20,10.02,96.5,0,0
sauc,2011,6,4,20,10,96.6,0.1,0
sauc,2011,6,4,20,10.04,96.7,0,0
sauc,2011,6,4,21,10.04,96.9,0.1,0
sauc,2011,6,4,21,10.04,97,0.1,0
sauc,2011,6,4,21,9.99,97.1,0.1,0
sauc,2011,6,4,21,9.89,97.3,0.1,0
sauc,2011,6,4,22,9.8,97.5,0.1,0
sauc,2011,6,4,22,9.68,97.7,0.2,0
sauc,2011,6,4,22,9.62,98,0,0
sauc,2011,6,4,22,9.54,98.1,0.1,0
sauc,2011,6,4,23,9.48,98.2,0.1,0
sauc,2011,6,4,23,9.43,98.4,0.1,0
sauc,2011,6,4,23,9.38,98.5,0.2,0
sauc,2011,6,4,23,9.37,98.6,0.1,0
sauc,2011,6,5,0,9.36,98.6,0.1,0
sauc,2011,6,5,0,9.37,98.7,0.1,0
sauc,2011,6,5,0,9.29,98.8,0,0
sauc,2011,6,5,0,9.32,98.8,0,0
sauc,2011,6,5,1,9.32,98.9,0.1,0
sauc,2011,6,5,1,9.39,99,0.3,0
sauc,2011,6,5,1,9.39,99,0.5,0
sauc,2011,6,5,1,9.44,99.1,0.7,0
sauc,2011,6,5,2,9.46,99.1,0.5,0
sauc,2011,6,5,2,9.42,99.2,0.4,0
sauc,2011,6,5,2,9.38,99.2,0.2,0
sauc,2011,6,5,2,9.42,99.3,0.8,0
sauc,2011,6,5,3,9.42,99.4,0.5,0
sauc,2011,6,5,3,9.45,99.4,0.1,0
sauc,2011,6,5,3,9.46,99.5,0.5,0
sauc,2011,6,5,3,9.47,99.5,0.3,0
sauc,2011,6,5,4,9.47,99.5,0.4,0
sauc,2011,6,5,4,9.47,99.6,0.2,0
sauc,2011,6,5,4,9.5,99.6,0.3,0
sauc,2011,6,5,4,9.53,99.6,0.2,0
sauc,2011,6,5,5,9.51,99.6,0.3,0
sauc,2011,6,5,5,9.47,99.6,1,0
sauc,2011,6,5,5,9.44,99.7,0.7,0
sauc,2011,6,5,5,9.44,99.7,0.7,4.714
sauc,2011,6,5,6,9.39,99.7,0.1,0
sauc,2011,6,5,6,9.31,99.8,0.1,0
sauc,2011,6,5,6,9.24,99.8,0.1,0
sauc,2011,6,5,6,9.23,99.8,0.1,4.714
sauc,2011,6,5,7,9.24,99.8,0,0
sauc,2011,6,5,7,9.19,99.9,0,0
sauc,2011,6,5,7,9.23,99.9,0.1,0
sauc,2011,6,5,7,9.19,100,0.6,4.714
sauc,2011,6,5,8,9.1,100,0.9,0
sauc,2011,6,5,8,9.08,100,0.2,0
sauc,2011,6,5,8,9.1,100,0.2,4.714
sauc,2011,6,5,8,9.09,100,0.2,0
sauc,2011,6,5,9,9.08,100,0.3,0
sauc,2011,6,5,9,8.93,100.1,0.2,0
sauc,2011,6,5,9,8.75,100,0.1,4.714
sauc,2011,6,5,9,8.56,100.1,0.1,0
sauc,2011,6,5,10,8.41,100.1,0.4,0
sauc,2011,6,5,10,8.34,100.1,0.1,0
sauc,2011,6,5,10,7.08,100.1,0.4,4.714
sauc,2011,6,5,10,6.909,100.1,0.2,0
sauc,2011,6,5,11,6.887,100.1,0.5,0
sauc,2011,6,5,11,6.892,100.1,0.6,4.714
sauc,2011,6,5,11,6.873,100.1,0.3,0
sauc,2011,6,5,11,6.949,100.1,0.4,0
sauc,2011,6,5,12,6.844,100.2,0.1,4.714
sauc,2011,6,5,12,6.958,100.1,0.4,4.714
sauc,2011,6,5,12,6.811,100.1,0.1,4.714
sauc,2011,6,5,12,6.59,100.1,0.1,4.714
sauc,2011,6,5,13,6.494,100.1,0,4.714
sauc,2011,6,5,13,6.732,100,0,0
sauc,2011,6,5,13,7.06,100,0,4.714
sauc,2011,6,5,13,6.642,100,0,0
sauc,2011,6,5,14,6.752,100,0,4.714
sauc,2011,6,5,14,6.824,99.8,0,0
sauc,2011,6,5,14,8.07,99.6,0,0
sauc,2011,6,5,14,11.16,99.1,0,0
sauc,2011,6,5,15,13.11,96.8,0,0
sauc,2011,6,5,15,13.48,89.2,0,4.714
sauc,2011,6,5,15,13.54,84.4,0,0
sauc,2011,6,5,15,13.73,83.3,0,0
sauc,2011,6,5,16,14.04,80.4,0,0
sauc,2011,6,5,16,13.6,78.1,0,0
sauc,2011,6,5,16,13.41,76.4,0,0
sauc,2011,6,5,16,13.08,75.2,0,0
sauc,2011,6,5,17,13.38,73.1,0,0
sauc,2011,6,5,17,13.14,72.2,0,0
sauc,2011,6,5,17,12.98,73,0,0
sauc,2011,6,5,17,13.75,75.5,0,0
sauc,2011,6,5,18,13.58,76.6,0,0
sauc,2011,6,5,18,13.53,77.2,0,0
sauc,2011,6,5,18,12.73,77.5,0,0
sauc,2011,6,5,18,12.14,79.1,0,0
sauc,2011,6,5,19,11.72,80.3,0,0
sauc,2011,6,5,19,10.69,81.8,0,0
sauc,2011,6,5,19,10.2,83,0,0
sauc,2011,6,5,19,10,83.7,0,0
sauc,2011,6,5,20,9.88,84.9,0,0
sauc,2011,6,5,20,9.97,85.6,0,0
sauc,2011,6,5,20,10.36,83.8,0,0
sauc,2011,6,5,20,10.35,84.1,0,0
sauc,2011,6,5,21,10.37,84.9,0,0
sauc,2011,6,5,21,10.26,86.9,0,0
sauc,2011,6,5,21,10.41,87.6,0,0
sauc,2011,6,5,21,10.16,88.8,0,0
sauc,2011,6,5,22,10.17,90.2,0,0
sauc,2011,6,5,22,10.27,90.5,0,0
sauc,2011,6,5,22,10.38,90.3,0,0
sauc,2011,6,5,22,10.4,90.8,0,0
sauc,2011,6,5,23,10.35,91.5,0,0
sauc,2011,6,5,23,10.43,91.8,0,0
sauc,2011,6,5,23,10.44,92.8,0,0
sauc,2011,6,5,23,10.31,93.4,0,0
sauc,2011,6,6,0,10.24,94.2,0.1,0
sauc,2011,6,6,0,9.94,95.3,0.3,0
sauc,2011,6,6,0,9.77,96.3,0.1,0
sauc,2011,6,6,0,9.74,96.9,0.4,4.714
sauc,2011,6,6,1,9.69,97.3,1.1,0
sauc,2011,6,6,1,9.61,97.7,0.2,0
sauc,2011,6,6,1,9.51,98,0.5,0
sauc,2011,6,6,1,9.62,98.3,0,0
sauc,2011,6,6,2,9.64,98.4,0,0
sauc,2011,6,6,2,9.58,98.6,0,4.714
sauc,2011,6,6,2,9.52,98.6,0.1,0
sauc,2011,6,6,2,9.53,98.7,0,0
sauc,2011,6,6,3,9.51,98.8,0.1,0
sauc,2011,6,6,3,9.5,98.9,0.1,0
sauc,2011,6,6,3,9.46,98.9,0.4,0
sauc,2011,6,6,3,9.46,99,2.9,0
sauc,2011,6,6,4,9.45,99,0.3,4.714
sauc,2011,6,6,4,9.42,99.1,0.7,0
sauc,2011,6,6,4,9.42,99.2,0.1,4.714
sauc,2011,6,6,4,9.38,99.2,0,0
sauc,2011,6,6,5,9.22,99.2,0,4.714
sauc,2011,6,6,5,9.2,99.3,0,4.714
sauc,2011,6,6,5,9.17,99.3,0,0
sauc,2011,6,6,5,9.21,99.4,0,4.714
sauc,2011,6,6,6,9.15,99.4,0,0
sauc,2011,6,6,6,8.97,99.4,0,4.714
sauc,2011,6,6,6,9.26,99.5,0,0
sauc,2011,6,6,6,9.5,99.6,0.1,0
sauc,2011,6,6,7,9.74,99.6,0,0
sauc,2011,6,6,7,10.19,99.6,0,4.714
sauc,2011,6,6,7,10.2,99.6,0,0
sauc,2011,6,6,7,10.48,99.5,0,0
sauc,2011,6,6,8,10.41,99.4,0,0
sauc,2011,6,6,8,10.78,99.4,0,0
sauc,2011,6,6,8,10.62,99.3,0,0
sauc,2011,6,6,8,11.24,99.3,0,0
sauc,2011,6,6,9,11.62,99.3,0,0
sauc,2011,6,6,9,11.84,99.2,0,0
sauc,2011,6,6,9,11.4,99.2,0,4.714
sauc,2011,6,6,9,12.23,99.2,0,0
sauc,2011,6,6,10,12.2,99.2,0,0
sauc,2011,6,6,10,12.88,99.1,0,0
sauc,2011,6,6,10,12.3,98.4,0,0
sauc,2011,6,6,10,11.88,98.4,0,0
sauc,2011,6,6,11,12.1,98.3,0,0
sauc,2011,6,6,11,12.8,97.6,0,0
sauc,2011,6,6,11,12.8,95.2,0,0
sauc,2011,6,6,11,12.64,94.4,0,0
sauc,2011,6,6,12,12.06,94,0,4.714
sauc,2011,6,6,12,12.57,93.7,0,0
sauc,2011,6,6,12,14.91,90.2,0,0
sauc,2011,6,6,12,14.96,84.8,0,0
sauc,2011,6,6,13,15.07,83.7,0,0
sauc,2011,6,6,13,16.02,80.8,0,0
sauc,2011,6,6,13,15.82,76.9,0,0
sauc,2011,6,6,13,15.89,74.6,0,0
sauc,2011,6,6,14,16.04,70.4,0,0
sauc,2011,6,6,14,15.75,70.2,0,0
sauc,2011,6,6,14,15.64,71.8,0,0
sauc,2011,6,6,14,15.9,72,0,0
sauc,2011,6,6,15,15.99,71.1,0,0
sauc,2011,6,6,15,15.73,71.9,0,0
sauc,2011,6,6,15,15.28,73.8,0,0
sauc,2011,6,6,15,14.59,76.6,0,0
sauc,2011,6,6,16,14.34,77.9,0,0
sauc,2011,6,6,16,14.12,77.5,0,0
sauc,2011,6,6,16,13.92,79.9,0,0
sauc,2011,6,6,16,13.96,79.1,0,0
sauc,2011,6,6,17,13.45,81.2,0,0
sauc,2011,6,6,17,12.77,83.4,0,0
sauc,2011,6,6,17,12.18,86,0,0
sauc,2011,6,6,17,11.87,87.4,0,0
sauc,2011,6,6,18,11.18,91,0,0
sauc,2011,6,6,18,10.7,92.8,0,0
sauc,2011,6,6,18,10.4,93.8,0,0
sauc,2011,6,6,18,10.23,94.6,0,0
