site,year,month,day,hour,temp,rh,e_vpd,rain_mm,fog_ml
upem,2011,6,19,23,12.84,93.8,1.327,0,0
upem,2011,6,19,23,12.83,93.8,1.332,0,0
upem,2011,6,19,23,12.82,94.6,1.299,0,0
upem,2011,6,19,23,12.81,96.3,1.275,0,0
upem,2011,6,20,0,12.8,96.7,1.277,0,0
upem,2011,6,20,0,12.8,96.2,1.287,0,0
upem,2011,6,20,0,12.78,95.9,1.291,0,0
upem,2011,6,20,0,12.78,95.4,1.305,0,0
upem,2011,6,20,1,12.77,93.8,1.333,0,0
upem,2011,6,20,1,12.76,93.7,1.353,0,0
upem,2011,6,20,1,12.76,93.5,1.316,0,0
upem,2011,6,20,1,12.75,95.9,1.261,0,0
upem,2011,6,20,2,12.74,97.9,1.229,0,0
upem,2011,6,20,2,12.73,99,1.217,0,0
upem,2011,6,20,2,12.72,99.8,1.189,0,0
upem,2011,6,20,2,12.71,100,1.209,0,0
upem,2011,6,20,3,12.7,100,1.192,0,0
upem,2011,6,20,3,12.7,100,1.178,0,0
upem,2011,6,20,3,12.69,100,1.166,0,0
upem,2011,6,20,3,12.68,100,1.165,0,0
upem,2011,6,20,4,12.67,100,1.165,0,0
upem,2011,6,20,4,12.66,100,1.165,0,0
upem,2011,6,20,4,12.66,100,1.172,0.1004,0
upem,2011,6,20,4,12.65,100,1.181,0,0
upem,2011,6,20,5,12.65,100,1.164,0,0
upem,2011,6,20,5,12.64,100,1.161,0,0
upem,2011,6,20,5,12.67,100,1.171,0,0
upem,2011,6,20,5,12.87,100,1.182,0,0
upem,2011,6,20,6,13.19,100,1.188,0,0
upem,2011,6,20,6,13.53,100,1.207,0,0
upem,2011,6,20,6,13.53,100,1.215,0,0
upem,2011,6,20,6,13.52,100,1.222,0,0
upem,2011,6,20,7,13.51,100,1.237,0,0
upem,2011,6,20,7,13.49,100,1.257,0,0
upem,2011,6,20,7,13.46,100,1.268,0,0
upem,2011,6,20,7,13.43,100,1.275,0,0
upem,2011,6,20,8,13.41,100,1.283,0,0
upem,2011,6,20,8,13.37,100,1.306,0,0
upem,2011,6,20,8,13.35,100,1.292,0,0
upem,2011,6,20,8,13.32,100,1.302,0,0
upem,2011,6,20,9,13.3,99.2,1.316,0,0
upem,2011,6,20,9,13.27,94.7,1.369,0,0
upem,2011,6,20,9,13.24,90.4,1.483,0,0
upem,2011,6,20,9,13.23,86.8,1.638,0,0
upem,2011,6,20,10,13.22,84.2,1.709,0,0
upem,2011,6,20,10,13.21,83.5,1.715,0,0
upem,2011,6,20,10,13.2,79.47,1.85,0,0
upem,2011,6,20,10,13.19,78.27,1.887,0,0
upem,2011,6,20,11,13.18,76.14,1.957,0,0
upem,2011,6,20,11,13.18,75.02,2.028,0,0
upem,2011,6,20,11,13.17,73.26,2.073,0,0
upem,2011,6,20,11,13.17,73.2,2.074,0,0
upem,2011,6,20,12,13.17,72.8,2.088,0,0
upem,2011,6,20,12,13.18,73.5,2.078,0,0
upem,2011,6,20,12,13.18,73.34,2.082,0,0
upem,2011,6,20,12,13.19,72.81,2.127,0,0
upem,2011,6,20,13,13.19,71.1,2.195,0,0
upem,2011,6,20,13,13.18,70.3,2.224,0,0
upem,2011,6,20,13,13.18,69.24,2.281,0,0
upem,2011,6,20,13,13.18,70.98,2.19,0,0
upem,2011,6,20,14,13.18,69.62,2.268,0,0
upem,2011,6,20,14,13.17,68.62,2.287,0,0
upem,2011,6,20,14,13.17,70.93,2.201,0,0
upem,2011,6,20,14,13.16,69.98,2.216,0,3.7253
upem,2011,6,20,15,13.15,69.09,2.251,0,0
upem,2011,6,20,15,13.15,69.39,2.198,0,0
upem,2011,6,20,15,13.15,73.94,2.034,0,0
upem,2011,6,20,15,13.15,72.42,2.112,0,0
upem,2011,6,20,16,13.14,72.44,2.117,0,0
upem,2011,6,20,16,13.15,74.34,2.081,0,0
upem,2011,6,20,16,13.14,70.44,2.222,0,0
upem,2011,6,20,16,13.14,71.2,2.176,0,0
upem,2011,6,20,17,13.13,71.31,2.178,0,0
upem,2011,6,20,17,13.13,71.27,2.211,0,0
upem,2011,6,20,17,13.13,70.07,2.223,0,0
upem,2011,6,20,17,13.13,68.65,2.285,0,0
upem,2011,6,20,18,13.13,63.99,2.485,0,0
upem,2011,6,20,18,13.12,56.37,2.864,0,0
upem,2011,6,20,18,13.12,52.27,3.088,0,0
upem,2011,6,20,18,13.12,49.97,3.179,0,0
upem,2011,6,20,19,13.09,49.44,3.042,0,0
upem,2011,6,20,19,13.03,49.73,2.937,0,0
upem,2011,6,20,19,12.99,52.2,2.799,0,0
upem,2011,6,20,19,12.96,45.64,2.916,0,0
upem,2011,6,20,20,12.93,48.5,2.885,0,0
upem,2011,6,20,20,12.91,38.93,2.975,0,0
upem,2011,6,20,20,12.89,32.89,3.178,0,0
upem,2011,6,20,20,12.88,30.81,3.246,0,0
upem,2011,6,20,21,12.87,31.11,3.236,0,0
upem,2011,6,20,21,12.85,30.75,3.237,0,0
upem,2011,6,20,21,12.84,40.62,2.912,0,0
upem,2011,6,20,21,12.83,53.71,2.501,0,0
upem,2011,6,20,22,12.82,48.57,2.622,0,0
upem,2011,6,20,22,12.81,60.28,2.455,0,0
upem,2011,6,20,22,12.8,58.13,2.416,0,0
upem,2011,6,20,22,12.79,64.75,2.333,0,0
upem,2011,6,20,23,12.78,68.65,2.219,0,0
upem,2011,6,20,23,12.77,62.89,2.313,0,0
upem,2011,6,20,23,12.75,63.86,2.362,0,0
upem,2011,6,20,23,12.75,71.67,2.147,0,0
upem,2011,6,21,0,12.73,77.36,1.907,0,0
upem,2011,6,21,0,12.73,81.8,1.798,0,0
upem,2011,6,21,0,12.72,82,1.783,0,0
upem,2011,6,21,0,12.71,84.9,1.695,0,0
upem,2011,6,21,1,12.7,87.9,1.612,0,0
upem,2011,6,21,1,12.7,90,1.585,0,0
upem,2011,6,21,1,12.69,88.9,1.632,0,0
upem,2011,6,21,1,12.68,88.3,1.621,0,0
upem,2011,6,21,2,12.68,89.6,1.601,0,0
upem,2011,6,21,2,12.67,90.3,1.62,0,0
upem,2011,6,21,2,12.67,88.1,1.688,0,0
upem,2011,6,21,2,12.66,83.1,1.816,0,0
upem,2011,6,21,3,12.66,83.5,1.806,0,0
upem,2011,6,21,3,12.66,84.3,1.806,0,0
upem,2011,6,21,3,12.65,83.9,1.824,0,0
upem,2011,6,21,3,12.65,82.4,1.846,0,0
upem,2011,6,21,4,12.65,82.2,1.837,0,0
upem,2011,6,21,4,12.65,83.3,1.795,0,0
upem,2011,6,21,4,12.65,84.2,1.756,0,0
upem,2011,6,21,4,12.65,84,1.742,0,0
upem,2011,6,21,5,12.65,84.1,1.704,0,0
upem,2011,6,21,5,12.65,89.4,1.526,0,0
upem,2011,6,21,5,12.71,91.9,1.521,0,0
upem,2011,6,21,5,12.87,89.8,1.574,0,0
upem,2011,6,21,6,13.12,87.3,1.626,0,0
upem,2011,6,21,6,13.44,91,1.528,0,0
upem,2011,6,21,6,13.43,96,1.424,0,0
upem,2011,6,21,6,13.43,98.5,1.368,0,0
upem,2011,6,21,7,13.43,99.4,1.373,0,0
upem,2011,6,21,7,13.42,99.8,1.407,0,0
upem,2011,6,21,7,13.38,99.8,1.475,0,0
upem,2011,6,21,7,13.34,98.3,1.51,0,0
upem,2011,6,21,8,13.33,98,1.494,0,0
upem,2011,6,21,8,13.31,97.5,1.543,0,0
upem,2011,6,21,8,13.28,93.1,1.645,0,0
upem,2011,6,21,8,13.25,90,1.742,0,0
upem,2011,6,21,9,13.22,83.2,1.956,0,0
upem,2011,6,21,9,13.2,84.1,1.923,0,0
upem,2011,6,21,9,13.19,81,2.082,0,0
upem,2011,6,21,9,13.16,77.87,2.19,0,0
upem,2011,6,21,10,13.15,76.27,2.269,0,0
upem,2011,6,21,10,13.13,74.12,2.339,0,0
upem,2011,6,21,10,13.12,74.57,2.302,0,0
upem,2011,6,21,10,13.13,76.85,2.191,0,0
upem,2011,6,21,11,13.13,74.85,2.277,0,0
upem,2011,6,21,11,13.12,72.84,2.358,0,0
upem,2011,6,21,11,13.12,69.92,2.497,0,0
upem,2011,6,21,11,13.12,68.47,2.523,0,0
upem,2011,6,21,12,13.12,67.87,2.521,0,0
upem,2011,6,21,12,13.12,67.11,2.524,0,0
upem,2011,6,21,12,13.13,68.24,2.474,0,0
upem,2011,6,21,12,13.13,65.14,2.613,0,0
upem,2011,6,21,13,13.13,63.96,2.674,0,0
upem,2011,6,21,13,13.13,64.49,2.599,0,0
upem,2011,6,21,13,13.13,67.02,2.494,0,0
upem,2011,6,21,13,13.14,68.78,2.404,0,0
upem,2011,6,21,14,13.14,66.03,2.55,0,0
upem,2011,6,21,14,13.13,65.06,2.59,0,0
upem,2011,6,21,14,13.13,63.33,2.656,0,0
upem,2011,6,21,14,13.13,64.81,2.587,0,0
upem,2011,6,21,15,13.12,65.14,2.56,0,0
upem,2011,6,21,15,13.12,65.99,2.537,0,0
upem,2011,6,21,15,13.12,65.82,2.527,0,0
upem,2011,6,21,15,13.12,67.97,2.423,0,0
upem,2011,6,21,16,13.12,69.35,2.35,0,0
upem,2011,6,21,16,13.12,72.59,2.222,0,0
upem,2011,6,21,16,13.13,72.82,2.213,0,0
upem,2011,6,21,16,13.12,74.38,2.143,0,0
upem,2011,6,21,17,13.13,80.8,1.942,0,0
upem,2011,6,21,17,13.13,77.02,2.057,0,0
upem,2011,6,21,17,13.14,80.6,1.915,0,0
upem,2011,6,21,17,13.15,82.8,1.861,0,0
upem,2011,6,21,18,13.15,81.7,1.887,0,0
upem,2011,6,21,18,13.16,79.15,1.948,0,0
upem,2011,6,21,18,13.16,81.4,1.832,0,0
upem,2011,6,21,18,13.17,83.2,1.784,0,0
upem,2011,6,21,19,13.18,76.45,1.882,0,0
upem,2011,6,21,19,13.1,66.55,2.008,0,0
upem,2011,6,21,19,13.05,60.54,2.181,0,0
upem,2011,6,21,19,13.02,63.29,2.088,0,0
upem,2011,6,21,20,12.98,55.52,2.495,0,0
upem,2011,6,21,20,12.96,55.39,2.614,0,0
upem,2011,6,21,20,12.93,57.27,2.607,0,0
upem,2011,6,21,20,12.91,64.55,2.287,0,0
upem,2011,6,21,21,12.89,63.7,2.276,0,0
upem,2011,6,21,21,12.87,63.85,2.276,0,0
upem,2011,6,21,21,12.85,64.77,2.255,0,0
upem,2011,6,21,21,12.83,68.53,2.138,0,0
upem,2011,6,21,22,12.82,73.41,2.045,0,0
upem,2011,6,21,22,12.81,75.08,2.032,0,0
upem,2011,6,21,22,12.79,75.67,2.006,0,0
upem,2011,6,21,22,12.78,73.66,2.056,0,0
upem,2011,6,21,23,12.77,74.87,2.021,0,0
upem,2011,6,21,23,12.76,76.31,1.975,0,0
upem,2011,6,21,23,12.75,76.01,1.954,0,0
upem,2011,6,21,23,12.74,75.98,1.957,0,0
upem,2011,6,22,0,12.74,72.72,2.009,0,0
upem,2011,6,22,0,12.73,72.14,1.993,0,0
upem,2011,6,22,0,12.72,77.21,1.93,0,0
upem,2011,6,22,0,12.72,79.45,1.877,0,0
upem,2011,6,22,1,12.7,83.7,1.701,0,0
upem,2011,6,22,1,12.7,87.8,1.635,0,0
upem,2011,6,22,1,12.69,80.6,1.841,0,0
upem,2011,6,22,1,12.69,81.3,1.816,0,0
upem,2011,6,22,2,12.68,81.1,1.817,0,0
upem,2011,6,22,2,12.68,85.6,1.611,0,0
upem,2011,6,22,2,12.67,92.1,1.417,0,0
upem,2011,6,22,2,12.67,94.9,1.341,0,0
upem,2011,6,22,3,12.66,96.9,1.34,0,0
upem,2011,6,22,3,12.66,97.4,1.329,0,0
upem,2011,6,22,3,12.65,98.1,1.334,0,0
upem,2011,6,22,3,12.65,98.6,1.356,0,0
upem,2011,6,22,4,12.64,98.6,1.376,0,0
upem,2011,6,22,4,12.64,98.5,1.375,0,0
upem,2011,6,22,4,12.64,98.4,1.33,0,0
upem,2011,6,22,4,12.64,98.9,1.317,0,0
upem,2011,6,22,5,12.63,99.3,1.297,0,0
upem,2011,6,22,5,12.63,99.8,1.296,0,0
upem,2011,6,22,5,12.69,100,1.306,0,0
upem,2011,6,22,5,12.89,100,1.327,0,0
upem,2011,6,22,6,13.39,100,1.342,0,0
upem,2011,6,22,6,13.51,100,1.356,0,0
upem,2011,6,22,6,13.5,100,1.377,0,0
upem,2011,6,22,6,13.49,100,1.389,0,0
upem,2011,6,22,7,13.47,100,1.387,0,0
upem,2011,6,22,7,13.46,100,1.411,0,0
upem,2011,6,22,7,13.44,100,1.43,0,0
upem,2011,6,22,7,13.42,100,1.451,0,0
upem,2011,6,22,8,13.38,100,1.506,0,0
upem,2011,6,22,8,13.35,100,1.567,0,0
upem,2011,6,22,8,13.3,98.6,1.623,0,0
upem,2011,6,22,8,13.28,95.3,1.668,0,0
upem,2011,6,22,9,13.24,90.8,1.74,0,0
upem,2011,6,22,9,13.21,88.3,1.81,0,0
upem,2011,6,22,9,13.19,86.9,1.867,0,0
upem,2011,6,22,9,13.17,84.3,1.934,0,0
upem,2011,6,22,10,13.17,84.5,1.937,0,0
upem,2011,6,22,10,13.16,85.6,1.876,0,0
upem,2011,6,22,10,13.16,86.7,1.831,0,0
upem,2011,6,22,10,13.16,85.5,1.881,0,0
upem,2011,6,22,11,13.16,83.4,1.941,0,0
upem,2011,6,22,11,13.16,84.1,1.912,0,0
upem,2011,6,22,11,13.16,81.7,2.012,0,0
upem,2011,6,22,11,13.16,78.11,2.13,0,0
upem,2011,6,22,12,13.16,80.3,2.051,0,0
upem,2011,6,22,12,13.16,79.26,2.082,0,0
upem,2011,6,22,12,13.17,78.45,2.082,0,0
upem,2011,6,22,12,13.18,78.67,2.069,0,0
upem,2011,6,22,13,13.18,77.61,2.113,0,0
upem,2011,6,22,13,13.18,75.86,2.157,0,0
upem,2011,6,22,13,13.18,74.95,2.188,0,0
upem,2011,6,22,13,13.17,74.7,2.205,0,0
upem,2011,6,22,14,13.18,74.14,2.21,0,0
upem,2011,6,22,14,13.17,73.3,2.224,0,0
upem,2011,6,22,14,13.17,73.2,2.247,0,0
upem,2011,6,22,14,13.16,70.44,2.326,0,0
upem,2011,6,22,15,13.15,71.87,2.273,0,0
upem,2011,6,22,15,13.15,73.16,2.209,0,0
upem,2011,6,22,15,13.15,74.28,2.152,0,0
upem,2011,6,22,15,13.15,74.4,2.163,0,0
upem,2011,6,22,16,13.14,72,2.28,0,0
upem,2011,6,22,16,13.13,73.29,2.21,0,0
upem,2011,6,22,16,13.13,76.17,2.112,0,0
upem,2011,6,22,16,13.13,76.57,2.117,0,0
upem,2011,6,22,17,13.13,77.18,2.091,0,0
upem,2011,6,22,17,13.13,80.4,1.98,0,0
upem,2011,6,22,17,13.14,82,1.932,0,0
upem,2011,6,22,17,13.14,79.6,1.998,0,0
upem,2011,6,22,18,13.14,72.9,2.183,0,0
upem,2011,6,22,18,13.14,68.89,2.294,0,0
upem,2011,6,22,18,13.14,74.51,2.121,0,0
upem,2011,6,22,18,13.15,71.3,2.262,0,0
upem,2011,6,22,19,13.15,73.17,2.105,0,0
upem,2011,6,22,19,13.07,82,1.857,0,0
upem,2011,6,22,19,13.03,78.21,2.031,0,0
upem,2011,6,22,19,12.99,72.28,2.162,0,0
upem,2011,6,22,20,12.96,72.81,2.122,0,0
upem,2011,6,22,20,12.94,72.56,2.106,0,0
upem,2011,6,22,20,12.91,75.29,2.021,0,0
upem,2011,6,22,20,12.89,80.2,1.894,0,0
upem,2011,6,22,21,12.87,79.05,1.848,0,0
upem,2011,6,22,21,12.86,76.04,1.895,0,0
upem,2011,6,22,21,12.84,77.42,1.83,0,0
upem,2011,6,22,21,12.83,79.3,1.726,0,0
upem,2011,6,22,22,12.81,73.51,1.727,0,0
upem,2011,6,22,22,12.8,65.18,1.751,0,0
upem,2011,6,22,22,12.79,61.4,1.79,0,0
upem,2011,6,22,22,12.78,69.33,1.676,0,0
upem,2011,6,22,23,12.76,77.16,1.514,0,0
upem,2011,6,22,23,12.76,69.54,1.69,0,0
upem,2011,6,22,23,12.75,70.23,1.712,0,0
upem,2011,6,22,23,12.73,78.45,1.556,0,0
upem,2011,6,23,0,12.73,84,1.471,0,0
upem,2011,6,23,0,12.72,90.4,1.328,0,0
upem,2011,6,23,0,12.71,96.4,1.223,0,0
upem,2011,6,23,0,12.7,99.2,1.22,0,0
upem,2011,6,23,1,12.69,99.9,1.23,0,0
upem,2011,6,23,1,12.69,100,1.221,0,0
upem,2011,6,23,1,12.67,100,1.213,0,0
upem,2011,6,23,1,12.67,100,1.21,0,0
upem,2011,6,23,2,12.66,100,1.203,0,0
upem,2011,6,23,2,12.66,100,1.199,0,0
upem,2011,6,23,2,12.65,100,1.187,0,0
upem,2011,6,23,2,12.65,100,1.175,0,0
upem,2011,6,23,3,12.65,100,1.156,0,0
upem,2011,6,23,3,12.64,100,1.158,0,0
upem,2011,6,23,3,12.64,100,1.165,0.1004,0
upem,2011,6,23,3,12.63,100,1.158,0,0
upem,2011,6,23,4,12.63,100,1.163,0,0
upem,2011,6,23,4,12.63,100,1.169,0,0
upem,2011,6,23,4,12.63,100,1.177,0,0
upem,2011,6,23,4,12.63,100,1.179,0,0
upem,2011,6,23,5,12.62,100,1.164,0.1004,0
upem,2011,6,23,5,12.62,100,1.152,0,0
upem,2011,6,23,5,12.69,100,1.18,0,0
upem,2011,6,23,5,12.85,100,1.213,0,3.7253
upem,2011,6,23,6,13.1,100,1.23,0,0
upem,2011,6,23,6,13.54,100,1.253,0,0
upem,2011,6,23,6,13.53,100,1.293,0,0
upem,2011,6,23,6,13.51,100,1.352,0,0
upem,2011,6,23,7,13.49,100,1.389,0,3.7253
upem,2011,6,23,7,13.46,100,1.427,0,0
upem,2011,6,23,7,13.43,100,1.454,0,0
upem,2011,6,23,7,13.41,100,1.46,0,0
upem,2011,6,23,8,13.38,100,1.454,0,0
upem,2011,6,23,8,13.35,100,1.482,0,3.7253
upem,2011,6,23,8,13.32,100,1.463,0,0
upem,2011,6,23,8,13.29,100,1.462,0,0
upem,2011,6,23,9,13.28,100,1.454,0,0
upem,2011,6,23,9,13.27,100,1.443,0,3.7253
upem,2011,6,23,9,13.26,100,1.466,0,0
upem,2011,6,23,9,13.22,100,1.479,0,0
upem,2011,6,23,10,13.2,100,1.526,0,0
upem,2011,6,23,10,13.18,100,1.526,0,3.7253
upem,2011,6,23,10,13.18,100,1.518,0,0
upem,2011,6,23,10,13.17,100,1.535,0,0
upem,2011,6,23,11,13.17,98.4,1.581,0,0
upem,2011,6,23,11,13.17,95.7,1.61,0,0
upem,2011,6,23,11,13.17,90.5,1.699,0,0
upem,2011,6,23,11,13.17,87.9,1.761,0,0
upem,2011,6,23,12,13.17,84.9,1.875,0,0
upem,2011,6,23,12,13.18,82.1,1.937,0,0
upem,2011,6,23,12,13.18,82.2,1.911,0,0
upem,2011,6,23,12,13.19,81.7,1.931,0,0
upem,2011,6,23,13,13.2,80.6,1.933,0,0
upem,2011,6,23,13,13.2,80.2,1.94,0,0
upem,2011,6,23,13,13.2,81.1,1.892,0,0
upem,2011,6,23,13,13.2,80.8,1.891,0,0
upem,2011,6,23,14,13.2,80.7,1.891,0,0
upem,2011,6,23,14,13.2,80.3,1.885,0,0
upem,2011,6,23,14,13.2,79.27,1.902,0,0
upem,2011,6,23,14,13.19,80,1.872,0,0
upem,2011,6,23,15,13.18,80.9,1.844,0,0
upem,2011,6,23,15,13.18,80.6,1.857,0,0
upem,2011,6,23,15,13.18,78.77,1.904,0,0
upem,2011,6,23,15,13.18,80.7,1.847,0,0
upem,2011,6,23,16,13.18,80.3,1.827,0,0
upem,2011,6,23,16,13.18,80.5,1.807,0,0
upem,2011,6,23,16,13.18,81.6,1.753,0,0
upem,2011,6,23,16,13.18,84.4,1.675,0,0
upem,2011,6,23,17,13.19,84.9,1.658,0,0
upem,2011,6,23,17,13.19,85.8,1.614,0,0
upem,2011,6,23,17,13.21,86,1.604,0,0
upem,2011,6,23,17,13.21,85.3,1.611,0,0
upem,2011,6,23,18,13.22,87.3,1.558,0,0
upem,2011,6,23,18,13.23,88.4,1.531,0,0
upem,2011,6,23,18,13.24,87.4,1.556,0,0
upem,2011,6,23,18,13.25,89.2,1.494,0,0
upem,2011,6,23,19,13.25,92.6,1.405,0,0
upem,2011,6,23,19,13.17,95.2,1.35,0,0
upem,2011,6,23,19,13.12,93.6,1.413,0,0
upem,2011,6,23,19,13.09,89,1.503,0,0
upem,2011,6,23,20,13.05,86.5,1.538,0,0
upem,2011,6,23,20,13.02,84,1.555,0,0
upem,2011,6,23,20,12.99,90.5,1.391,0,0
upem,2011,6,23,20,12.96,91.3,1.402,0,0
upem,2011,6,23,21,12.94,91.9,1.384,0,0
upem,2011,6,23,21,12.92,93.8,1.352,0,0
upem,2011,6,23,21,12.89,94.1,1.351,0,0
upem,2011,6,23,21,12.87,93.2,1.359,0,0
upem,2011,6,23,22,12.86,96,1.254,0,0
upem,2011,6,23,22,12.83,98.9,1.247,0,0
upem,2011,6,23,22,12.82,99.1,1.248,0,0
upem,2011,6,23,22,12.81,99.4,1.228,0,0
upem,2011,6,23,23,12.79,99.7,1.26,0,0
upem,2011,6,23,23,12.78,99.5,1.275,0,0
upem,2011,6,23,23,12.76,99.1,1.286,0,0
upem,2011,6,23,23,12.76,99,1.274,0,0
upem,2011,6,24,0,12.75,98.8,1.316,0,0
upem,2011,6,24,0,12.74,98.1,1.311,0,0
upem,2011,6,24,0,12.73,96.6,1.345,0,0
upem,2011,6,24,0,12.73,97.1,1.257,0,0
upem,2011,6,24,1,12.72,99.2,1.192,0,0
upem,2011,6,24,1,12.71,100,1.203,0,0
upem,2011,6,24,1,12.71,100,1.2,0,0
upem,2011,6,24,1,12.7,100,1.191,0,0
upem,2011,6,24,2,12.7,100,1.187,0,0
upem,2011,6,24,2,12.69,100,1.179,0,0
upem,2011,6,24,2,12.69,100,1.169,0,0
upem,2011,6,24,2,12.68,100,1.164,0,0
upem,2011,6,24,3,12.67,100,1.266,0,0
upem,2011,6,24,3,12.67,100,1.3,0,3.7253
upem,2011,6,24,3,12.66,100,1.211,0,0
upem,2011,6,24,3,12.65,100,1.117,0,0
upem,2011,6,24,4,12.65,100,1.144,0,0
upem,2011,6,24,4,12.65,100,1.141,0,0
upem,2011,6,24,4,12.64,100,1.088,0,0
upem,2011,6,24,4,12.63,100,1.065,0,0
upem,2011,6,24,5,12.63,100,1.069,0,3.7253
upem,2011,6,24,5,12.63,100,1.097,0.1004,0
upem,2011,6,24,5,12.73,100,1.091,0,0
upem,2011,6,24,5,12.91,100,1.104,0,0
upem,2011,6,24,6,13.42,100,1.155,0,0
upem,2011,6,24,6,13.56,100,1.238,0,0
upem,2011,6,24,6,13.5,100,1.231,0,0
upem,2011,6,24,6,13.49,100,1.269,0,0
upem,2011,6,24,7,13.47,100,1.327,0,0
upem,2011,6,24,7,13.44,100,1.346,0,3.7253
upem,2011,6,24,7,13.42,100,1.345,0,0
upem,2011,6,24,7,13.4,100,1.376,0,0
upem,2011,6,24,8,13.38,100,1.347,0,0
upem,2011,6,24,8,13.37,100,1.362,0,0
upem,2011,6,24,8,13.35,100,1.39,0,0
upem,2011,6,24,8,13.33,100,1.411,0,0
upem,2011,6,24,9,13.31,100,1.395,0,0
upem,2011,6,24,9,13.29,100,1.411,0,0
upem,2011,6,24,9,13.27,100,1.414,0,0
upem,2011,6,24,9,13.27,100,1.398,0,3.7253
upem,2011,6,24,10,13.27,100,1.394,0,0
upem,2011,6,24,10,13.25,100,1.404,0,0
upem,2011,6,24,10,13.24,100,1.428,0,0
upem,2011,6,24,10,13.23,98.2,1.445,0,0
upem,2011,6,24,11,13.22,96.8,1.428,0,0
upem,2011,6,24,11,13.21,94.3,1.473,0,0
upem,2011,6,24,11,13.21,88.2,1.626,0,0
upem,2011,6,24,11,13.21,86.5,1.645,0,0
upem,2011,6,24,12,13.22,85.2,1.689,0,0
upem,2011,6,24,12,13.22,82.4,1.756,0,0
upem,2011,6,24,12,13.23,81.3,1.783,0,0
upem,2011,6,24,12,13.23,79.27,1.806,0,0
upem,2011,6,24,13,13.24,79.06,1.788,0,0
upem,2011,6,24,13,13.24,79.21,1.756,0,0
upem,2011,6,24,13,13.24,77.39,1.787,0,0
upem,2011,6,24,13,13.24,77.53,1.781,0,0
upem,2011,6,24,14,13.24,78.6,1.725,0,0
upem,2011,6,24,14,13.24,80.4,1.693,0,0
upem,2011,6,24,14,13.25,80.7,1.667,0,0
upem,2011,6,24,14,13.24,78.93,1.727,0,0
upem,2011,6,24,15,13.24,78.07,1.744,0,0
upem,2011,6,24,15,13.24,82.6,1.626,0,0
upem,2011,6,24,15,13.24,82,1.634,0,0
upem,2011,6,24,15,13.24,83.2,1.592,0,0
upem,2011,6,24,16,13.24,83.3,1.607,0,0
upem,2011,6,24,16,13.25,83.6,1.604,0,0
upem,2011,6,24,16,13.25,87.7,1.519,0,0
upem,2011,6,24,16,13.26,89.1,1.484,0,0
upem,2011,6,24,17,13.27,89.1,1.484,0,0
upem,2011,6,24,17,13.28,91.4,1.425,0,0
upem,2011,6,24,17,13.28,94.1,1.373,0,0
upem,2011,6,24,17,13.3,95.2,1.34,0,0
upem,2011,6,24,18,13.33,96.8,1.298,0,0
upem,2011,6,24,18,13.35,98.1,1.251,0,0
upem,2011,6,24,18,13.37,99.3,1.217,0,0
upem,2011,6,24,18,13.4,99.9,1.202,0,0
upem,2011,6,24,19,13.3,100,1.189,0,0
upem,2011,6,24,19,13.25,100,1.179,0,0
upem,2011,6,24,19,13.2,100,1.169,0,0
upem,2011,6,24,19,13.16,100,1.159,0,0
upem,2011,6,24,20,13.13,100,1.158,0,0
upem,2011,6,24,20,13.1,100,1.157,0,0
upem,2011,6,24,20,13.07,100,1.147,0,0
upem,2011,6,24,20,13.04,100,1.146,0,0
upem,2011,6,24,21,13.01,100,1.141,0,0
upem,2011,6,24,21,12.99,100,1.135,0,0
upem,2011,6,24,21,12.96,100,1.131,0,0
upem,2011,6,24,21,12.94,100,1.13,0,0
upem,2011,6,24,22,12.92,100,1.131,0,0
upem,2011,6,24,22,12.9,100,1.122,0,0
upem,2011,6,24,22,12.88,100,1.121,0,0
upem,2011,6,24,22,12.86,100,1.115,0,0
upem,2011,6,24,23,12.84,100,1.119,0,0
upem,2011,6,24,23,12.83,100,1.115,0,0
upem,2011,6,24,23,12.81,100,1.107,0,0
upem,2011,6,24,23,12.8,100,1.1,0,0
upem,2011,6,25,0,12.79,100,1.098,0,3.7253
upem,2011,6,25,0,12.78,100,1.104,0,0
upem,2011,6,25,0,12.77,100,1.098,0,0
upem,2011,6,25,0,12.77,100,1.093,0,0
upem,2011,6,25,1,12.75,100,1.087,0,0
upem,2011,6,25,1,12.74,100,1.079,0,0
upem,2011,6,25,1,12.74,100,1.072,0,0
upem,2011,6,25,1,12.73,100,1.068,0,0
upem,2011,6,25,2,12.73,100,1.077,0,0
upem,2011,6,25,2,12.72,100,1.084,0,3.7253
upem,2011,6,25,2,12.71,100,1.086,0,0
upem,2011,6,25,2,12.71,100,1.085,0,0
upem,2011,6,25,3,12.7,100,1.085,0,0
upem,2011,6,25,3,12.7,100,1.087,0,0
upem,2011,6,25,3,12.69,100,1.088,0,0
upem,2011,6,25,3,12.68,100,1.091,0,0
upem,2011,6,25,4,12.68,100,1.092,0,0
upem,2011,6,25,4,12.67,100,1.092,0,0
upem,2011,6,25,4,12.67,100,1.089,0,0
upem,2011,6,25,4,12.66,100,1.087,0,0
upem,2011,6,25,5,12.66,100,1.079,0,3.7253
upem,2011,6,25,5,12.65,100,1.075,0,0
upem,2011,6,25,5,12.7,100,1.08,0,0
upem,2011,6,25,5,12.89,100,1.085,0,0
upem,2011,6,25,6,13.34,100,1.089,0,0
