site,year,month,day,hour,temp,rh,e_vpd,rain_mm,fog_ml
upem,2011,6,1,0,12.79,100,1.079,0,0
upem,2011,6,1,0,12.79,100,1.073,0,0
upem,2011,6,1,0,12.78,100,1.066,0,0
upem,2011,6,1,0,12.77,100,1.057,0,0
upem,2011,6,1,1,12.76,100,1.045,0,0
upem,2011,6,1,1,12.75,100,1.036,0,0
upem,2011,6,1,1,12.74,100,1.028,0,0
upem,2011,6,1,1,12.73,100,1.014,0,0
upem,2011,6,1,2,12.72,100,1.004,0,0
upem,2011,6,1,2,12.71,100,1.003,0,0
upem,2011,6,1,2,12.71,100,0.995,0,0
upem,2011,6,1,2,12.69,100,0.997,0,0
upem,2011,6,1,3,12.68,100,0.996,0,0
upem,2011,6,1,3,12.68,100,0.989,0,0
upem,2011,6,1,3,12.67,100,0.989,0,0
upem,2011,6,1,3,12.66,100,0.992,0,0
upem,2011,6,1,4,12.65,99.4,0.999,0,0
upem,2011,6,1,4,12.64,98.2,0.997,0,0
upem,2011,6,1,4,12.64,97.4,0.991,0,0
upem,2011,6,1,4,12.63,95.3,1,0,0
upem,2011,6,1,5,12.63,93.3,1.012,0,0
upem,2011,6,1,5,12.63,92.7,1.018,0,0
upem,2011,6,1,5,12.7,91.8,1.032,0,0
upem,2011,6,1,5,12.85,92,1.035,0,0
upem,2011,6,1,6,13.08,92,1.042,0,0
upem,2011,6,1,6,13.37,90.6,1.059,0,0
upem,2011,6,1,6,13.57,88.7,1.077,0,0
upem,2011,6,1,6,13.55,88,1.093,0,0
upem,2011,6,1,7,13.52,85.9,1.119,0,0
upem,2011,6,1,7,13.52,81.7,1.153,0,0
upem,2011,6,1,7,13.51,80.1,1.177,0,0
upem,2011,6,1,7,13.48,78.18,1.205,0,0
upem,2011,6,1,8,13.47,75.79,1.244,0,0
upem,2011,6,1,8,13.45,74.4,1.271,0,0
upem,2011,6,1,8,13.43,75.15,1.292,0,0
upem,2011,6,1,8,13.42,79.24,1.273,0,0
upem,2011,6,1,9,13.41,75.3,1.312,0,0
upem,2011,6,1,9,13.4,72.22,1.356,0,0
upem,2011,6,1,9,13.4,72.6,1.369,0,0
upem,2011,6,1,9,13.39,77.42,1.35,0,0
upem,2011,6,1,10,13.38,78.95,1.348,0,0
upem,2011,6,1,10,13.38,80.3,1.361,0,0
upem,2011,6,1,10,13.38,80.3,1.372,0,0
upem,2011,6,1,10,13.37,78.37,1.402,0,0
upem,2011,6,1,11,13.37,81.5,1.341,0,0
upem,2011,6,1,11,13.38,83.7,1.341,0,0
upem,2011,6,1,11,13.38,82.7,1.353,0,0
upem,2011,6,1,11,13.39,81.9,1.355,0,0
upem,2011,6,1,12,13.39,80.3,1.375,0,0
upem,2011,6,1,12,13.4,81.8,1.368,0,0
upem,2011,6,1,12,13.41,83,1.35,0,0
upem,2011,6,1,12,13.41,81,1.364,0,0
upem,2011,6,1,13,13.42,77.57,1.391,0,0
upem,2011,6,1,13,13.42,75,1.401,0,0
upem,2011,6,1,13,13.42,73.34,1.408,0,0
upem,2011,6,1,13,13.42,72.73,1.414,0,0
upem,2011,6,1,14,13.42,72.54,1.407,0,0
upem,2011,6,1,14,13.42,73.41,1.398,0,0
upem,2011,6,1,14,13.42,76.06,1.381,0,0
upem,2011,6,1,14,13.42,78.14,1.353,0,0
upem,2011,6,1,15,13.41,76.65,1.361,0,0
upem,2011,6,1,15,13.41,73.96,1.395,0,0
upem,2011,6,1,15,13.41,75.28,1.378,0,0
upem,2011,6,1,15,13.41,77.11,1.368,0,0
upem,2011,6,1,16,13.41,77.73,1.354,0,0
upem,2011,6,1,16,13.41,78.1,1.343,0,0
upem,2011,6,1,16,13.41,80.3,1.321,0,0
upem,2011,6,1,16,13.42,81.5,1.317,0,0
upem,2011,6,1,17,13.42,81.6,1.308,0,0
upem,2011,6,1,17,13.42,85,1.287,0,0
upem,2011,6,1,17,13.43,87.1,1.264,0,0
upem,2011,6,1,17,13.43,89.6,1.238,0,0
upem,2011,6,1,18,13.45,92.7,1.209,0,0
upem,2011,6,1,18,13.45,94,1.179,0,0
upem,2011,6,1,18,13.48,95.2,1.165,0,0
upem,2011,6,1,18,13.49,95.6,1.156,0,0
upem,2011,6,1,19,13.36,94.9,1.147,0,0
upem,2011,6,1,19,13.3,93.8,1.139,0,0
upem,2011,6,1,19,13.26,95.5,1.119,0,0
upem,2011,6,1,19,13.22,96.8,1.096,0,0
upem,2011,6,1,20,13.18,96.8,1.084,0,0
upem,2011,6,1,20,13.16,94,1.076,0,0
upem,2011,6,1,20,13.12,71.36,1.181,0,0
upem,2011,6,1,20,13.1,59.81,1.259,0,0
upem,2011,6,1,21,13.07,58.83,1.26,0,0
upem,2011,6,1,21,13.04,57.03,1.27,0,0
upem,2011,6,1,21,13.02,55.9,1.274,0,0
upem,2011,6,1,21,12.99,56.21,1.264,0,0
upem,2011,6,1,22,12.97,59.17,1.243,0,0
upem,2011,6,1,22,12.95,64.52,1.213,0,0
upem,2011,6,1,22,12.93,70.06,1.174,0,0
upem,2011,6,1,22,12.9,68.35,1.198,0,0
upem,2011,6,1,23,12.89,70.68,1.167,0,0
upem,2011,6,1,23,12.87,73.47,1.139,0,0
upem,2011,6,1,23,12.85,79.64,1.102,0,0
upem,2011,6,1,23,12.84,79.32,1.106,0,0
upem,2011,6,2,0,12.83,80.2,1.1,0,0
upem,2011,6,2,0,12.81,82.2,1.088,0,0
upem,2011,6,2,0,12.8,85.3,1.071,0,0
upem,2011,6,2,0,12.79,86.9,1.06,0,0
upem,2011,6,2,1,12.78,87.6,1.05,0,0
upem,2011,6,2,1,12.77,87.3,1.051,0,0
upem,2011,6,2,1,12.77,89.3,1.035,0,0
upem,2011,6,2,1,12.76,91.7,1.014,0,0
upem,2011,6,2,2,12.75,92.8,1.006,0,0
upem,2011,6,2,2,12.74,92.4,1.004,0,0
upem,2011,6,2,2,12.73,92.7,1.001,0,0
upem,2011,6,2,2,12.72,93.2,1.004,0,0
upem,2011,6,2,3,12.71,94.4,0.993,0,0
upem,2011,6,2,3,12.7,95.2,0.984,0,0
upem,2011,6,2,3,12.7,95.6,0.975,0,0
upem,2011,6,2,3,12.69,96.1,0.97,0,0
upem,2011,6,2,4,12.68,96.2,0.968,0,0
upem,2011,6,2,4,12.67,96.1,0.966,0,0
upem,2011,6,2,4,12.66,95.7,0.97,0,0
upem,2011,6,2,4,12.65,95.6,0.972,0,0
upem,2011,6,2,5,12.64,95,0.979,0,0
upem,2011,6,2,5,12.64,94.9,0.978,0,0
upem,2011,6,2,5,12.72,95.6,0.975,0,0
upem,2011,6,2,5,12.9,96.6,0.97,0,0
upem,2011,6,2,6,13.19,97,0.974,0,0
upem,2011,6,2,6,13.63,95.7,0.99,0,0
upem,2011,6,2,6,13.61,93.9,1.011,0,0
upem,2011,6,2,6,13.6,93.3,1.028,0,0
upem,2011,6,2,7,13.59,93.4,1.051,0,0
upem,2011,6,2,7,13.57,92.8,1.076,0,0
upem,2011,6,2,7,13.57,91.6,1.084,0,0
upem,2011,6,2,7,13.53,90.5,1.105,0,0
upem,2011,6,2,8,13.49,85.7,1.155,0,0
upem,2011,6,2,8,13.48,87,1.159,0,0
upem,2011,6,2,8,13.46,87.6,1.171,0,0
upem,2011,6,2,8,13.44,84.9,1.208,0,0
upem,2011,6,2,9,13.42,82,1.251,0,0
upem,2011,6,2,9,13.41,80.9,1.269,0,0
upem,2011,6,2,9,13.4,81,1.28,0,0
upem,2011,6,2,9,13.39,79.27,1.301,0,0
upem,2011,6,2,10,13.38,79.23,1.296,0,0
upem,2011,6,2,10,13.38,79.13,1.297,0,0
upem,2011,6,2,10,13.38,76.49,1.325,0,0
upem,2011,6,2,10,13.38,74.62,1.36,0,0
upem,2011,6,2,11,13.38,74.69,1.404,0,0
upem,2011,6,2,11,13.38,76.55,1.4,0,0
upem,2011,6,2,11,13.38,76.91,1.396,0,0
upem,2011,6,2,11,13.38,73.71,1.428,0,0
upem,2011,6,2,12,13.38,70.78,1.487,0,0
upem,2011,6,2,12,13.38,70.15,1.514,0,0
upem,2011,6,2,12,13.38,70.83,1.511,0,0
upem,2011,6,2,12,13.38,73.03,1.471,0,0
upem,2011,6,2,13,13.39,73.16,1.467,0,0
upem,2011,6,2,13,13.39,75.69,1.426,0,0
upem,2011,6,2,13,13.39,76.52,1.421,0,0
upem,2011,6,2,13,13.39,78.07,1.398,0,0
upem,2011,6,2,14,13.4,79.46,1.384,0,0
upem,2011,6,2,14,13.4,79.31,1.39,0,0
upem,2011,6,2,14,13.4,78.48,1.385,0,0
upem,2011,6,2,14,13.39,77.41,1.39,0,0
upem,2011,6,2,15,13.39,75.66,1.413,0,0
upem,2011,6,2,15,13.38,73.25,1.451,0,0
upem,2011,6,2,15,13.38,71.53,1.459,0,0
upem,2011,6,2,15,13.38,72.77,1.457,0,0
upem,2011,6,2,16,13.37,74.89,1.449,0,0
upem,2011,6,2,16,13.36,74.28,1.485,0,0
upem,2011,6,2,16,13.36,74.59,1.439,0,0
upem,2011,6,2,16,13.37,75.92,1.385,0,0
upem,2011,6,2,17,13.38,75.42,1.382,0,0
upem,2011,6,2,17,13.39,75.66,1.371,0,0
upem,2011,6,2,17,13.4,77.12,1.34,0,0
upem,2011,6,2,17,13.41,77.99,1.343,0,0
upem,2011,6,2,18,13.42,77.55,1.356,0,0
upem,2011,6,2,18,13.42,77.52,1.36,0,0
upem,2011,6,2,18,13.42,80.3,1.312,0,0
upem,2011,6,2,18,13.44,83.2,1.281,0,0
upem,2011,6,2,19,13.38,85,1.244,0,0
upem,2011,6,2,19,13.29,87.9,1.196,0,0
upem,2011,6,2,19,13.25,91.1,1.155,0,0
upem,2011,6,2,19,13.2,91.8,1.138,0,0
upem,2011,6,2,20,13.17,87.6,1.169,0,0
upem,2011,6,2,20,13.14,85.8,1.176,0,0
upem,2011,6,2,20,13.11,86.2,1.162,0,0
upem,2011,6,2,20,13.08,86.6,1.148,0,0
upem,2011,6,2,21,13.05,85.7,1.151,0,0
upem,2011,6,2,21,13.03,85.5,1.148,0,0
upem,2011,6,2,21,13,85.4,1.146,0,0
upem,2011,6,2,21,12.98,86.1,1.129,0,0
upem,2011,6,2,22,12.95,86.6,1.116,0,0
upem,2011,6,2,22,12.93,87.1,1.115,0,0
upem,2011,6,2,22,12.9,87.4,1.112,0,0
upem,2011,6,2,22,12.89,87.3,1.111,0,0
upem,2011,6,2,23,12.87,86.5,1.117,0,0
upem,2011,6,2,23,12.86,87.5,1.098,0,0
upem,2011,6,2,23,12.83,89.1,1.084,0,0
upem,2011,6,2,23,12.82,91.3,1.069,0,0
upem,2011,6,3,0,12.81,94.1,1.05,0,0
upem,2011,6,3,0,12.8,97.3,1.026,0,0
upem,2011,6,3,0,12.79,98.8,1.019,0,0
upem,2011,6,3,0,12.78,99.7,1.025,0,0
upem,2011,6,3,1,12.77,100,1.021,0,0
upem,2011,6,3,1,12.76,100,1.016,0,0
upem,2011,6,3,1,12.76,100,1.012,0,0
upem,2011,6,3,1,12.75,100,1.01,0,0
upem,2011,6,3,2,12.74,100,1.008,0,0
upem,2011,6,3,2,12.73,100,1.002,0,0
upem,2011,6,3,2,12.72,100,1,0,0
upem,2011,6,3,2,12.72,100,1.001,0,0
upem,2011,6,3,3,12.71,100,0.996,0,0
upem,2011,6,3,3,12.7,100,0.993,0,0
upem,2011,6,3,3,12.69,100,0.987,0,0
upem,2011,6,3,3,12.68,100,0.983,0,0
upem,2011,6,3,4,12.67,100,0.993,0,0
upem,2011,6,3,4,12.67,100,0.999,0,0
upem,2011,6,3,4,12.66,100,0.995,0,0
upem,2011,6,3,4,12.65,100,0.993,0,0
upem,2011,6,3,5,12.64,100,0.994,0,0
upem,2011,6,3,5,12.64,100,0.993,0,0
upem,2011,6,3,5,12.76,100,0.994,0,0
upem,2011,6,3,5,12.99,100,0.992,0,0
upem,2011,6,3,6,13.27,100,0.996,0,0
upem,2011,6,3,6,13.6,100,0.998,0,0
upem,2011,6,3,6,13.55,100,1.011,0,0
upem,2011,6,3,6,13.5,100,1.035,0,0
upem,2011,6,3,7,13.46,100,1.131,0,0
upem,2011,6,3,7,13.43,100,1.174,0,0
upem,2011,6,3,7,13.41,100,1.137,0,0
upem,2011,6,3,7,13.37,100,1.146,0,0
upem,2011,6,3,8,13.35,100,1.173,0,0
upem,2011,6,3,8,13.34,98.2,1.201,0,0
upem,2011,6,3,8,13.33,94.6,1.219,0,0
upem,2011,6,3,8,13.33,93,1.229,0,0
upem,2011,6,3,9,13.32,91.7,1.268,0,0
upem,2011,6,3,9,13.3,89.1,1.31,0,0
upem,2011,6,3,9,13.29,87.6,1.357,0,0
upem,2011,6,3,9,13.28,85.4,1.402,0,0
upem,2011,6,3,10,13.27,83.4,1.442,0,0
upem,2011,6,3,10,13.27,81.8,1.477,0,0
upem,2011,6,3,10,13.26,78.97,1.554,0,0
upem,2011,6,3,10,13.26,79.19,1.544,0,0
upem,2011,6,3,11,13.26,78.52,1.58,0,0
upem,2011,6,3,11,13.25,77.46,1.61,0,0
upem,2011,6,3,11,13.25,80.5,1.568,0,0
upem,2011,6,3,11,13.25,79.9,1.592,0,0
upem,2011,6,3,12,13.25,79.18,1.611,0,0
upem,2011,6,3,12,13.25,78.84,1.619,0,0
upem,2011,6,3,12,13.26,80.5,1.574,0,0
upem,2011,6,3,12,13.27,79.23,1.602,0,0
upem,2011,6,3,13,13.27,78.58,1.61,0,0
upem,2011,6,3,13,13.28,79.35,1.555,0,0
upem,2011,6,3,13,13.28,78.17,1.592,0,0
upem,2011,6,3,13,13.28,76.72,1.61,0,0
upem,2011,6,3,14,13.28,78.07,1.551,0,0
upem,2011,6,3,14,13.29,79.7,1.491,0,0
upem,2011,6,3,14,13.3,79.16,1.49,0,0
upem,2011,6,3,14,13.3,76.57,1.506,0,0
upem,2011,6,3,15,13.3,81,1.447,0,0
upem,2011,6,3,15,13.3,83.5,1.417,0,0
upem,2011,6,3,15,13.31,83,1.407,0,0
upem,2011,6,3,15,13.32,82.6,1.379,0,0
upem,2011,6,3,16,13.33,81,1.398,0,0
upem,2011,6,3,16,13.33,81.5,1.365,0,0
upem,2011,6,3,16,13.34,82.9,1.341,0,0
upem,2011,6,3,16,13.36,81.7,1.358,0,0
upem,2011,6,3,17,13.36,79.64,1.356,0,0
upem,2011,6,3,17,13.37,78.51,1.35,0,0
upem,2011,6,3,17,13.38,76.47,1.372,0,0
upem,2011,6,3,17,13.38,75.94,1.341,0,0
upem,2011,6,3,18,13.39,82.2,1.299,0,0
upem,2011,6,3,18,13.41,87.1,1.249,0,0
upem,2011,6,3,18,13.43,91.3,1.185,0,0
upem,2011,6,3,18,13.46,90.3,1.155,0,0
upem,2011,6,3,19,13.31,87,1.144,0,0
upem,2011,6,3,19,13.27,87.1,1.136,0,0
upem,2011,6,3,19,13.22,89.8,1.126,0,0
upem,2011,6,3,19,13.19,93.7,1.133,0,0
upem,2011,6,3,20,13.16,95.7,1.134,0,0
upem,2011,6,3,20,13.12,97,1.13,0,0
upem,2011,6,3,20,13.1,98,1.125,0,0
upem,2011,6,3,20,13.07,98.9,1.128,0,0
upem,2011,6,3,21,13.04,99.4,1.122,0,0
upem,2011,6,3,21,13.01,99.7,1.114,0,0
upem,2011,6,3,21,12.99,99.7,1.116,0,0
upem,2011,6,3,21,12.96,99.3,1.117,0,0
upem,2011,6,3,22,12.94,99,1.129,0,0
upem,2011,6,3,22,12.92,98.9,1.128,0,0
upem,2011,6,3,22,12.9,99.1,1.133,0,0
upem,2011,6,3,22,12.88,98.9,1.134,0,0
upem,2011,6,3,23,12.86,98.9,1.145,0,0
upem,2011,6,3,23,12.84,98.3,1.153,0,0
upem,2011,6,3,23,12.83,97.5,1.165,0,0
upem,2011,6,3,23,12.81,97.5,1.16,0,0
upem,2011,6,4,0,12.8,97.8,1.162,0,0
upem,2011,6,4,0,12.79,96.5,1.149,0,0
upem,2011,6,4,0,12.77,95.7,1.111,0,0
upem,2011,6,4,0,12.77,95.9,1.11,0,0
upem,2011,6,4,1,12.76,95.6,1.108,0,0
upem,2011,6,4,1,12.74,96.1,1.098,0,0
upem,2011,6,4,1,12.74,97.2,1.092,0,0
upem,2011,6,4,1,12.73,97.9,1.088,0,0
upem,2011,6,4,2,12.72,98.6,1.106,0,0
upem,2011,6,4,2,12.72,98.8,1.115,0,0
upem,2011,6,4,2,12.71,98.9,1.118,0,0
upem,2011,6,4,2,12.71,99,1.121,0,0
upem,2011,6,4,3,12.7,98.9,1.12,0,0
upem,2011,6,4,3,12.69,98.8,1.123,0,0
upem,2011,6,4,3,12.68,98.7,1.123,0,0
upem,2011,6,4,3,12.68,98.5,1.122,0,0
upem,2011,6,4,4,12.67,98.2,1.127,0,0
upem,2011,6,4,4,12.67,98.1,1.13,0,0
upem,2011,6,4,4,12.66,97.9,1.136,0,0
upem,2011,6,4,4,12.66,98.1,1.141,0,0
upem,2011,6,4,5,12.65,98.1,1.14,0,0
upem,2011,6,4,5,12.64,97.9,1.146,0,0
upem,2011,6,4,5,12.64,98.3,1.153,0,0
upem,2011,6,4,5,12.65,97.9,1.148,0,0
upem,2011,6,4,6,12.69,97.1,1.146,0,0
upem,2011,6,4,6,12.78,97,1.146,0,0
upem,2011,6,4,6,12.97,96.1,1.151,0,0
upem,2011,6,4,6,13.53,95.4,1.165,0,0
upem,2011,6,4,7,13.57,96.5,1.161,0,0
upem,2011,6,4,7,13.57,98.6,1.149,0.1004,0
upem,2011,6,4,7,13.58,99.6,1.139,0.20079,0
upem,2011,6,4,7,13.58,100,1.135,0.30119,0
upem,2011,6,4,8,13.58,100,1.146,0.1004,0
upem,2011,6,4,8,13.57,100,1.15,0,0
upem,2011,6,4,8,13.57,100,1.145,0.1004,0
upem,2011,6,4,8,13.57,99.9,1.156,0,0
upem,2011,6,4,9,13.54,98.9,1.187,0,0
upem,2011,6,4,9,13.53,97.2,1.207,0,0
upem,2011,6,4,9,13.52,95.4,1.205,0,0
upem,2011,6,4,9,13.51,94.7,1.208,0,0
upem,2011,6,4,10,13.51,94.1,1.227,0,0
upem,2011,6,4,10,13.5,93.8,1.246,0,0
upem,2011,6,4,10,13.49,90.3,1.268,0,0
upem,2011,6,4,10,13.49,87.8,1.268,0,0
upem,2011,6,4,11,13.49,87.3,1.276,0,0
upem,2011,6,4,11,13.49,87,1.299,0,0
upem,2011,6,4,11,13.47,84.9,1.33,0,0
upem,2011,6,4,11,13.47,84,1.328,0,0
upem,2011,6,4,12,13.47,84.2,1.323,0,0
upem,2011,6,4,12,13.45,82.3,1.358,0,0
upem,2011,6,4,12,13.44,80.5,1.369,0,0
upem,2011,6,4,12,13.43,79.92,1.389,0,0
upem,2011,6,4,13,13.43,81.1,1.366,0,0
upem,2011,6,4,13,13.43,83,1.356,0,0
upem,2011,6,4,13,13.44,87,1.334,0,0
upem,2011,6,4,13,13.45,85.3,1.337,0,0
upem,2011,6,4,14,13.46,83.6,1.331,0,0
upem,2011,6,4,14,13.46,85.4,1.325,0,0
upem,2011,6,4,14,13.46,84.4,1.328,0,0
upem,2011,6,4,14,13.47,83.9,1.32,0,0
upem,2011,6,4,15,13.48,84.2,1.316,0,0
upem,2011,6,4,15,13.49,83.5,1.32,0,0
upem,2011,6,4,15,13.49,84.1,1.314,0,0
upem,2011,6,4,15,13.49,86.6,1.283,0,0
upem,2011,6,4,16,13.5,87.5,1.286,0.1004,0
upem,2011,6,4,16,13.51,91,1.276,0.20079,0
upem,2011,6,4,16,13.52,94.3,1.254,0.30119,0
upem,2011,6,4,16,13.52,95.6,1.229,0.1004,0
upem,2011,6,4,17,13.53,96.8,1.224,0,0
upem,2011,6,4,17,13.53,97.4,1.223,0,0
upem,2011,6,4,17,13.53,98,1.221,0,0
upem,2011,6,4,17,13.43,98.2,1.213,0.1004,0
upem,2011,6,4,18,13.42,98.1,1.191,0.20079,0
upem,2011,6,4,18,13.42,98.6,1.188,0.30119,3.7253
upem,2011,6,4,18,13.4,98.9,1.185,0.20079,0
upem,2011,6,4,18,13.34,99,1.177,0.1004,0
upem,2011,6,4,19,13.3,99.2,1.176,0,0
upem,2011,6,4,19,13.26,99.3,1.169,0,0
upem,2011,6,4,19,13.23,99.5,1.171,0.20079,0
upem,2011,6,4,19,13.19,99.7,1.165,0.1004,0
upem,2011,6,4,20,13.16,99.8,1.169,0,0
upem,2011,6,4,20,13.13,100,1.172,0.1004,0
upem,2011,6,4,20,13.1,100,1.17,0,0
upem,2011,6,4,20,13.07,100,1.17,0.1004,0
upem,2011,6,4,21,13.05,100,1.173,0.1004,0
upem,2011,6,4,21,13.02,100,1.178,0.1004,0
upem,2011,6,4,21,13,100,1.178,0.20079,0
upem,2011,6,4,21,12.97,100,1.176,0.20079,0
upem,2011,6,4,22,12.96,100,1.179,0.20079,0
upem,2011,6,4,22,12.93,100,1.188,0.20079,0
upem,2011,6,4,22,12.92,100,1.194,0,0
upem,2011,6,4,22,12.89,100,1.19,0.1004,0
upem,2011,6,4,23,12.88,100,1.175,0.20079,0
upem,2011,6,4,23,12.87,100,1.169,0.20079,0
upem,2011,6,4,23,12.86,100,1.167,0.20079,0
upem,2011,6,4,23,12.84,100,1.169,0.20079,0
upem,2011,6,5,0,12.83,100,1.168,0.20079,0
upem,2011,6,5,0,12.82,100,1.169,0.1004,0
upem,2011,6,5,0,12.82,100,1.167,0.1004,0
upem,2011,6,5,0,12.81,100,1.168,0.1004,0
upem,2011,6,5,1,12.8,100,1.172,0.1004,0
upem,2011,6,5,1,12.79,100,1.178,0.30119,0
upem,2011,6,5,1,12.78,100,1.185,0.60237,0
upem,2011,6,5,1,12.77,100,1.19,0.90356,0
upem,2011,6,5,2,12.77,100,1.191,0.70277,0
upem,2011,6,5,2,12.76,100,1.19,0.60237,0
upem,2011,6,5,2,12.75,100,1.194,0.40158,0
upem,2011,6,5,2,12.74,100,1.197,1.004,0
upem,2011,6,5,3,12.73,100,1.204,0.70277,0
upem,2011,6,5,3,12.72,100,1.209,0.30119,0
upem,2011,6,5,3,12.71,100,1.215,0.70277,0
upem,2011,6,5,3,12.7,100,1.216,0.60237,0
upem,2011,6,5,4,12.69,100,1.217,0.80316,0
upem,2011,6,5,4,12.69,100,1.222,0.30119,0
upem,2011,6,5,4,12.67,100,1.23,0.40158,0
upem,2011,6,5,4,12.67,100,1.237,0.60237,0
upem,2011,6,5,5,12.66,100,1.241,0.50198,0
upem,2011,6,5,5,12.66,100,1.238,1.4055,0
upem,2011,6,5,5,12.65,100,1.234,0.80316,0
upem,2011,6,5,5,12.65,100,1.213,0.60237,0
upem,2011,6,5,6,12.78,100,1.212,0.30119,0
upem,2011,6,5,6,13.02,100,1.221,0.1004,0
upem,2011,6,5,6,13.34,100,1.227,0.20079,0
upem,2011,6,5,6,13.53,100,1.227,0.1004,0
upem,2011,6,5,7,13.53,100,1.236,0.1004,0
upem,2011,6,5,7,13.53,100,1.235,0,0
upem,2011,6,5,7,13.52,100,1.246,0.1004,0
upem,2011,6,5,7,13.52,100,1.252,0.60237,0
upem,2011,6,5,8,13.52,100,1.254,1.3051,0
upem,2011,6,5,8,13.52,100,1.255,0.60237,3.7253
upem,2011,6,5,8,13.52,100,1.257,0.20079,0
upem,2011,6,5,8,13.51,100,1.261,0.40158,0
upem,2011,6,5,9,13.51,100,1.271,0.80316,0
upem,2011,6,5,9,13.51,100,1.273,0.50198,0
upem,2011,6,5,9,13.5,100,1.278,0.20079,0
upem,2011,6,5,9,13.5,100,1.269,0.40158,0
upem,2011,6,5,10,13.5,100,1.263,0.30119,0
upem,2011,6,5,10,13.5,100,1.253,0.30119,0
upem,2011,6,5,10,13.5,100,1.252,0.90356,0
upem,2011,6,5,10,13.5,100,1.256,0.30119,0
upem,2011,6,5,11,13.5,100,1.257,0.60237,0
upem,2011,6,5,11,13.5,100,1.256,0.60237,0
upem,2011,6,5,11,13.49,100,1.271,0.50198,0
upem,2011,6,5,11,13.48,100,1.304,0.20079,0
upem,2011,6,5,12,13.48,100,1.311,0.30119,0
upem,2011,6,5,12,13.46,100,1.33,0.40158,0
upem,2011,6,5,12,13.46,100,1.31,0.50198,0
upem,2011,6,5,12,13.45,100,1.314,0.20079,0
upem,2011,6,5,13,13.43,100,1.316,0,0
upem,2011,6,5,13,13.4,100,1.311,0,0
upem,2011,6,5,13,13.38,100,1.316,0,0
upem,2011,6,5,13,13.36,100,1.323,0,0
upem,2011,6,5,14,13.34,100,1.349,0,0
upem,2011,6,5,14,13.32,99.8,1.316,0,0
upem,2011,6,5,14,13.32,96.8,1.35,0,0
upem,2011,6,5,14,13.3,90.8,1.416,0,0
upem,2011,6,5,15,13.28,83.4,1.514,0,0
upem,2011,6,5,15,13.28,77.3,1.483,0,0
upem,2011,6,5,15,13.28,78.16,1.537,0,0
upem,2011,6,5,15,13.28,73.39,1.49,0,0
upem,2011,6,5,16,13.28,74.54,1.526,0,0
upem,2011,6,5,16,13.28,74.59,1.531,0,0
upem,2011,6,5,16,13.28,74.1,1.496,0,0
upem,2011,6,5,16,13.28,74.31,1.524,0,0
upem,2011,6,5,17,13.28,71.9,1.548,0,3.7253
upem,2011,6,5,17,13.28,68.87,1.517,0,0
upem,2011,6,5,17,13.28,71.2,1.515,0,0
upem,2011,6,5,17,13.29,72.99,1.451,0,0
upem,2011,6,5,18,13.3,78.16,1.443,0,0
upem,2011,6,5,18,13.31,77.68,1.41,0,0
upem,2011,6,5,18,13.32,77.98,1.377,0,0
upem,2011,6,5,18,13.34,78.96,1.339,0,0
upem,2011,6,5,19,13.27,82.9,1.288,0,0
upem,2011,6,5,19,13.22,83.8,1.232,0,0
upem,2011,6,5,19,13.17,79.88,1.227,0,0
upem,2011,6,5,19,13.14,79.39,1.223,0,0
upem,2011,6,5,20,13.1,79.09,1.224,0,0
upem,2011,6,5,20,13.07,80.6,1.215,0,0
upem,2011,6,5,20,13.04,87.9,1.242,0,0
upem,2011,6,5,20,13.02,90.4,1.249,0,0
upem,2011,6,5,21,12.99,91.5,1.24,0,0
upem,2011,6,5,21,12.97,92.7,1.219,0,0
upem,2011,6,5,21,12.94,93.4,1.223,0,0
upem,2011,6,5,21,12.92,93.6,1.235,0,0
upem,2011,6,5,22,12.9,94.3,1.235,0,0
upem,2011,6,5,22,12.89,95,1.238,0,0
upem,2011,6,5,22,12.87,95.3,1.238,0,0
upem,2011,6,5,22,12.85,95.6,1.227,0,0
upem,2011,6,5,23,12.84,96.6,1.223,0,0
upem,2011,6,5,23,12.83,97.4,1.23,0,0
upem,2011,6,5,23,12.82,98,1.222,0,0
upem,2011,6,5,23,12.81,98.4,1.218,0,0
upem,2011,6,6,0,12.8,98.8,1.218,0.40158,0
upem,2011,6,6,0,12.8,99.4,1.21,0.50198,0
upem,2011,6,6,0,12.78,99.9,1.214,0,0
upem,2011,6,6,0,12.78,100,1.217,1.2047,0
upem,2011,6,6,1,12.77,100,1.212,1.1043,0
upem,2011,6,6,1,12.76,100,1.21,1.1043,0
upem,2011,6,6,1,12.76,100,1.203,0.60237,0
upem,2011,6,6,1,12.75,100,1.208,0.1004,0
upem,2011,6,6,2,12.74,100,1.219,0,0
upem,2011,6,6,2,12.73,100,1.226,0,0
upem,2011,6,6,2,12.73,100,1.231,0,0
upem,2011,6,6,2,12.72,100,1.232,0,0
upem,2011,6,6,3,12.71,100,1.23,0.30119,0
upem,2011,6,6,3,12.7,100,1.232,0.20079,0
upem,2011,6,6,3,12.69,100,1.234,0,0
upem,2011,6,6,3,12.69,100,1.233,0.20079,0
upem,2011,6,6,4,12.67,100,1.235,0.20079,0
upem,2011,6,6,4,12.67,100,1.233,0.40158,0
upem,2011,6,6,4,12.66,100,1.23,0.1004,0
upem,2011,6,6,4,12.66,100,1.226,0,0
upem,2011,6,6,5,12.65,100,1.22,0.1004,0
