time,precip_in,wind_speed_mpg,wind_dir_deg,temp_avg_F,fuel_temp_F,rel_humid,batt_v,perc_fuel_moisture,gust_max_dir,gust_max_speed,solar_rad
606211900,16.69,0,241,60,-9999,84,13,-9999,82,9,3.698
606212000,16.69,0,252,58,-9999,91,12.8,-9999,245,4,0
606212100,16.69,1,312,58,-9999,93,12.8,-9999,224,4,0
606212200,16.69,0,114,55,-9999,94,12.7,-9999,16,5,0
606212300,16.69,0,7,55,-9999,96,12.7,-9999,79,4,0
606220000,16.69,0,185,56,-9999,96,12.7,-9999,113,3,0
606220100,16.69,0,309,56,-9999,97,12.7,-9999,111,0,0
606220200,16.69,0,286,57,-9999,97,12.7,-9999,293,4,0
606220300,16.69,0,306,57,-9999,97,12.7,-9999,265,3,0
606220400,16.69,1,84,57,-9999,97,12.6,-9999,56,5,0
606220500,16.69,1,105,57,-9999,97,12.6,-9999,116,8,0
606220600,16.69,0,129,57,-9999,97,12.7,-9999,89,7,0.6021
606220700,16.69,0,100,60,-9999,92,13.4,-9999,94,5,2.494
606220800,16.69,0,86,61,-9999,86,13.9,-9999,70,5,3.957
606220900,16.69,5,88,66,-9999,73,13.8,-9999,75,7,15.05
606221000,16.69,6,69,68,-9999,71,13.8,-9999,89,11,47.22
606221100,16.69,4,103,70,-9999,68,13.8,-9999,83,15,35.44
606221200,16.69,3,39,72,-9999,62,13.8,-9999,82,10,68.55
606221300,16.69,4,148,73,-9999,61,13.8,-9999,144,9,81.62
606221400,16.69,2,276,74,-9999,60,13.7,-9999,112,9,76.64
606221500,16.69,4,70,75,-9999,55,13.7,-9999,158,10,65.97
606221600,16.69,2,204,75,-9999,55,13.7,-9999,143,9,52.47
606221700,16.69,2,53,70,-9999,70,13.8,-9999,66,8,35.95
606221800,16.69,3,217,67,-9999,67,13.4,-9999,75,10,18.92
606221900,16.69,0,348,60,-9999,79,12.9,-9999,219,8,4.387
606222000,16.69,2,67,58,-9999,92,12.8,-9999,67,7,0
606222100,16.69,1,74,57,-9999,92,12.8,-9999,103,7,0
606222200,16.69,0,52,57,-9999,95,12.7,-9999,72,6,0
606222300,16.69,0,283,58,-9999,95,12.7,-9999,297,0,0
606230000,16.69,0,96,58,-9999,95,12.7,-9999,294,0,0
606230100,16.69,0,322,57,-9999,96,12.7,-9999,54,4,0
606230200,16.69,2,280,56,-9999,96,12.7,-9999,287,6,0
606230300,16.69,1,281,55,-9999,96,12.7,-9999,280,5,0
606230400,16.69,0,75,56,-9999,97,12.6,-9999,293,4,0
606230500,16.69,0,280,56,-9999,97,12.6,-9999,314,0,0
606230600,16.69,1,344,56,-9999,97,12.7,-9999,279,2,0
606230700,16.69,0,43,57,-9999,97,13.1,-9999,103,5,0.258
606230800,16.69,0,80,60,-9999,94,13.9,-9999,90,6,0.8601
606230900,16.69,1,100,69,-9999,71,13.8,-9999,26,5,4.559
606231000,16.69,3,89,70,-9999,65,13.8,-9999,110,8,16.17
606231100,16.69,4,137,70,-9999,64,13.8,-9999,108,12,20.99
606231200,16.69,4,15,73,-9999,61,13.8,-9999,115,10,25.2
606231300,16.69,3,359,74,-9999,58,13.7,-9999,121,9,26.75
606231400,16.69,3,349,74,-9999,58,13.7,-9999,64,9,29.93
606231500,16.69,1,241,79,-9999,51,13.7,-9999,19,8,34.06
606231600,16.69,2,54,76,-9999,51,13.7,-9999,276,7,29.59
606231700,16.69,2,16,69,-9999,65,13.7,-9999,79,9,27.7
606231800,16.69,0,45,66,-9999,68,13.4,-9999,43,12,13.85
606231900,16.69,2,263,59,-9999,81,12.9,-9999,18,5,3.354
606232000,16.69,0,129,56,-9999,92,12.8,-9999,3,7,0
606232100,16.69,1,302,55,-9999,94,12.8,-9999,10,8,0
606232200,16.69,1,346,55,-9999,95,12.7,-9999,25,7,0
606232300,16.69,0,300,54,-9999,96,12.7,-9999,29,7,0
606240100,16.69,0,297,54,-9999,96,12.7,-9999,292,5,0
606240200,16.69,1,301,54,-9999,96,12.7,-9999,303,3,0
606240300,16.69,0,289,53,-9999,96,12.6,-9999,291,7,0
606240600,16.69,0,20,55,-9999,94,12.8,-9999,285,8,0.6881
606240900,16.69,1,75,61,-9999,84,13.9,-9999,50,5,1.978
606241000,16.69,3,26,71,-9999,60,13.8,-9999,82,7,22.45
606241100,16.69,3,13,72,-9999,63,13.8,-9999,85,12,70.27
606241200,16.69,1,198,76,-9999,56,13.8,-9999,71,10,79.73
606241300,16.69,3,282,77,-9999,54,13.7,-9999,87,10,77.84
606241400,16.69,6,21,73,-9999,58,13.7,-9999,84,9,74.31
606241500,16.69,3,7,70,-9999,64,13.7,-9999,64,14,59.78
606241600,16.69,8,52,65,-9999,70,13.7,-9999,104,11,37.07
606241700,16.69,2,306,61,-9999,80,13.5,-9999,60,18,12.39
606241800,16.69,1,254,61,-9999,82,13.4,-9999,130,10,5.505
606241900,16.69,1,248,60,-9999,85,13,-9999,291,7,2.064
606242000,16.69,0,314,59,-9999,88,12.8,-9999,289,7,0
606242100,16.69,2,272,58,-9999,88,12.7,-9999,214,3,0
606242200,16.69,1,294,57,-9999,89,12.7,-9999,302,7,0
606242300,16.69,3,281,57,-9999,92,12.7,-9999,261,5,0
606250000,16.69,1,169,56,-9999,94,12.7,-9999,283,6,0
606250100,16.69,0,300,56,-9999,94,12.7,-9999,287,6,0
606250200,16.69,0,265,56,-9999,94,12.7,-9999,260,4,0
606250300,16.69,0,272,56,-9999,95,12.7,-9999,3,5,0
606250400,16.69,2,290,56,-9999,96,12.6,-9999,288,5,0
606250500,16.69,7,282,57,-9999,94,12.6,-9999,71,12,0
606250600,16.69,2,286,63,-9999,83,12.9,-9999,291,12,0.6021
606250700,16.69,0,203,67,-9999,70,13.4,-9999,77,9,4.473
606250800,16.69,5,62,70,-9999,62,13.8,-9999,84,7,9.117
606250900,16.69,5,269,71,-9999,59,13.8,-9999,84,11,12.99
606251000,16.69,4,82,70,-9999,68,13.8,-9999,65,16,17.8
606251100,16.69,5,144,77,-9999,51,13.8,-9999,69,9,18.66
606251200,16.69,1,270,82,-9999,47,13.7,-9999,120,11,52.29
606251300,16.69,2,286,80,-9999,47,13.7,-9999,80,13,55.99
606251400,16.69,5,26,73,-9999,57,13.7,-9999,61,21,55.31
606251500,16.69,1,326,74,-9999,55,13.7,-9999,88,21,35.69
606251600,16.69,3,283,71,-9999,60,13.7,-9999,18,13,21.67
606251700,16.69,3,264,75,-9999,55,13.5,-9999,308,7,22.02
606251800,16.69,2,268,77,-9999,53,13.6,-9999,254,7,11.7
606251900,16.69,1,246,73,-9999,59,13.1,-9999,297,7,6.365
606252000,16.69,0,283,66,-9999,73,12.8,-9999,110,11,0
606252100,16.69,0,105,64,-9999,78,12.8,-9999,289,4,0
606252200,16.69,0,329,63,-9999,79,12.7,-9999,136,4,0
606252300,16.69,1,6,61,-9999,85,12.8,-9999,274,4,0
606260000,16.69,0,147,59,-9999,89,12.7,-9999,95,7,0
606260100,16.69,4,109,60,-9999,90,12.7,-9999,88,6,0
606260200,16.71,6,106,60,-9999,91,12.7,-9999,295,23,0
606260300,16.71,7,283,59,-9999,95,12.7,-9999,84,30,0
606260400,16.71,2,198,61,-9999,86,12.6,-9999,290,15,0
606260500,16.71,1,48,58,-9999,92,12.6,-9999,84,16,0.172
606260600,16.71,0,36,60,-9999,92,13.2,-9999,29,12,6.279
606260700,16.71,3,290,60,-9999,87,13.6,-9999,89,9,9.461
606260800,16.71,1,65,72,-9999,66,13.8,-9999,281,9,24.08
606260900,16.71,0,190,74,-9999,58,13.8,-9999,79,13,32.94
606261000,16.71,1,77,80,-9999,52,13.8,-9999,90,7,58.83
606261100,16.71,3,353,76,-9999,54,13.7,-9999,261,6,61.84
606261200,16.71,1,6,70,-9999,67,13.8,-9999,85,14,20.81
606261300,16.71,1,261,74,-9999,58,13.7,-9999,74,8,32.77
606261400,16.71,2,28,69,-9999,76,13.8,-9999,137,22,36.73
606261500,16.71,1,315,78,-9999,55,13.8,-9999,310,7,31.74
606261600,16.71,4,124,77,-9999,52,13.7,-9999,12,7,40.68
606261700,16.71,0,163,76,-9999,55,13.7,-9999,171,12,29.93
606261800,16.71,3,271,68,-9999,68,13.4,-9999,237,6,13.42
606261900,16.71,0,278,62,-9999,80,12.9,-9999,272,6,2.322
606262000,16.71,2,261,59,-9999,89,12.8,-9999,294,6,0
606262100,16.71,1,270,58,-9999,92,12.8,-9999,283,6,0
606262200,16.71,1,272,58,-9999,93,12.7,-9999,273,5,0
606262300,16.71,4,270,57,-9999,94,12.7,-9999,297,6,0
606270000,16.71,1,284,56,-9999,94,12.7,-9999,254,6,0
606270100,16.71,0,261,56,-9999,95,12.7,-9999,111,4,0
606270200,16.71,0,351,56,-9999,96,12.7,-9999,96,7,0
606270300,16.71,0,110,57,-9999,96,12.6,-9999,291,4,0
606270400,16.71,0,286,57,-9999,96,12.6,-9999,299,5,0
606270500,16.71,0,112,56,-9999,97,12.6,-9999,129,5,0.08601
606270600,16.71,0,29,58,-9999,97,12.9,-9999,103,6,2.924
606270700,16.71,1,315,66,-9999,87,13.9,-9999,282,7,14.71
606270800,16.71,0,218,77,-9999,56,13.8,-9999,316,5,34.32
606270900,16.71,0,332,77,-9999,55,13.8,-9999,176,7,42.75
606271000,16.71,5,314,78,-9999,50,13.7,-9999,325,6,61.33
606271100,16.71,6,99,66,-9999,69,13.8,-9999,71,18,42.92
606271200,16.71,4,41,69,-9999,68,13.8,-9999,89,15,23.48
606271300,16.71,4,59,67,-9999,69,13.8,-9999,83,11,21.5
606271400,16.71,3,60,63,-9999,84,13.8,-9999,94,14,12.9
606271500,16.71,5,279,77,-9999,57,13.8,-9999,94,14,25.63
606271600,16.71,0,248,95,-9999,26,13.7,-9999,283,8,44.73
606271700,16.71,0,250,92,-9999,27,13.7,-9999,287,5,34.92
606271800,16.71,2,289,79,-9999,45,13.3,-9999,283,6,19.01
606271900,16.71,0,101,68,-9999,65,12.9,-9999,287,7,4.817
606272000,16.71,0,268,65,-9999,69,12.8,-9999,325,4,0
606272100,16.71,0,332,67,-9999,55,12.8,-9999,258,5,0
606272200,16.71,0,304,66,-9999,47,12.8,-9999,254,4,0
606272300,16.71,0,359,63,-9999,57,12.7,-9999,288,4,0
606280000,16.71,2,258,61,-9999,70,12.7,-9999,99,6,0
606280100,16.71,0,207,58,-9999,74,12.7,-9999,260,4,0
606280200,16.71,0,265,57,-9999,77,12.7,-9999,254,0,0
606280300,16.71,0,98,56,-9999,78,12.7,-9999,103,0,0
606280400,16.71,0,215,56,-9999,79,12.6,-9999,79,3,0
606280500,16.71,0,255,55,-9999,81,12.6,-9999,20,0,0.08601
606280600,16.71,0,290,64,-9999,64,12.8,-9999,102,6,3.698
606280700,16.71,2,73,73,-9999,60,13.3,-9999,79,4,2.924
606280800,16.71,0,287,79,-9999,49,13.8,-9999,65,5,4.301
606280900,16.71,3,286,82,-9999,44,13.7,-9999,301,4,8.515
606281000,16.71,3,294,82,-9999,44,13.7,-9999,300,6,12.04
606281100,16.71,2,283,83,-9999,45,13.7,-9999,314,6,17.98
606281200,16.71,3,355,87,-9999,35,13.7,-9999,323,6,19.52
606281300,16.71,2,58,90,-9999,30,13.6,-9999,312,7,20.3
606281400,16.71,4,272,86,-9999,32,13.6,-9999,278,7,19.27
606281500,16.71,4,283,87,-9999,34,13.6,-9999,289,7,33.2
606281600,16.71,3,282,86,-9999,35,13.6,-9999,286,7,32.08
606281700,16.71,4,287,83,-9999,37,13.7,-9999,285,6,26.06
606281800,16.71,2,281,79,-9999,40,13.2,-9999,299,6,15.57
606281900,16.71,0,254,70,-9999,51,12.9,-9999,314,6,4.215
606282000,16.71,0,100,66,-9999,55,12.8,-9999,162,4,0
606282100,16.71,0,246,63,-9999,60,12.8,-9999,100,3,0
606282200,16.71,0,296,61,-9999,70,12.7,-9999,69,5,0
606282300,16.71,0,277,60,-9999,78,12.7,-9999,268,5,0
606290000,16.71,0,325,58,-9999,84,12.7,-9999,265,4,0
606290100,16.71,0,251,57,-9999,88,12.7,-9999,91,0,0
606290200,16.71,0,109,55,-9999,90,12.7,-9999,294,0,0
606290300,16.71,0,81,54,-9999,92,12.6,-9999,281,0,0
606290400,16.71,0,93,53,-9999,93,12.6,-9999,239,3,0
606290500,16.71,0,290,53,-9999,94,12.6,-9999,102,3,0.172
606290600,16.71,0,294,61,-9999,82,13,-9999,77,3,8.171
606290700,16.71,0,63,71,-9999,65,13.5,-9999,87,0,12.04
606290800,16.71,2,77,77,-9999,54,13.8,-9999,82,6,3.01
606290900,16.71,3,76,77,-9999,51,13.8,-9999,169,9,23.22
606291000,16.71,2,13,83,-9999,43,13.7,-9999,76,9,57.71
606291100,16.71,2,310,87,-9999,33,13.7,-9999,3,6,22.53
606291200,16.71,4,278,82,-9999,38,13.7,-9999,294,8,23.31
606291300,16.71,1,48,88,-9999,34,13.6,-9999,348,7,22.88
606291400,16.71,2,16,87,-9999,33,13.6,-9999,5,8,21.42
606291500,16.71,1,326,90,-9999,32,13.6,-9999,45,7,19.01
606291600,16.71,0,305,92,-9999,31,13.6,-9999,275,6,15.31
606291700,16.71,2,261,87,-9999,32,13.6,-9999,299,6,12.3
606291800,16.71,1,253,86,-9999,28,13.1,-9999,317,7,7.569
606291900,16.71,8,294,86,-9999,21,12.9,-9999,342,21,1.892
606292000,16.71,8,299,87,-9999,19,12.8,-9999,328,26,0
606292100,16.71,8,296,85,-9999,18,12.8,-9999,329,25,0
606292200,16.71,5,285,84,-9999,20,12.8,-9999,298,17,0
606292300,16.71,0,313,66,-9999,64,12.8,-9999,261,12,0
606300000,16.71,0,299,64,-9999,65,12.8,-9999,71,8,0
606300100,16.71,0,280,62,-9999,75,12.7,-9999,93,5,0
606300200,16.71,0,276,60,-9999,79,12.7,-9999,266,3,0
606300300,16.71,0,347,60,-9999,87,12.7,-9999,105,6,0
606300400,16.71,0,166,59,-9999,90,12.6,-9999,72,0,0
606300500,16.71,0,327,58,-9999,93,12.6,-9999,27,0,0.08601
606300600,16.71,0,131,67,-9999,73,12.8,-9999,99,7,4.043
606300700,16.71,0,276,76,-9999,55,13.3,-9999,79,6,18.66
606300800,16.71,2,222,79,-9999,51,13.8,-9999,61,9,33.11
606300900,16.71,2,350,81,-9999,47,13.7,-9999,219,10,55.48
606301000,16.71,0,3,88,-9999,35,13.7,-9999,137,8,68.55
606301100,16.71,2,136,90,-9999,27,13.7,-9999,84,9,78.1
606301200,16.71,4,106,94,-9999,21,13.6,-9999,301,8,83.52
606301300,16.71,12,229,97,-9999,10,13.6,-9999,294,19,75.52
606301400,16.71,13,305,97,-9999,10,13.6,-9999,309,32,21.07
606301500,16.71,13,306,96,-9999,11,13.6,-9999,328,34,4.129
606301600,16.71,12,298,95,-9999,12,13.6,-9999,323,33,2.666
606301700,16.71,11,284,93,-9999,13,13.6,-9999,278,30,1.806
606301800,16.71,9,307,91,-9999,13,13.1,-9999,297,24,0.6881
606301900,16.71,12,318,89,-9999,13,12.9,-9999,282,25,0.08601
606302000,16.71,9,296,86,-9999,15,12.8,-9999,344,23,0
606302100,16.71,8,302,85,-9999,15,12.8,-9999,309,20,0
606302200,16.71,6,293,86,-9999,17,12.8,-9999,320,17,0
606302300,16.71,2,45,83,-9999,20,12.8,-9999,298,14,0
607010000,16.71,3,111,80,-9999,25,12.8,-9999,334,11,0
607010100,16.71,1,71,71,-9999,40,12.8,-9999,130,8,0
607010200,16.71,0,269,66,-9999,52,12.7,-9999,83,7,0
607010300,16.71,0,276,63,-9999,58,12.7,-9999,251,3,0
607010400,16.71,0,73,61,-9999,60,12.7,-9999,287,5,0
607010500,16.71,0,68,61,-9999,65,12.6,-9999,105,5,0.172
607010600,16.71,0,294,70,-9999,54,12.8,-9999,276,5,6.279
607010700,16.71,0,318,80,-9999,40,13.3,-9999,303,3,12.64
607010800,16.71,1,342,84,-9999,33,13.7,-9999,224,7,9.203
607010900,16.71,3,248,83,-9999,34,13.7,-9999,71,10,24.26
607011000,16.71,3,213,87,-9999,33,13.7,-9999,214,9,50.83
607011100,16.71,1,148,90,-9999,30,13.6,-9999,22,8,51.61
607011200,16.71,3,281,91,-9999,29,13.6,-9999,15,8,81.71
607011300,16.71,2,346,91,-9999,29,13.6,-9999,342,9,82.05
607011400,16.71,2,257,90,-9999,31,13.6,-9999,277,8,76.64
607011500,16.71,2,279,94,-9999,27,13.6,-9999,290,7,66.83
607011600,16.71,1,263,95,-9999,25,13.6,-9999,293,8,53.41
607011700,16.71,1,279,94,-9999,23,13.6,-9999,322,6,37.41
607011800,16.71,0,249,88,-9999,25,13.1,-9999,280,5,20.64
607011900,16.71,2,269,84,-9999,22,12.9,-9999,213,7,5.075
607012000,16.71,0,265,80,-9999,25,12.8,-9999,233,7,0
607012100,16.71,3,263,76,-9999,30,12.8,-9999,280,7,0
607012200,16.71,0,88,69,-9999,53,12.8,-9999,249,5,0
607012300,16.71,2,92,63,-9999,84,12.7,-9999,82,11,0
607020000,16.71,0,287,60,-9999,86,12.7,-9999,72,8,0
607020100,16.71,0,264,59,-9999,88,12.7,-9999,268,0,0
607020200,16.71,0,302,57,-9999,91,12.7,-9999,261,0,0
607020300,16.71,0,101,57,-9999,92,12.6,-9999,228,0,0
607020400,16.71,0,232,58,-9999,88,12.6,-9999,95,6,0
607020500,16.71,0,218,56,-9999,89,12.6,-9999,254,0,0.5161
607020600,16.71,0,71,67,-9999,70,13.4,-9999,293,3,7.741
607020700,16.71,0,81,73,-9999,59,13.5,-9999,81,4,9.289
607020800,16.71,0,247,86,-9999,41,13.8,-9999,47,3,32.25
607020900,16.71,2,309,84,-9999,40,13.7,-9999,297,4,47.99
607021000,16.71,2,3,87,-9999,37,13.7,-9999,65,5,62.79
607021100,16.71,1,161,84,-9999,43,13.7,-9999,239,8,73.45
607021200,16.71,1,107,87,-9999,39,13.7,-9999,45,8,81.54
607021300,16.71,2,317,87,-9999,36,13.6,-9999,234,10,81.45
607021400,16.71,2,244,87,-9999,38,13.6,-9999,285,7,75
607021500,16.71,2,276,90,-9999,32,13.6,-9999,286,6,65.8
607021600,16.71,2,20,87,-9999,35,13.6,-9999,273,5,51.86
607021700,16.71,1,132,84,-9999,40,13.7,-9999,287,6,35.78
607021800,16.71,0,279,75,-9999,50,13.1,-9999,320,5,17.46
607021900,16.71,0,83,69,-9999,63,12.8,-9999,287,5,2.752
607022000,16.71,1,70,64,-9999,82,12.8,-9999,288,5,0
607022100,16.71,0,268,62,-9999,89,12.8,-9999,123,5,0
607022200,16.71,0,26,60,-9999,92,12.7,-9999,248,4,0
607022300,16.71,0,317,59,-9999,92,12.7,-9999,87,3,0
607030000,16.71,0,130,58,-9999,91,12.7,-9999,29,0,0
607030100,16.71,0,272,58,-9999,88,12.7,-9999,36,0,0
607030200,16.71,0,186,57,-9999,87,12.7,-9999,242,0,0
607030300,16.71,0,74,56,-9999,89,12.7,-9999,283,5,0
607030400,16.71,0,270,56,-9999,88,12.6,-9999,267,4,0
607030500,16.71,0,111,54,-9999,90,12.6,-9999,249,5,0
607030600,16.71,0,151,64,-9999,75,12.8,-9999,59,0,2.408
607030700,16.71,0,309,72,-9999,56,13.4,-9999,320,2,15.48
607030800,16.71,0,302,79,-9999,47,13.8,-9999,320,6,23.48
607030900,16.71,0,325,84,-9999,40,13.7,-9999,336,6,53.24
607031000,16.71,2,324,84,-9999,39,13.7,-9999,87,10,66.06
607031100,16.71,3,30,82,-9999,42,13.7,-9999,313,10,74.66
607031200,16.71,7,64,81,-9999,44,13.7,-9999,76,12,77.93
607031300,16.71,4,276,83,-9999,41,13.7,-9999,89,12,77.58
607031400,16.71,3,58,85,-9999,36,13.7,-9999,83,10,72.94
607031500,16.71,3,295,84,-9999,37,13.6,-9999,278,8,63.13
607031600,16.71,2,281,83,-9999,40,13.7,-9999,313,7,49.8
607031700,16.71,0,276,83,-9999,37,13.7,-9999,296,6,34.32
607031800,16.71,0,282,76,-9999,47,13.3,-9999,297,4,18.32
607031900,16.71,0,300,67,-9999,63,12.9,-9999,289,4,4.301
607032000,16.71,0,292,63,-9999,76,12.8,-9999,97,4,0
607032100,16.71,0,289,61,-9999,81,12.8,-9999,276,0,0
607032200,16.71,0,115,59,-9999,86,12.7,-9999,264,0,0
607032300,16.71,0,316,58,-9999,87,12.7,-9999,316,0,0
607040000,16.71,0,198,58,-9999,89,12.7,-9999,218,0,0
607040100,16.71,0,164,57,-9999,89,12.7,-9999,268,4,0
607040200,16.71,0,4,56,-9999,92,12.7,-9999,4,0,0
607040300,16.71,0,289,56,-9999,92,12.6,-9999,295,6,0
607040400,16.71,0,311,54,-9999,93,12.6,-9999,87,0,0
607040500,16.71,0,97,54,-9999,94,12.6,-9999,98,0,0.08601
607040600,16.71,0,75,62,-9999,83,12.8,-9999,71,0,2.236
607040700,16.71,0,59,74,-9999,62,13.4,-9999,122,4,15.14
607040800,16.71,1,86,79,-9999,57,13.8,-9999,319,6,35.69
607040900,16.71,1,49,82,-9999,51,13.7,-9999,85,7,44.38
607041000,16.71,2,349,83,-9999,45,13.7,-9999,77,7,63.22
607041100,16.71,2,255,81,-9999,50,13.7,-9999,302,6,75.26
607041200,16.71,1,23,84,-9999,44,13.7,-9999,250,7,79.3
607041300,16.71,1,52,85,-9999,40,13.7,-9999,287,6,79.04
607041400,16.71,4,288,82,-9999,42,13.7,-9999,325,8,74.49
607041500,16.71,3,279,84,-9999,39,13.7,-9999,288,7,63.99
607041600,16.71,2,282,84,-9999,39,13.7,-9999,287,6,39.39
607041700,16.71,1,280,81,-9999,43,13.7,-9999,287,5,22.88
607041800,16.71,0,304,76,-9999,53,13.2,-9999,323,5,15.65
607041900,16.71,0,283,65,-9999,69,12.9,-9999,315,5,4.301
607042000,16.71,0,232,60,-9999,81,12.8,-9999,286,0,0
607042100,16.71,0,59,59,-9999,84,12.8,-9999,56,0,0
607042200,16.71,0,162,58,-9999,84,12.7,-9999,152,0,0
607042300,16.71,0,273,57,-9999,82,12.7,-9999,232,4,0
607050000,16.71,0,290,56,-9999,81,12.7,-9999,277,0,0
607050100,16.71,4,272,56,-9999,79,12.7,-9999,249,4,0
607050200,16.71,0,290,55,-9999,81,12.7,-9999,289,7,0
607050300,16.71,0,117,55,-9999,85,12.6,-9999,342,4,0
607050400,16.71,0,176,55,-9999,88,12.6,-9999,271,4,0
607050500,16.71,0,152,54,-9999,89,12.6,-9999,135,0,0.172
607050600,16.71,1,186,62,-9999,78,12.8,-9999,288,5,3.612
607050700,16.71,0,150,73,-9999,58,13.4,-9999,260,4,9.547
607050800,16.71,2,145,76,-9999,51,13.8,-9999,307,5,33.89
607050900,16.71,1,302,77,-9999,49,13.8,-9999,64,8,9.117
607051000,16.71,3,136,78,-9999,52,13.7,-9999,262,7,8.945
607051100,16.71,3,213,78,-9999,53,13.7,-9999,231,9,10.32
607051200,16.71,3,18,78,-9999,48,13.7,-9999,114,8,11.01
607051300,16.71,3,298,81,-9999,43,13.7,-9999,247,8,11.1
607051400,16.71,4,53,79,-9999,44,13.7,-9999,74,9,25.12
607051500,16.71,2,309,81,-9999,42,13.7,-9999,45,9,48.94
607051600,16.71,2,132,82,-9999,40,13.7,-9999,322,8,43.26
607051700,16.71,0,333,78,-9999,44,13.7,-9999,322,6,32.34
607051800,16.71,10,282,69,-9999,51,13.3,-9999,283,13,18.23
607051900,16.71,7,274,61,-9999,64,12.9,-9999,300,18,4.473
607052000,16.71,0,141,58,-9999,70,12.8,-9999,288,12,0
607052100,16.71,5,268,59,-9999,67,12.8,-9999,272,7,0
607052200,16.71,7,280,58,-9999,69,12.7,-9999,295,16,0
607052300,16.71,6,275,57,-9999,71,12.7,-9999,270,12,0
607060000,16.71,1,308,54,-9999,77,12.7,-9999,269,11,0
607060100,16.71,0,248,53,-9999,80,12.7,-9999,300,6,0
607060200,16.71,0,122,53,-9999,81,12.7,-9999,280,8,0
607060300,16.71,0,244,52,-9999,85,12.6,-9999,246,5,0
607060400,16.71,0,174,51,-9999,88,12.6,-9999,280,2,0
607060500,16.71,0,306,51,-9999,90,12.6,-9999,39,0,0.172
607060600,16.71,0,301,62,-9999,73,12.8,-9999,228,6,1.634
607060700,16.71,0,0,74,-9999,52,13.4,-9999,153,0,9.375
607060800,16.71,4,55,75,-9999,50,13.8,-9999,83,8,25.89
607060900,16.71,3,303,78,-9999,46,13.8,-9999,86,8,52.38
607061000,16.71,3,289,78,-9999,45,13.7,-9999,72,8,68.98
607061100,16.71,3,133,81,-9999,44,13.7,-9999,284,8,78.18
607061200,16.71,3,338,81,-9999,42,13.7,-9999,12,8,82.57
607061300,16.71,4,288,81,-9999,41,13.7,-9999,3,8,82.48
607061400,16.71,2,358,83,-9999,38,13.7,-9999,3,7,77.58
607061500,16.71,2,10,84,-9999,36,13.7,-9999,24,7,67.6
607061600,16.71,1,271,85,-9999,35,13.7,-9999,22,6,52.21
607061700,16.71,3,281,80,-9999,40,13.7,-9999,289,6,35.78
607061800,16.71,2,274,74,-9999,47,13.2,-9999,300,6,20.04
607061900,16.71,2,264,65,-9999,61,12.9,-9999,280,5,5.075
607062000,16.71,0,205,61,-9999,67,12.8,-9999,246,5,0
607062100,16.71,0,199,60,-9999,64,12.8,-9999,304,5,0
607062200,16.71,0,260,61,-9999,64,12.7,-9999,227,5,0
607062300,16.71,0,45,58,-9999,67,12.7,-9999,284,4,0
607070000,16.71,0,51,57,-9999,70,12.7,-9999,62,0,0
607070100,16.71,0,245,56,-9999,73,12.7,-9999,241,0,0
607070200,16.71,0,196,55,-9999,75,12.7,-9999,274,3,0
607070300,16.71,0,219,54,-9999,80,12.6,-9999,219,0,0
607070400,16.71,0,36,54,-9999,84,12.6,-9999,85,0,0
607070500,16.71,0,56,53,-9999,85,12.6,-9999,76,0,0
607070600,16.71,0,298,62,-9999,71,12.8,-9999,290,4,1.462
607070700,16.71,0,327,74,-9999,54,13.3,-9999,334,0,8.085
607070800,16.71,0,116,83,-9999,43,13.8,-9999,97,3,15.05
607070900,16.71,2,263,82,-9999,44,13.7,-9999,127,7,53.93
607071000,16.71,2,133,83,-9999,45,13.7,-9999,149,9,69.93
607071100,16.71,3,341,85,-9999,41,13.7,-9999,224,7,79.04
607071200,16.71,2,178,83,-9999,46,13.7,-9999,150,10,82.57
607071300,16.71,2,55,85,-9999,39,13.7,-9999,128,8,82.83
607071400,16.71,4,270,85,-9999,37,13.6,-9999,300,7,78.1
607071500,16.71,3,275,87,-9999,33,13.6,-9999,295,7,67.95
607071600,16.71,2,283,88,-9999,33,13.6,-9999,292,6,29.85
607071700,16.71,3,282,81,-9999,40,13.7,-9999,291,6,29.85
607071800,16.71,3,283,74,-9999,52,13.2,-9999,306,5,20.81
607071900,16.71,0,268,65,-9999,67,12.9,-9999,318,5,5.247
607072000,16.71,0,80,62,-9999,73,12.8,-9999,80,0,0
607072100,16.71,0,265,60,-9999,72,12.8,-9999,289,0,0
607072200,16.71,0,108,59,-9999,79,12.7,-9999,133,0,0
607072300,16.71,0,163,58,-9999,80,12.7,-9999,269,3,0
607080000,16.71,0,278,57,-9999,89,12.7,-9999,127,4,0
607080100,16.71,0,305,55,-9999,91,12.7,-9999,301,3,0
607080200,16.71,0,111,55,-9999,93,12.7,-9999,120,0,0
607080300,16.71,2,270,55,-9999,93,12.6,-9999,276,4,0
607080400,16.71,0,113,53,-9999,94,12.6,-9999,282,4,0
607080500,16.71,0,278,52,-9999,95,12.6,-9999,266,0,0
607080600,16.71,0,14,60,-9999,89,12.8,-9999,339,0,2.838
607080700,16.71,0,71,73,-9999,57,13.4,-9999,56,2,17.89
607080800,16.71,7,71,76,-9999,52,13.8,-9999,75,10,38.71
607080900,16.71,2,69,83,-9999,47,13.8,-9999,71,11,50.75
607081000,16.71,1,358,83,-9999,48,13.7,-9999,61,10,57.2
