time,precip_in,wind_speed_mpg,wind_dir_deg,temp_avg_F,fuel_temp_F,rel_humid,batt_v,perc_fuel_moisture,gust_max_dir,gust_max_speed,solar_rad
312190700,19.95,1,8,40,36,32,-9999,9,288,6,
312190800,19.95,2,108,46,47,38,-9999,9,259,7,-9999
312190900,19.95,0,140,57,67,32,11.6,9,202,5,-9999
312191000,19.95,2,35,65,82,24,11.9,8,87,11,-9999
312191100,19.95,3,79,64,76,16,11.7,7,101,7,-9999
312191200,19.95,4,213,67,79,10,12.2,6,102,7,-9999
312201000,20.15,2,271,54,62,84,11.2,26,301,4,-9999
312201100,20.15,4,83,54,60,79,11.2,26,77,10,-9999
312201200,20.15,2,85,54,58,77,11,26,116,7,-9999
312201300,20.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312201400,20.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312210700,20.19,1,269,46,45,87,-9999,27,278,2,-9999
312210800,20.19,1,93,48,52,87,-9999,26,306,2,-9999
312210900,20.19,0,94,57,65,87,13.5,26,162,2,-9999
312211600,20.19,4,249,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312211700,20.19,1,151,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312211800,20.19,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312220700,20.19,0,139,41,38,87,-9999,27,90,1,-9999
312220800,20.2,0,296,45,47,88,-9999,26,126,0,-9999
312220900,20.2,0,111,53,61,87,13.4,26,54,0,-9999
312221000,20.2,3,110,57,65,86,12.5,26,99,5,-9999
312221100,20.2,2,149,62,66,55,11.7,26,63,6,-9999
312221200,20.2,5,112,62,64,47,11.7,26,79,9,-9999
312260700,22.35,6,315,55,29,73,-9999,27,318,18,-9999
312260800,22.35,7,337,49,43,62,-9999,27,314,26,-9999
312260900,22.35,7,333,53,55,54,11.8,26,281,23,-9999
312261000,22.35,12,310,52,57,50,11.8,26,291,25,-9999
312261100,22.35,11,305,52,61,48,12.4,26,288,26,-9999
312261200,22.35,12,307,53,62,45,12.5,26,305,29,-9999
312261300,22.35,13,305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312261400,22.35,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312261500,22.35,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312270700,22.35,6,306,46,42,52,-9999,20,311,15,-9999
312270800,22.35,7,303,48,45,50,-9999,20,291,13,-9999
312270900,22.35,3,231,54,61,42,13.6,22,294,13,-9999
312271000,22.35,4,60,57,72,35,13.1,17,86,9,-9999
312271100,22.35,3,21,58,76,25,12.3,12,348,10,-9999
312271200,22.35,4,119,58,70,22,11.9,11,111,9,-9999
312271900,22.35,1,295,38,35,75,-9999,-9999,-9999,-9999,-9999
312272000,22.35,1,116,38,34,78,-9999,-9999,-9999,-9999,-9999
312272100,22.35,1,310,37,34,72,-9999,-9999,-9999,-9999,-9999
312280700,22.35,0,31,31,28,79,-9999,24,114,2,-9999
312280800,22.35,2,285,35,32,77,-9999,24,256,4,-9999
312280900,22.35,1,162,54,58,47,13.8,26,242,4,-9999
312281000,22.35,2,137,58,70,31,13.1,22,86,5,-9999
312281100,22.35,4,48,56,75,29,12.2,14,57,10,-9999
312281200,22.35,4,25,57,73,25,12.1,12,74,9,-9999
312290700,22.35,1,247,36,37,80,-9999,24,116,5,-9999
312290800,22.35,1,285,40,42,78,-9999,25,269,5,-9999
312290900,22.35,1,108,45,50,75,11.1,25,247,2,-9999
312291000,22.35,2,68,53,60,64,13.4,26,115,5,-9999
312291100,22.35,3,91,53,61,60,11.8,20,104,10,-9999
312291200,22.35,5,75,52,60,63,11.7,16,173,10,-9999
312291300,22.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312291400,22.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312300700,22.37,6,98,50,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312300800,22.37,8,93,52,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312300900,22.37,9,97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312301300,22.37,8,104,56,63,42,13.5,14,88,17,-9999
312301400,22.37,8,90,58,66,43,12.4,14,100,16,-9999
312301500,22.37,8,109,55,58,41,11.3,11,113,15,-9999
312310700,22.37,3,291,40,36,72,-9999,20,290,5,-9999
312310800,22.37,1,274,42,40,74,-9999,23,284,5,-9999
312310900,22.37,2,247,57,62,47,13.6,23,251,4,-9999
312311000,22.37,1,135,65,75,30,12.8,16,220,2,-9999
312311100,22.37,4,213,62,75,28,12.2,11,200,8,-9999
312311200,22.37,3,197,63,74,28,12.1,11,179,7,-9999
401021000,22.95,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401021100,22.95,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401021200,22.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401021300,22.95,1,320,57,63,-9999,-9999,-9999,-9999,-9999,-9999
401021400,22.95,5,284,57,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401021500,22.95,5,289,55,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401030700,22.96,7,305,45,39,57,-9999,27,321,19,-9999
401030800,22.96,6,323,46,41,53,-9999,27,285,16,-9999
401030900,22.96,7,322,52,54,47,13.7,26,311,20,-9999
401031000,22.96,6,318,53,61,41,12.3,26,291,16,-9999
401031100,22.96,6,330,55,68,36,12.3,25,333,13,-9999
401031200,22.96,6,318,56,67,39,12.2,25,354,17,-9999
401032200,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401032300,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401040000,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401040400,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401040500,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401040700,22.96,2,298,43,35,45,-9999,17,1,6,-9999
401040800,22.96,0,271,41,36,47,-9999,19,278,3,-9999
401040900,22.96,1,98,57,64,28,13.9,20,146,3,-9999
401041000,22.96,2,83,60,74,24,12.6,16,143,5,-9999
401041100,22.96,2,208,58,75,30,12.3,12,79,7,-9999
401041200,22.96,2,14,61,74,30,12.2,10,114,6,-9999
401041300,22.96,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401041400,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401041500,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401041900,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401042000,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401042200,22.96,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401042300,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401050000,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401050700,22.96,8,48,50,45,27,-9999,14,85,16,-9999
401050800,22.96,11,21,52,51,25,11,14,12,25,-9999
401050900,22.96,8,26,53,56,25,11.6,13,56,27,-9999
401051000,22.96,8,21,56,68,21,14,12,73,18,-9999
401051100,22.96,7,8,57,72,17,13.1,11,6,20,-9999
401051200,22.96,8,7,58,70,16,12.4,10,22,22,-9999
401051300,22.96,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401051400,22.96,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401051500,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401060700,22.96,3,192,51,47,25,-9999,11,155,6,-9999
401060800,22.96,2,315,48,44,29,-9999,11,185,6,-9999
401060900,22.96,3,344,55,57,21,11.9,12,314,8,-9999
401061000,22.96,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061100,22.96,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061200,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061600,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061700,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061800,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401061900,22.96,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401062000,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401062100,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401070700,22.96,1,320,38,33,66,-9999,16,79,2,-9999
401070800,22.96,0,20,40,38,62,-9999,17,97,2,-9999
401070900,22.96,0,354,58,63,36,13.8,18,76,3,-9999
401071000,22.96,4,42,62,75,26,13.6,14,21,7,-9999
401071100,22.96,3,183,61,70,27,12.7,11,7,8,-9999
401071200,22.96,2,335,65,76,30,12.2,9,45,8,-9999
401071300,22.96,3,72,64,72,17,12,9,172,6,-9999
401071400,22.96,2,177,65,73,32,12.2,9,72,5,-9999
401071500,22.96,1,145,65,66,34,11.7,9,147,4,-9999
401071900,22.96,0,80,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401072000,22.96,1,36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401072100,22.96,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401072200,22.96,0,246,40,36,63,-9999,-9999,-9999,-9999,-9999
401072300,22.96,1,86,38,35,62,-9999,-9999,-9999,-9999,-9999
401080000,22.96,1,63,38,34,61,-9999,-9999,-9999,-9999,-9999
401080400,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401080500,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401080600,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401080700,22.96,1,115,40,35,53,-9999,20,118,3,-9999
401080800,22.96,0,329,43,40,52,-9999,21,154,3,-9999
401080900,22.96,0,351,60,62,30,14,20,91,3,-9999
401081000,22.96,3,41,64,78,31,13.5,15,115,4,-9999
401081100,22.96,4,158,64,79,25,12.4,10,69,10,-9999
401081200,22.96,3,125,67,78,23,12.3,9,178,7,-9999
401081300,22.96,1,37,68,80,20,12.2,9,221,8,-9999
401081400,22.96,2,163,66,75,25,12.2,8,76,5,-9999
401081500,22.96,2,35,63,66,44,12,8,61,4,-9999
401081900,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401082000,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401090700,22.96,1,19,39,37,71,-9999,22,272,2,-9999
401090800,22.96,1,214,45,45,62,-9999,23,111,3,-9999
401090900,22.96,0,124,53,56,58,12.5,24,101,2,-9999
401091000,22.96,1,128,64,70,38,13.2,21,48,2,-9999
401091100,22.96,2,275,64,75,57,13.9,16,93,5,-9999
401091200,22.96,3,36,65,79,55,12.6,12,64,8,-9999
401091300,22.96,2,55,62,72,54,12,11,90,7,-9999
401091400,22.96,3,72,59,68,64,11.9,11,90,10,-9999
401091500,22.96,1,258,62,66,61,12,12,70,6,-9999
401091900,22.96,3,224,50,45,-9999,-9999,-9999,-9999,-9999,-9999
401092000,22.96,3,262,48,44,-9999,-9999,-9999,-9999,-9999,-9999
401092100,22.96,0,36,44,41,-9999,-9999,-9999,-9999,-9999,-9999
401092200,22.96,0,239,44,40,77,-9999,-9999,-9999,-9999,-9999
401092300,22.96,1,168,42,39,-9999,-9999,-9999,-9999,-9999,-9999
401100000,22.96,0,7,42,39,-9999,-9999,-9999,-9999,-9999,-9999
401100700,22.96,0,278,42,38,72,-9999,24,273,2,-9999
401100800,22.96,1,285,46,43,68,-9999,25,236,4,-9999
401100900,22.96,1,258,63,64,48,13.9,25,242,4,-9999
401101000,22.96,2,252,71,79,27,13.4,19,277,5,-9999
401101100,22.96,3,263,73,87,22,12.6,10,37,7,-9999
401101200,22.96,3,257,76,88,22,12.3,9,22,5,-9999
401101300,22.96,3,257,72,88,28,12.1,9,39,6,-9999
401101400,22.96,3,325,68,84,37,12.1,8,108,6,-9999
401101500,22.96,1,190,68,70,39,12,9,63,5,-9999
401110700,22.96,1,2,43,39,75,-9999,22,279,3,-9999
401110800,22.96,1,84,46,44,73,-9999,23,1,3,-9999
401110900,22.96,4,345,59,65,54,13.9,23,191,6,-9999
401111000,22.96,1,280,68,78,36,13.4,17,183,5,-9999
401111100,22.96,2,306,70,84,31,12.4,11,3,4,-9999
401111200,22.96,2,45,73,85,25,12.3,10,104,7,-9999
401111300,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401111400,22.96,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401111500,22.96,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401111900,22.96,0,287,46,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401112000,22.96,0,0,43,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401112100,22.96,0,356,42,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401121000,22.96,4,111,53,56,73,11.4,20,88,9,-9999
401121100,22.96,3,131,54,61,71,11.7,18,106,9,-9999
401121200,22.96,4,80,58,70,60,13.5,17,142,7,-9999
401121300,22.96,6,98,58,69,61,12.4,12,131,10,-9999
401121400,22.96,4,115,58,68,63,12.6,11,49,12,-9999
401121500,22.96,6,58,56,60,64,12.1,11,14,9,-9999
401130700,22.96,0,274,40,38,87,-9999,25,301,2,-9999
401130800,22.96,0,269,43,42,88,-9999,26,0,1,-9999
401130900,22.96,1,317,53,61,87,13.8,26,269,2,-9999
401131000,22.96,0,241,68,76,53,13.4,22,44,3,-9999
401131100,22.96,4,112,70,84,29,12.4,12,61,8,-9999
401131200,22.96,3,199,73,82,26,12.3,10,108,7,-9999
401131300,22.96,3,266,68,84,45,12.2,9,222,6,-9999
401131400,22.96,3,269,64,80,54,12.2,9,252,6,-9999
401131500,22.96,2,249,62,68,58,12,9,50,5,-9999
401140700,22.96,2,298,48,42,63,-9999,22,287,7,-9999
401140800,22.96,1,356,49,46,67,-9999,24,158,4,-9999
401140900,22.96,3,283,62,66,46,13.8,24,3,5,-9999
401141000,22.96,2,323,66,76,37,13.4,17,276,5,-9999
401141100,22.96,2,298,70,85,33,12.4,12,44,5,-9999
401141200,22.96,2,273,76,88,26,12.3,10,259,5,-9999
401150700,22.96,6,35,59,51,38,-9999,10,4,17,-9999
401150800,22.96,5,359,61,56,32,-9999,11,250,14,-9999
401150900,22.96,5,51,67,76,31,13.4,11,57,12,-9999
401151000,22.96,9,37,66,83,31,12.4,9,96,13,-9999
401151100,22.96,4,30,68,87,32,12.3,8,38,11,-9999
401151200,22.96,3,55,71,85,26,12.2,8,16,9,-9999
401151300,22.96,3,48,71,84,28,12.2,7,47,8,-9999
401151400,22.96,2,13,74,82,25,12.2,7,97,8,-9999
401151500,22.96,2,218,71,73,31,12,8,72,8,-9999
401160700,22.96,1,123,43,41,86,-9999,20,287,6,-9999
401160800,22.96,0,237,44,48,86,-9999,21,283,3,-9999
401160900,22.96,0,156,58,64,82,13.9,24,88,2,-9999
401161000,22.96,3,191,62,72,59,13.7,19,137,8,-9999
401161100,22.96,3,151,62,78,62,12.7,14,144,7,-9999
401161200,22.96,3,99,60,72,63,12.4,12,134,10,-9999
401161300,22.96,2,70,62,76,62,12.3,11,108,8,-9999
401161400,22.96,3,47,62,75,58,12.3,10,86,8,-9999
401161500,22.96,2,61,62,67,59,12.1,10,44,7,-9999
401170700,22.96,2,11,47,49,87,-9999,24,182,9,-9999
401170800,22.96,0,41,48,52,87,-9999,25,139,8,-9999
401170900,22.96,1,237,50,56,87,11.4,26,222,2,-9999
401171000,22.96,1,116,58,69,82,14,24,187,4,-9999
401171100,22.96,3,203,61,76,58,12.5,14,215,7,-9999
401171200,22.96,2,236,64,78,54,12.3,12,235,6,-9999
401171300,22.96,3,20,64,78,56,12.3,11,237,7,-9999
401171400,22.96,3,42,61,73,61,12.2,10,86,8,-9999
401171500,22.96,2,183,62,66,58,12.1,10,99,6,-9999
401181000,22.96,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401181100,22.96,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401181200,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401181300,22.96,3,161,55,60,63,11.3,17,122,-9999,-9999
401181400,22.96,3,155,55,60,65,11.4,16,154,-9999,-9999
401181500,22.96,2,85,56,62,63,11.7,15,-9999,-9999,-9999
401190700,22.96,0,307,40,37,87,-9999,25,107,2,-9999
401190800,22.96,0,106,45,47,87,-9999,26,113,3,-9999
401190900,22.96,0,95,52,61,87,13.8,26,274,2,-9999
401191000,22.96,1,319,60,70,77,13.8,22,94,3,-9999
401191100,22.96,3,310,64,80,55,12.5,15,231,6,-9999
401191200,22.96,2,157,64,76,54,12.3,12,23,8,-9999
401191300,22.96,2,61,65,77,50,12.3,11,154,8,-9999
401191400,22.96,3,222,65,76,47,12.2,10,241,5,-9999
401191500,22.96,3,260,61,68,55,12,10,269,8,-9999
401200700,22.96,1,288,41,42,87,-9999,23,144,2,-9999
401200800,22.96,2,97,43,44,87,-9999,24,110,3,-9999
401200900,22.96,0,160,51,57,87,14,26,115,3,-9999
401201000,22.96,0,300,52,56,83,11.4,-9999,-9999,-9999,-9999
401201100,22.96,3,106,54,58,66,11.3,-9999,-9999,-9999,-9999
401201200,22.96,3,244,54,57,67,11.1,-9999,-9999,-9999,-9999
401201300,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401201400,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401201500,22.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
401210700,22.96,1,151,44,40,72,-9999,25,115,9,-9999
401210800,22.96,1,284,46,43,73,-9999,26,35,4,-9999
401210900,22.96,5,68,59,62,43,13.8,26,106,13,-9999
401211000,22.96,5,76,63,73,34,13.5,21,92,11,-9999
401211100,22.96,3,26,65,81,30,12.4,12,80,8,-9999
401211200,22.96,5,104,65,77,21,12.2,10,103,10,-9999
401211300,22.96,3,86,66,77,22,12.2,9,86,13,-9999
401211400,22.96,4,87,65,75,19,12.1,8,63,10,-9999
401211500,22.96,2,223,69,69,18,12.1,8,90,5,-9999
401220700,22.96,0,41,38,33,63,-9999,18,256,4,-9999
401220800,22.96,1,94,43,39,61,-9999,19,83,4,-9999
401220900,22.96,3,94,60,62,29,14,22,129,6,-9999
401221000,22.96,3,61,67,80,16,13.3,14,74,8,-9999
401221100,22.96,4,38,67,85,12,12.4,10,67,11,-9999
401221200,22.96,2,292,71,84,18,12.3,8,18,8,-9999
401221300,22.96,4,221,66,79,24,12.2,8,220,12,-9999
401221400,22.96,2,13,72,80,19,12.2,7,210,5,-9999
401221500,22.96,1,131,71,70,20,12.1,7,34,5,-9999
401230700,22.96,1,175,39,32,49,-9999,16,139,2,-9999
401230800,22.96,0,109,43,38,46,-9999,16,47,3,-9999
401230900,22.96,1,105,58,63,30,14.1,18,105,3,-9999
401231000,22.96,2,348,68,78,19,13.5,12,3,5,-9999
401231100,22.96,3,243,68,87,24,12.4,9,275,5,-9999
401231200,22.96,4,172,73,84,8,12.3,8,240,9,-9999
401231300,22.96,3,149,71,83,13,12.2,7,189,9,-9999
401231400,22.96,3,142,69,79,14,12.1,6,111,7,-9999
401231500,22.96,2,326,67,72,31,12.1,6,160,7,-9999
401240700,22.96,3,307,45,43,75,-9999,21,1,8,-9999
401240800,22.96,2,269,47,49,77,-9999,24,62,4,-9999
401240900,22.96,1,50,53,59,68,12.2,26,87,3,-9999
401241000,22.96,3,84,52,57,63,-9999,-9999,-9999,-9999,-9999
401241100,22.96,1,113,55,61,59,-9999,-9999,-9999,-9999,-9999
401241200,22.96,2,62,56,65,61,-9999,-9999,-9999,-9999,-9999
401250700,22.97,4,322,50,43,55,-9999,26,177,23,-9999
401250800,22.97,10,267,51,47,59,-9999,26,10,21,-9999
401250900,22.97,10,275,54,60,56,13.8,26,107,21,-9999
401251000,22.97,10,281,55,69,54,12.8,25,245,22,-9999
401251100,22.97,12,295,55,74,54,12.3,15,290,22,-9999
401251200,22.97,6,308,60,76,44,12.3,14,306,18,-9999
401251300,22.97,6,287,61,80,37,12.2,11,307,12,-9999
401251400,22.97,3,39,63,76,32,12.2,10,312,12,-9999
401251500,22.97,9,287,60,68,42,12.2,9,283,13,-9999
401260700,22.97,1,118,35,33,86,-9999,22,257,2,-9999
401260800,22.97,1,130,40,39,86,-9999,24,100,3,-9999
401260900,22.97,1,90,54,59,68,14,25,112,3,-9999
401261000,22.97,3,85,60,71,55,12.2,23,124,8,-9999
401261100,22.97,5,131,60,77,51,12.4,14,76,8,-9999
401261200,22.97,4,133,61,75,50,12.3,11,126,8,-9999
401261300,22.97,3,262,63,78,50,12.2,10,150,8,-9999
401261400,22.97,3,170,62,73,49,12.2,10,125,11,-9999
401261500,22.97,3,157,61,64,53,12,10,162,6,-9999
401270700,22.97,1,153,39,38,85,-9999,24,1,2,-9999
401270800,22.97,1,105,45,44,84,-9999,24,102,3,-9999
401270900,22.97,0,318,59,58,49,13.3,25,135,2,-9999
401271000,22.97,3,103,65,76,33,12.4,16,108,5,-9999
401271100,22.97,3,233,64,80,41,12.4,11,210,8,-9999
401271200,22.97,5,238,66,81,40,12.3,11,86,9,-9999
401280700,22.98,0,357,44,40,84,-9999,27,266,2,-9999
401280800,22.98,0,198,51,45,85,-9999,27,108,3,-9999
401280900,22.98,1,120,60,64,66,13.8,26,120,3,-9999
401281000,22.98,3,65,61,72,61,12.7,25,74,8,-9999
401281100,22.98,3,44,64,75,53,12.3,22,90,7,-9999
401281200,22.98,3,58,66,78,46,12.3,23,98,7,-9999
401290700,22.98,1,277,40,36,84,-9999,24,102,2,-9999
401290800,22.98,1,106,48,41,78,-9999,23,108,3,-9999
401290900,22.98,0,359,61,60,50,13.9,25,97,3,-9999
401291000,22.98,1,265,69,76,29,13.4,20,105,2,-9999
401291100,22.98,3,212,67,83,32,12.3,12,223,7,-9999
401291200,22.98,2,193,69,83,32,12.3,10,243,7,-9999
401291300,22.99,3,167,69,82,33,12.2,10,205,7,-9999
401291400,22.99,3,191,68,79,34,12.1,9,213,8,-9999
401291500,22.99,2,170,68,70,33,12.1,9,9,7,-9999
401300700,22.99,2,257,42,38,87,-9999,22,261,7,-9999
401300800,22.99,1,86,49,46,87,-9999,22,245,7,-9999
401300900,22.99,1,301,59,62,79,13.9,24,216,2,-9999
401301000,22.99,3,97,63,76,52,13.3,22,121,5,-9999
401301100,22.99,3,75,64,86,54,12.4,12,78,8,-9999
401301200,22.99,2,104,65,81,48,12.3,10,32,6,-9999
401301300,22.99,4,74,65,80,47,12.2,10,62,8,-9999
401301400,22.99,3,213,65,77,53,12.2,10,168,8,-9999
401301500,22.99,8,238,64,71,45,12.1,9,72,15,-9999
401310700,22.99,9,289,47,42,67,-9999,20,304,19,-9999
401310800,22.99,10,291,50,46,59,-9999,20,295,20,-9999
401310900,22.99,11,289,52,62,52,13.9,23,279,20,-9999
401311000,22.99,11,290,54,70,44,12.5,15,262,20,-9999
401311100,22.99,11,304,56,76,44,12.3,11,290,22,-9999
401311200,22.99,14,295,56,73,41,12.2,10,270,26,-9999
401311300,22.99,11,294,57,74,36,12.2,9,296,26,-9999
401311400,22.99,10,301,58,73,38,12.2,9,303,25,-9999
401311500,22.99,9,291,57,66,39,12.2,9,290,23,-9999
402010700,22.99,1,149,35,32,64,-9999,14,116,3,-9999
402010800,22.99,0,109,47,37,49,-9999,15,130,2,-9999
402010900,22.99,1,251,59,63,32,14,17,95,2,-9999
402011000,22.99,3,51,61,79,28,13.1,12,58,8,-9999
402011100,22.99,3,148,62,82,28,12.4,10,234,7,-9999
402011200,22.99,3,74,62,80,30,12.3,8,93,8,-9999
402011300,22.99,3,34,63,80,28,12.2,8,60,9,-9999
402011400,22.99,3,139,62,74,29,12.2,8,38,8,-9999
402011500,22.99,1,120,64,67,29,12.2,8,166,7,-9999
402020700,22.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
402020800,22.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
402030700,23.89,8,295,47,45,78,-9999,27,325,18,-9999
402030800,23.89,8,298,51,47,69,-9999,26,301,20,-9999
402030900,23.89,7,296,54,59,60,13.8,26,282,22,-9999
402031000,23.89,11,292,54,61,56,13.1,26,313,25,-9999
402031100,23.89,10,301,56,64,54,12.3,26,292,27,-9999
402031200,23.89,11,312,56,65,55,11.9,26,294,28,-9999
402031300,23.89,8,305,57,67,55,12.3,25,317,26,-9999
402031400,23.89,14,286,55,64,53,12.2,26,286,27,-9999
402031500,23.89,14,296,55,60,50,12.2,21,287,28,-9999
402040700,23.89,7,279,50,45,57,-9999,23,300,20,-9999
402040800,23.89,9,292,53,48,56,-9999,24,291,18,-9999
402040900,23.89,8,315,55,63,51,13.8,24,291,19,-9999
402041000,23.89,7,317,58,74,47,12.4,17,338,25,-9999
402041100,23.89,10,286,58,78,44,12.3,15,277,19,-9999
402041200,23.89,9,293,59,79,42,12.2,12,283,19,-9999
402041300,23.89,12,292,59,76,43,12.2,11,291,23,-9999
402041400,23.89,7,289,60,74,42,12.1,11,310,24,-9999
402041500,23.89,8,312,61,68,37,12.2,11,297,20,-9999
402050700,23.89,1,330,40,36,68,-9999,22,285,6,-9999
402050800,23.89,0,344,52,40,50,-9999,22,270,4,-9999
402050900,23.89,1,256,63,62,35,14,23,279,2,-9999
402051000,23.89,3,230,66,77,25,12.6,16,228,7,-9999
402051100,23.89,7,299,62,84,32,12.3,12,304,14,-9999
402051200,23.89,4,237,66,82,18,12.3,10,213,14,-9999
402051300,23.89,4,119,64,79,38,12.2,10,123,10,-9999
402051400,23.89,3,161,63,74,40,12.2,10,150,8,-9999
402051500,23.89,3,115,62,66,42,12.1,10,98,9,-9999
402060700,23.89,4,98,52,45,25,-9999,12,32,7,-9999
402060800,23.89,5,55,58,50,19,-9999,11,98,10,-9999
402060900,23.89,6,58,59,70,24,13.5,12,88,13,-9999
402061000,23.89,4,43,62,82,24,12.6,11,0,12,-9999
402061100,23.89,3,23,65,86,19,12.3,10,3,8,-9999
402061200,23.89,4,356,67,84,15,12.3,9,344,11,-9999
402061300,23.89,3,27,67,83,16,12.2,9,6,8,-9999
402061400,23.89,3,192,67,78,20,12.2,8,255,9,-9999
402061500,23.89,3,174,68,69,16,12.1,9,173,9,-9999
402070700,23.89,1,281,47,40,51,-9999,16,191,5,-9999
402070800,23.89,3,25,59,47,31,-9999,16,31,9,-9999
402070900,23.89,4,30,64,71,26,13.9,17,30,13,-9999
402071000,23.89,3,19,67,85,24,12.5,12,11,9,-9999
402071100,23.89,4,33,67,89,20,12.3,10,306,11,-9999
402071200,23.89,5,272,67,88,22,12.2,9,316,13,-9999
402071300,23.89,10,294,65,84,23,12.2,9,304,17,-9999
402071400,23.89,9,288,65,80,29,12.1,9,296,18,-9999
402071500,23.89,6,295,66,72,27,12.2,9,289,17,-9999
