,time,Temp,RH,WindSpd,Par,Pyran_Avg,Rain,Fog,net_rad
0,2005-09-15 15:15:00,15.98,74.25,2.309,1132.0,,,,
1,2005-09-15 15:30:00,15.55,75.94,2.649,1062.0,,,,
2,2005-09-15 15:45:00,15.27,77.03,2.896,958.0,,,,
3,2005-09-15 16:00:00,14.84,78.88,3.144,851.0,,,,
4,2005-09-15 16:15:00,14.11,81.7,3.279,715.4,,,,
5,2005-09-15 16:30:00,12.69,87.8,3.108,421.4,,,,
6,2005-09-15 16:45:00,12.46,89.7,2.723,419.6,,,,
7,2005-09-15 17:00:00,12.9,87.9,2.633,397.5,,,,
8,2005-09-15 17:15:00,11.89,92.0,3.02,139.4,,,,
9,2005-09-15 17:30:00,11.19,95.3,3.151,60.64,,,,
10,2005-09-15 17:45:00,10.99,96.7,3.595,26.82,,,,
11,2005-09-15 18:00:00,10.87,97.5,3.893,12.79,,,,
12,2005-09-15 18:15:00,10.89,97.9,4.002,3.268,,,,
13,2005-09-15 18:30:00,10.88,98.1,3.914,0.323,,,,
14,2005-09-15 18:45:00,10.87,98.3,3.94,0.061,,,,
15,2005-09-15 19:00:00,10.87,98.3,3.737,0.061,,,,
16,2005-09-15 19:15:00,10.85,98.3,3.438,0.0,,,,
17,2005-09-15 19:30:00,10.89,98.3,3.218,0.0,,,,
18,2005-09-15 19:45:00,10.8,98.2,4.061,0.0,,,,
19,2005-09-15 20:00:00,10.65,97.8,3.245,0.0,,,,
20,2005-09-15 20:15:00,10.6,97.4,3.085,0.0,,,,
21,2005-09-15 20:30:00,10.62,97.3,2.573,0.0,,,,
22,2005-09-15 20:45:00,10.6,97.4,2.652,0.02,,,,
23,2005-09-15 21:00:00,10.6,97.5,2.798,0.02,,,,
24,2005-09-15 21:15:00,10.56,97.5,2.511,0.0,,,,
25,2005-09-15 21:30:00,10.49,97.6,2.287,0.0,,,,
26,2005-09-15 21:45:00,10.41,97.7,2.354,0.0,,,,
27,2005-09-15 22:00:00,10.35,97.8,2.824,0.0,,,,
28,2005-09-15 22:15:00,10.25,97.9,2.935,0.0,,,,
29,2005-09-15 22:30:00,10.28,97.9,2.986,0.0,,,,
30,2005-09-15 22:45:00,10.29,98.0,2.643,0.0,,,,
31,2005-09-15 23:00:00,10.2,98.0,2.303,0.0,,,,
32,2005-09-15 23:15:00,10.17,98.1,2.711,0.0,,,,
33,2005-09-15 23:30:00,10.14,98.2,2.566,0.0,,,,
34,2005-09-15 23:45:00,10.15,98.1,2.606,0.0,,,,
35,2005-09-16 00:00:00,10.2,98.1,2.614,0.0,,,,
36,2005-09-16 00:15:00,10.26,98.1,2.82,0.0,,,,
37,2005-09-16 00:30:00,10.23,98.0,2.841,0.0,,,,
38,2005-09-16 00:45:00,10.18,97.8,2.7,0.0,,,,
39,2005-09-16 01:00:00,10.18,97.6,2.714,0.0,,,,
40,2005-09-16 01:15:00,10.17,97.5,2.53,0.0,,,,
41,2005-09-16 01:30:00,10.14,97.5,2.317,0.0,,,,
42,2005-09-16 01:45:00,10.17,97.5,2.259,0.0,,,,
43,2005-09-16 02:00:00,10.13,97.4,1.723,0.0,,,,
44,2005-09-16 02:15:00,10.16,97.4,1.454,0.0,,,,
45,2005-09-16 02:30:00,10.21,97.6,1.932,0.0,,,,
46,2005-09-16 02:45:00,10.16,97.8,1.711,0.0,,,,
47,2005-09-16 03:00:00,10.13,97.6,1.988,0.0,,,,
48,2005-09-16 03:15:00,10.09,97.5,1.454,0.0,,,,
49,2005-09-16 03:30:00,10.04,97.6,0.806,0.0,,,,
50,2005-09-16 03:45:00,10.15,97.8,0.758,0.0,,,,
51,2005-09-16 04:00:00,10.21,97.9,0.783,0.0,,,,
52,2005-09-16 04:15:00,10.24,97.9,0.706,0.0,,,,
53,2005-09-16 04:30:00,10.29,98.0,0.715,0.0,,,,
54,2005-09-16 04:45:00,10.36,98.1,0.77,0.0,,,,
55,2005-09-16 05:00:00,10.36,98.2,0.673,0.0,,,,
56,2005-09-16 05:15:00,10.32,98.2,0.843,0.0,,,,
57,2005-09-16 05:30:00,10.35,98.3,0.656,0.101,,,,
58,2005-09-16 05:45:00,10.45,98.3,0.441,1.554,,,,
59,2005-09-16 06:00:00,10.61,98.4,0.348,8.19,,,,
60,2005-09-16 06:15:00,10.77,98.4,0.179,13.88,,,,
61,2005-09-16 06:30:00,10.78,98.4,1.162,26.61,,,,
62,2005-09-16 06:45:00,10.57,98.4,1.313,38.4,,,,
63,2005-09-16 07:00:00,10.51,98.4,1.206,62.92,,,,
64,2005-09-16 07:15:00,10.52,98.4,1.064,95.5,,,,
65,2005-09-16 07:30:00,10.73,98.4,0.974,122.3,,,,
66,2005-09-16 07:45:00,10.9,98.3,1.043,134.6,,,,
67,2005-09-16 08:00:00,10.94,98.0,1.091,185.9,,,,
68,2005-09-16 08:15:00,11.2,97.4,1.049,230.9,,,,
69,2005-09-16 08:30:00,11.53,96.1,0.896,289.5,,,,
70,2005-09-16 08:45:00,12.33,93.7,1.018,730.8,,,,
71,2005-09-16 09:00:00,13.3,88.1,1.482,1023.0,,,,
72,2005-09-16 09:15:00,13.82,85.3,1.539,1358.0,,,,
73,2005-09-16 09:30:00,14.16,84.4,1.858,1383.0,,,,
74,2005-09-16 09:45:00,14.31,83.2,2.11,1468.0,,,,
75,2005-09-16 10:00:00,14.52,82.3,2.042,1525.0,,,,
76,2005-09-16 10:15:00,14.9,80.8,2.093,1589.0,,,,
77,2005-09-16 10:30:00,15.06,79.8,2.02,1645.0,,,,
78,2005-09-16 10:45:00,15.34,78.2,2.1,1692.0,,,,
79,2005-09-16 11:00:00,15.26,77.89,2.34,1731.0,,,,
80,2005-09-16 11:15:00,15.25,78.23,2.464,1763.0,,,,
81,2005-09-16 11:30:00,15.54,77.33,2.337,1784.0,,,,
82,2005-09-16 11:45:00,15.48,77.97,2.74,1794.0,,,,
83,2005-09-16 12:00:00,15.73,77.27,2.662,1803.0,,,,
84,2005-09-16 12:15:00,15.32,78.68,3.225,1794.0,,,,
85,2005-09-16 12:30:00,14.55,81.1,2.795,1344.0,,,,
86,2005-09-16 12:45:00,14.42,81.4,2.787,1455.0,,,,
87,2005-09-16 13:00:00,14.28,81.9,2.509,1471.0,,,,
88,2005-09-16 13:15:00,15.11,78.34,2.482,1711.0,,,,
89,2005-09-16 13:30:00,15.93,74.49,2.762,1667.0,,,,
90,2005-09-16 13:45:00,15.73,74.54,3.37,1613.0,,,,
91,2005-09-16 14:00:00,14.88,77.67,4.053,1558.0,,,,
92,2005-09-16 14:15:00,14.44,79.11,3.993,1445.0,,,,
93,2005-09-16 14:30:00,14.16,80.3,4.261,1430.0,,,,
94,2005-09-16 14:45:00,14.02,80.4,3.965,1341.0,,,,
95,2005-09-16 15:00:00,14.07,79.91,3.731,1253.0,,,,
96,2005-09-16 15:15:00,13.61,82.2,3.773,1126.0,,,,
97,2005-09-16 15:30:00,13.1,84.4,3.779,1014.0,,,,
98,2005-09-16 15:45:00,13.05,84.7,3.87,898.0,,,,
99,2005-09-16 16:00:00,13.11,84.1,4.141,852.0,,,,
100,2005-09-16 16:15:00,12.75,86.1,4.048,670.5,,,,
101,2005-09-16 16:30:00,11.91,90.5,4.409,352.5,,,,
102,2005-09-16 16:45:00,11.5,92.8,4.317,285.0,,,,
103,2005-09-16 17:00:00,11.35,93.8,4.055,197.5,,,,
104,2005-09-16 17:15:00,11.18,94.5,4.348,126.8,,,,
105,2005-09-16 17:30:00,11.12,95.2,4.471,112.4,,,,
106,2005-09-16 17:45:00,10.99,95.5,3.75,69.64,,,,
107,2005-09-16 18:00:00,10.8,96.0,3.562,30.93,,,,
108,2005-09-16 18:15:00,10.69,96.8,3.981,6.214,,,,
109,2005-09-16 18:30:00,10.56,97.3,4.0,0.565,,,,
110,2005-09-16 18:45:00,10.59,97.7,3.807,0.02,,,,
111,2005-09-16 19:00:00,10.63,98.0,3.73,0.0,,,,
112,2005-09-16 19:15:00,10.7,98.2,3.761,0.04,,,,
113,2005-09-16 19:30:00,10.72,98.3,3.775,0.0,,,,
114,2005-09-16 19:45:00,10.77,98.4,3.657,0.0,,,,
115,2005-09-16 20:00:00,10.73,98.5,3.24,0.0,,,,
116,2005-09-16 20:15:00,10.6,98.5,2.993,0.0,,,,
117,2005-09-16 20:30:00,10.59,98.6,2.556,0.0,,,,
118,2005-09-16 20:45:00,10.57,98.6,2.24,0.0,,,,
119,2005-09-16 21:00:00,10.56,98.6,2.205,0.0,,,,
120,2005-09-16 21:15:00,10.55,98.7,1.239,0.0,,,,
121,2005-09-16 21:30:00,10.59,98.7,0.831,0.0,,,,
122,2005-09-16 21:45:00,10.64,98.6,1.072,0.0,,,,
123,2005-09-16 22:00:00,10.64,98.5,0.7,0.0,,,,
124,2005-09-16 22:15:00,10.81,97.7,0.789,0.0,,,,
125,2005-09-16 22:30:00,11.02,96.3,0.553,0.0,,,,
126,2005-09-16 22:45:00,11.05,96.3,0.105,0.0,,,,
127,2005-09-16 23:00:00,11.97,91.9,0.192,0.666,,,,
128,2005-09-16 23:15:00,11.37,94.2,0.548,1.554,,,,
129,2005-09-16 23:30:00,13.43,82.4,0.451,1.372,,,,
130,2005-09-16 23:45:00,14.42,75.05,1.194,0.585,,,,
131,2005-09-17 00:00:00,15.33,69.72,1.126,0.323,,,,
132,2005-09-17 00:15:00,15.73,68.48,0.253,0.989,,,,
133,2005-09-17 00:30:00,15.97,66.49,0.593,0.888,,,,
134,2005-09-17 00:45:00,15.87,67.57,0.68,0.807,,,,
135,2005-09-17 01:00:00,16.12,66.58,0.874,0.525,,,,
136,2005-09-17 01:15:00,15.76,68.56,0.544,0.444,,,,
137,2005-09-17 01:30:00,15.76,69.16,0.722,0.182,,,,
138,2005-09-17 01:45:00,16.03,67.8,0.642,0.0,,,,
139,2005-09-17 02:00:00,15.5,69.26,0.615,0.0,,,,
140,2005-09-17 02:15:00,14.83,72.36,0.77,0.0,,,,
141,2005-09-17 02:30:00,14.28,76.12,0.669,0.0,,,,
142,2005-09-17 02:45:00,13.98,78.26,0.369,0.061,,,,
143,2005-09-17 03:00:00,13.64,80.2,0.321,0.161,,,,
144,2005-09-17 03:15:00,13.75,79.62,0.043,0.262,,,,
145,2005-09-17 03:30:00,14.61,73.96,0.565,0.101,,,,
146,2005-09-17 03:45:00,15.03,73.98,1.034,0.0,,,,
147,2005-09-17 04:00:00,15.0,76.57,1.304,0.0,,,,
148,2005-09-17 04:15:00,15.28,76.65,0.979,0.0,,,,
149,2005-09-17 04:30:00,14.88,77.84,0.362,0.0,,,,
150,2005-09-17 04:45:00,14.12,80.9,0.614,0.0,,,,
151,2005-09-17 05:00:00,14.21,81.1,0.837,0.0,,,,
152,2005-09-17 05:15:00,14.57,80.8,0.829,0.0,,,,
153,2005-09-17 05:30:00,14.33,80.3,0.627,0.202,,,,
154,2005-09-17 05:45:00,13.33,84.4,0.47,4.56,,,,
155,2005-09-17 06:00:00,13.18,83.4,0.082,25.99,,,,
156,2005-09-17 06:15:00,12.49,86.0,0.201,61.34,,,,
157,2005-09-17 06:30:00,12.59,84.3,0.444,92.6,,,,
158,2005-09-17 06:45:00,12.18,86.0,0.183,106.9,,,,
159,2005-09-17 07:00:00,11.6,91.9,0.532,158.6,,,,
160,2005-09-17 07:15:00,12.09,91.7,0.09,247.5,,,,
161,2005-09-17 07:30:00,14.63,79.0,0.085,326.5,,,,
162,2005-09-17 07:45:00,15.7,71.85,0.612,240.9,,,,
163,2005-09-17 08:00:00,16.1,70.2,0.898,410.5,,,,
164,2005-09-17 08:15:00,16.15,71.21,1.164,704.1,,,,
165,2005-09-17 08:30:00,15.61,77.24,1.257,936.0,,,,
166,2005-09-17 08:45:00,15.04,83.0,1.376,1121.0,,,,
167,2005-09-17 09:00:00,15.05,85.1,1.407,1274.0,,,,
168,2005-09-17 09:15:00,14.83,86.9,1.935,1174.0,,,,
169,2005-09-17 09:30:00,14.3,89.8,2.093,912.0,,,,
170,2005-09-17 09:45:00,13.61,93.4,2.127,985.0,,,,
171,2005-09-17 10:00:00,14.33,88.3,2.534,1470.0,,,,
172,2005-09-17 10:15:00,15.28,78.63,2.748,1656.0,,,,
173,2005-09-17 10:30:00,15.5,79.0,2.73,1849.0,,,,
174,2005-09-17 10:45:00,16.04,79.34,2.664,1510.0,,,,
175,2005-09-17 11:00:00,15.61,81.2,2.597,1839.0,,,,
176,2005-09-17 11:15:00,16.21,78.77,2.735,1839.0,,,,
177,2005-09-17 11:30:00,16.33,78.25,2.772,1775.0,,,,
178,2005-09-17 11:45:00,16.3,78.75,2.428,1836.0,,,,
179,2005-09-17 12:00:00,16.38,78.19,2.166,1840.0,,,,
180,2005-09-17 12:15:00,16.7,76.87,2.578,1940.0,,,,
181,2005-09-17 12:30:00,17.07,75.15,2.196,1968.0,,,,
182,2005-09-17 12:45:00,17.94,71.51,2.227,1825.0,,,,
183,2005-09-17 13:00:00,18.28,69.28,2.499,1698.0,,,,
184,2005-09-17 13:15:00,18.89,66.27,2.863,1945.0,,,,
185,2005-09-17 13:30:00,17.73,69.2,2.613,1032.0,,,,
186,2005-09-17 13:45:00,16.7,72.05,3.034,1031.0,,,,
187,2005-09-17 14:00:00,17.98,66.64,3.354,1581.0,,,,
188,2005-09-17 14:15:00,19.11,60.01,3.368,1408.0,,,,
189,2005-09-17 14:30:00,19.1,60.26,3.255,1412.0,,,,
190,2005-09-17 14:45:00,18.59,63.45,3.089,1311.0,,,,
191,2005-09-17 15:00:00,17.81,66.46,3.553,1258.0,,,,
192,2005-09-17 15:15:00,16.66,70.96,3.7,1162.0,,,,
193,2005-09-17 15:30:00,16.55,71.13,3.776,1061.0,,,,
194,2005-09-17 15:45:00,16.3,72.06,3.63,957.0,,,,
195,2005-09-17 16:00:00,15.7,74.65,3.612,850.0,,,,
196,2005-09-17 16:15:00,16.35,71.18,2.734,739.5,,,,
197,2005-09-17 16:30:00,16.7,69.19,3.095,625.4,,,,
198,2005-09-17 16:45:00,16.3,70.21,3.173,512.6,,,,
199,2005-09-17 17:00:00,15.62,72.77,3.105,400.9,,,,
200,2005-09-17 17:15:00,14.64,77.33,3.42,291.2,,,,
201,2005-09-17 17:30:00,13.84,81.1,2.89,189.4,,,,
202,2005-09-17 17:45:00,13.41,82.9,2.364,94.1,,,,
203,2005-09-17 18:00:00,12.43,88.4,2.354,34.86,,,,
204,2005-09-17 18:15:00,11.69,92.2,2.617,7.441,,,,
205,2005-09-17 18:30:00,11.34,94.0,3.067,0.666,,,,
206,2005-09-17 18:45:00,11.12,94.9,3.665,0.081,,,,
207,2005-09-17 19:00:00,10.99,95.4,3.713,0.04,,,,
208,2005-09-17 19:15:00,10.92,95.3,3.724,0.081,,,,
209,2005-09-17 19:30:00,10.82,95.9,3.5,0.081,,,,
210,2005-09-17 19:45:00,10.74,96.3,3.398,0.02,,,,
211,2005-09-17 20:00:00,10.69,97.0,3.129,0.0,,,,
212,2005-09-17 20:15:00,10.71,97.5,3.3,0.02,,,,
213,2005-09-17 20:30:00,10.73,97.8,3.006,0.02,,,,
214,2005-09-17 20:45:00,10.68,98.0,2.611,0.0,,,,
215,2005-09-17 21:00:00,10.67,98.2,2.59,0.0,,,,
216,2005-09-17 21:15:00,10.65,98.3,1.98,0.161,,,,
217,2005-09-17 21:30:00,10.67,98.3,1.908,0.545,,,,
218,2005-09-17 21:45:00,10.65,98.4,2.076,0.767,,,,
219,2005-09-17 22:00:00,10.63,98.4,2.148,1.049,,,,
220,2005-09-17 22:15:00,10.57,98.5,1.999,1.211,,,,
221,2005-09-17 22:30:00,10.58,98.5,1.758,2.038,,,,
222,2005-09-17 22:45:00,10.59,98.6,1.796,2.563,,,,
223,2005-09-17 23:00:00,10.63,98.6,1.614,2.563,,,,
224,2005-09-17 23:15:00,10.63,98.6,1.588,2.724,,,,
225,2005-09-17 23:30:00,10.65,98.6,1.96,2.906,,,,
226,2005-09-17 23:45:00,10.64,98.6,1.604,3.914,,,,
227,2005-09-18 00:00:00,10.62,98.6,1.481,4.5,,,,
228,2005-09-18 00:15:00,10.54,98.7,1.164,4.52,,,,
229,2005-09-18 00:30:00,10.47,98.7,0.707,4.399,,,,
230,2005-09-18 00:45:00,10.38,98.7,0.949,4.258,,,,
231,2005-09-18 01:00:00,10.35,98.7,0.822,4.278,,,,
232,2005-09-18 01:15:00,10.45,98.8,0.611,4.358,,,,
233,2005-09-18 01:30:00,10.34,98.8,0.629,4.621,,,,
234,2005-09-18 01:45:00,10.34,98.8,0.624,4.6,,,,
235,2005-09-18 02:00:00,10.39,98.8,0.857,4.843,,,,
236,2005-09-18 02:15:00,10.34,98.8,0.551,4.843,,,,
237,2005-09-18 02:30:00,10.35,98.9,0.552,5.044,,,,
238,2005-09-18 02:45:00,10.44,98.9,0.704,5.145,,,,
239,2005-09-18 03:00:00,10.48,98.9,1.07,4.903,,,,
240,2005-09-18 03:15:00,10.55,98.9,0.856,4.641,,,,
241,2005-09-18 03:30:00,10.57,98.9,1.011,5.509,,,,
242,2005-09-18 03:45:00,10.58,98.9,1.39,5.831,,,,
243,2005-09-18 04:00:00,10.51,98.9,1.285,5.771,,,,
244,2005-09-18 04:15:00,10.42,98.9,1.447,6.033,,,,
245,2005-09-18 04:30:00,10.38,98.9,1.176,6.053,,,,
246,2005-09-18 04:45:00,10.36,98.9,1.323,6.255,,,,
247,2005-09-18 05:00:00,10.38,98.9,1.018,6.316,,,,
248,2005-09-18 05:15:00,10.34,98.9,0.857,6.356,,,,
249,2005-09-18 05:30:00,10.39,98.9,0.343,6.417,,,,
250,2005-09-18 05:45:00,10.61,98.9,0.36,10.53,,,,
251,2005-09-18 06:00:00,11.53,98.9,0.023,26.57,,,,
252,2005-09-18 06:15:00,11.69,98.9,0.067,58.8,,,,
253,2005-09-18 06:30:00,11.18,98.9,0.136,94.4,,,,
254,2005-09-18 06:45:00,11.52,98.9,0.096,107.4,,,,
255,2005-09-18 07:00:00,10.41,98.9,0.013,155.8,,,,
256,2005-09-18 07:15:00,10.13,98.9,0.367,232.7,,,,
257,2005-09-18 07:30:00,10.8,98.9,0.253,309.9,,,,
258,2005-09-18 07:45:00,11.15,98.9,0.089,369.9,,,,
259,2005-09-18 08:00:00,11.55,98.9,0.268,451.1,,,,
260,2005-09-18 08:15:00,11.97,98.8,0.329,682.4,,,,
261,2005-09-18 08:30:00,13.12,98.7,0.189,941.0,,,,
262,2005-09-18 08:45:00,12.7,98.4,0.781,739.6,,,,
263,2005-09-18 09:00:00,12.43,98.4,0.53,741.9,,,,
264,2005-09-18 09:15:00,13.07,98.3,0.408,1074.0,,,,
265,2005-09-18 09:30:00,13.81,97.9,0.524,1338.0,,,,
266,2005-09-18 09:45:00,14.99,96.2,0.62,1493.0,,,,
267,2005-09-18 10:00:00,15.0,94.3,0.846,1366.0,,,,
268,2005-09-18 10:15:00,14.48,93.1,1.476,1549.0,,,,
269,2005-09-18 10:30:00,14.19,91.7,1.701,1559.0,,,,
270,2005-09-18 10:45:00,14.3,90.4,1.228,1696.0,,,,
271,2005-09-18 11:00:00,15.26,86.1,1.375,1733.0,,,,
272,2005-09-18 11:15:00,15.97,82.0,1.168,1752.0,,,,
273,2005-09-18 11:30:00,16.39,79.08,1.587,1778.0,,,,
274,2005-09-18 11:45:00,16.95,76.7,1.302,1791.0,,,,
275,2005-09-18 12:00:00,17.59,73.49,1.598,1800.0,,,,
276,2005-09-18 12:15:00,17.81,72.29,1.552,1797.0,,,,
277,2005-09-18 12:30:00,18.43,69.32,1.879,1778.0,,,,
278,2005-09-18 12:45:00,18.61,68.77,2.157,1756.0,,,,
279,2005-09-18 13:00:00,17.9,71.54,2.038,1734.0,,,,
280,2005-09-18 13:15:00,17.83,71.35,1.619,1696.0,,,,
281,2005-09-18 13:30:00,18.13,70.12,1.672,1651.0,,,,
282,2005-09-18 13:45:00,18.43,68.84,1.603,1599.0,,,,
283,2005-09-18 14:00:00,18.24,69.25,1.974,1542.0,,,,
284,2005-09-18 14:15:00,17.43,71.38,1.885,1475.0,,,,
285,2005-09-18 14:30:00,16.98,72.77,1.761,1400.0,,,,
286,2005-09-18 14:45:00,18.1,68.66,0.968,1321.0,,,,
287,2005-09-18 15:00:00,19.5,63.64,0.86,1236.0,,,,
288,2005-09-18 15:15:00,19.3,64.18,1.453,1140.0,,,,
289,2005-09-18 15:30:00,18.52,66.77,1.331,1043.0,,,,
290,2005-09-18 15:45:00,18.03,68.6,1.124,944.0,,,,
291,2005-09-18 16:00:00,18.01,68.95,1.105,827.0,,,,
292,2005-09-18 16:15:00,17.83,69.61,0.942,718.1,,,,
293,2005-09-18 16:30:00,17.48,71.21,0.934,605.4,,,,
294,2005-09-18 16:45:00,17.36,71.91,0.819,492.3,,,,
295,2005-09-18 17:00:00,17.03,73.03,0.643,380.5,,,,
296,2005-09-18 17:15:00,16.83,73.47,0.482,275.0,,,,
297,2005-09-18 17:30:00,17.78,69.37,0.368,178.7,,,,
298,2005-09-18 17:45:00,17.68,68.83,1.243,76.13,,,,
299,2005-09-18 18:00:00,17.6,63.44,1.161,26.0,,,,
300,2005-09-18 18:15:00,17.6,60.53,0.979,5.624,,,,
301,2005-09-18 18:30:00,17.59,58.9,1.028,0.464,,,,
302,2005-09-18 18:45:00,17.25,61.5,0.886,0.101,,,,
303,2005-09-18 19:00:00,16.34,66.2,0.719,0.0,,,,
304,2005-09-18 19:15:00,13.98,78.23,0.913,0.02,,,,
305,2005-09-18 19:30:00,13.67,77.66,1.039,0.0,,,,
306,2005-09-18 19:45:00,14.07,75.29,0.901,0.04,,,,
307,2005-09-18 20:00:00,14.33,74.45,0.576,0.0,,,,
308,2005-09-18 20:15:00,14.81,73.18,0.642,0.0,,,,
309,2005-09-18 20:30:00,15.16,69.17,0.671,0.04,,,,
310,2005-09-18 20:45:00,15.73,60.84,0.426,0.0,,,,
311,2005-09-18 21:00:00,16.55,57.25,0.515,0.0,,,,
312,2005-09-18 21:15:00,16.9,57.35,0.379,0.0,,,,
313,2005-09-18 21:30:00,17.29,56.82,0.326,0.0,,,,
314,2005-09-18 21:45:00,18.09,55.04,0.553,0.0,,,,
315,2005-09-18 22:00:00,18.09,54.63,0.075,0.0,,,,
316,2005-09-18 22:15:00,18.12,55.45,0.44,0.0,,,,
317,2005-09-18 22:30:00,18.21,56.0,1.123,0.0,,,,
318,2005-09-18 22:45:00,18.13,58.24,1.034,0.0,,,,
319,2005-09-18 23:00:00,18.33,57.96,1.193,0.0,,,,
320,2005-09-18 23:15:00,18.32,57.16,1.093,0.0,,,,
321,2005-09-18 23:30:00,18.67,54.07,0.932,0.0,,,,
322,2005-09-18 23:45:00,18.61,55.47,1.036,0.0,,,,
323,2005-09-19 00:00:00,18.47,56.64,1.292,0.0,,,,
324,2005-09-19 00:15:00,17.86,58.89,1.154,0.0,,,,
325,2005-09-19 00:30:00,16.77,63.8,0.776,0.0,,,,
326,2005-09-19 00:45:00,16.82,62.64,0.857,0.02,,,,
327,2005-09-19 01:00:00,17.0,62.25,0.491,0.0,,,,
328,2005-09-19 01:15:00,17.5,59.86,0.626,0.0,,,,
329,2005-09-19 01:30:00,17.49,59.66,0.545,0.0,,,,
330,2005-09-19 01:45:00,16.72,63.59,0.605,0.0,,,,
331,2005-09-19 02:00:00,15.79,72.65,0.765,0.0,,,,
332,2005-09-19 02:15:00,14.1,85.6,1.246,0.0,,,,
333,2005-09-19 02:30:00,14.0,83.8,0.958,0.0,,,,
334,2005-09-19 02:45:00,14.19,80.3,0.743,0.0,,,,
335,2005-09-19 03:00:00,13.14,88.0,0.7,0.02,,,,
336,2005-09-19 03:15:00,12.73,94.3,1.251,0.0,,,,
337,2005-09-19 03:30:00,12.74,96.5,1.586,0.0,,,,
338,2005-09-19 03:45:00,12.77,97.1,1.497,0.0,,,,
339,2005-09-19 04:00:00,12.77,97.4,1.217,0.02,,,,
340,2005-09-19 04:15:00,12.76,97.6,1.178,0.0,,,,
341,2005-09-19 04:30:00,12.85,97.8,1.291,0.02,,,,
342,2005-09-19 04:45:00,12.79,97.9,1.13,0.0,,,,
343,2005-09-19 05:00:00,12.74,97.9,0.644,0.242,,,,
344,2005-09-19 05:15:00,12.78,98.0,0.695,0.605,,,,
345,2005-09-19 05:30:00,12.79,98.0,0.759,0.706,,,,
346,2005-09-19 05:45:00,12.73,98.0,1.39,2.461,,,,
347,2005-09-19 06:00:00,12.77,98.1,1.227,11.04,,,,
348,2005-09-19 06:15:00,12.74,98.1,1.164,20.96,,,,
349,2005-09-19 06:30:00,12.67,98.2,1.03,27.66,,,,
350,2005-09-19 06:45:00,12.85,98.2,0.589,41.92,,,,
351,2005-09-19 07:00:00,13.07,98.3,0.392,63.87,,,,
352,2005-09-19 07:15:00,13.13,98.2,0.464,100.2,,,,
353,2005-09-19 07:30:00,13.06,98.2,0.713,142.3,,,,
354,2005-09-19 07:45:00,13.19,98.1,0.643,159.4,,,,
355,2005-09-19 08:00:00,13.47,97.8,0.527,232.7,,,,
356,2005-09-19 08:15:00,13.97,96.4,0.427,308.1,,,,
357,2005-09-19 08:30:00,14.61,92.5,0.46,374.5,,,,
358,2005-09-19 08:45:00,15.24,88.3,0.457,441.8,,,,
359,2005-09-19 09:00:00,15.44,86.3,0.686,492.5,,,,
360,2005-09-19 09:15:00,15.8,84.4,0.878,637.6,,,,
361,2005-09-19 09:30:00,16.47,81.9,0.69,716.3,,,,
362,2005-09-19 09:45:00,16.79,79.66,0.912,882.0,,,,
363,2005-09-19 10:00:00,16.45,80.9,1.325,995.0,,,,
364,2005-09-19 10:15:00,16.63,79.64,1.408,1293.0,,,,
365,2005-09-19 10:30:00,16.91,78.41,1.087,1493.0,,,,
366,2005-09-19 10:45:00,17.41,75.52,1.629,1647.0,,,,
367,2005-09-19 11:00:00,17.38,75.6,1.832,1716.0,,,,
368,2005-09-19 11:15:00,17.87,73.91,1.661,1780.0,,,,
369,2005-09-19 11:30:00,17.89,73.75,1.871,1811.0,,,,
370,2005-09-19 11:45:00,17.83,74.31,2.349,1823.0,,,,
371,2005-09-19 12:00:00,17.92,74.16,2.072,1833.0,,,,
372,2005-09-19 12:15:00,17.56,75.68,1.962,1696.0,,,,
373,2005-09-19 12:30:00,16.71,79.26,2.602,1796.0,,,,
374,2005-09-19 12:45:00,17.32,76.37,2.089,1777.0,,,,
375,2005-09-19 13:00:00,17.72,74.06,2.085,1749.0,,,,
376,2005-09-19 13:15:00,18.08,72.85,2.262,1710.0,,,,
377,2005-09-19 13:30:00,17.77,73.48,2.14,1665.0,,,,
378,2005-09-19 13:45:00,18.86,68.47,1.388,1614.0,,,,
379,2005-09-19 14:00:00,19.73,65.59,1.141,1552.0,,,,
380,2005-09-19 14:15:00,20.19,64.15,1.346,1484.0,,,,
381,2005-09-19 14:30:00,19.83,65.43,1.726,1406.0,,,,
382,2005-09-19 14:45:00,18.91,68.96,1.9,1325.0,,,,
383,2005-09-19 15:00:00,19.86,66.03,1.369,1236.0,,,,
384,2005-09-19 15:15:00,19.62,66.5,1.593,1144.0,,,,
385,2005-09-19 15:30:00,18.82,69.57,1.59,1046.0,,,,
386,2005-09-19 15:45:00,19.25,67.92,1.423,942.0,,,,
387,2005-09-19 16:00:00,18.73,69.51,1.399,834.0,,,,
388,2005-09-19 16:15:00,18.8,68.94,1.226,721.6,,,,
389,2005-09-19 16:30:00,18.92,68.78,1.057,606.6,,,,
390,2005-09-19 16:45:00,18.13,71.72,1.522,494.2,,,,
391,2005-09-19 17:00:00,17.4,74.52,1.544,385.9,,,,
392,2005-09-19 17:15:00,17.43,74.22,0.604,297.3,,,,
393,2005-09-19 17:30:00,18.17,70.82,0.384,194.9,,,,
394,2005-09-19 17:45:00,17.69,72.43,0.265,86.9,,,,
