time,fog-harp-ml,fog-remove-flag,relative-humidity-minimum-rh-min-pct,solar-radiation-average-slr-flux-k-w-avg-kwm-2,air-temperature-average-degc,air-temperature-maximum-degc,battery-voltage-batt-v-v,air-temperature-minimum-degc,barometric-pressure-average-bp-mbar-avg-mb,lightning-strike-distance-average-dist-km-avg-km,leaf-wetness-sum-lwm-con-tot-min,wind-invalid-flag-sum-invalid-wind-tot,leaf-wetness-average-l-wm-v-avg-mv,leaf-wetness-sum-lwm-dry-tot-min,leaf-wetness-sum-lwm-wet-tot-min,soil-water-potential-average-matrix-potential-100-avg-kpa,soil-water-potential-average-matrix-potential-100-bare-avg-kpa,soil-water-potential-average-matrix-potential-1300-avg-kpa,soil-water-potential-average-matrix-potential-400-avg-kpa,soil-water-potential-average-matrix-potential-100-veg-avg-kpa,soil-water-potential-average-matrix-potential-400-veg-avg-kpa,soil-water-potential-average-matrix-potential-400-bare-avg-kpa,soil-water-potential-average-matrix-potential-700-bare-avg-kpa,soil-temperature-10-cm-bare-pit-average-degc,soil-water-potential-average-matrix-potential-900-avg-kpa,wind-speed-maximum-max-ws-ms-max-ms,soil-temperature-10-cm-average-degc,air-temperature-average-mp-1300-temp-avg-degc,air-temperature-10-cm-open-port-for-future-coyote-brush-pit-average-degc,air-temperature-average-mp-400-bare-temp-avg-degc,air-temperature-average-mp-700-bare-temp-avg-degc,air-temperature-average-mp-400-temp-avg-degc,air-temperature-average-mp-400-veg-temp-avg-degc,rainfall-sum-rain-mm-tot-mm,instrument-temperature-p-temp-c-degc,air-temperature-average-mp-900-temp-avg-degc,relative-humidity-maximum-rh-max-pct,lightning-strikes-sum-strikes-tot-count,barometric-pressure-average-vp-mbar-avg-mb,soil-moisture-average-vwc-100-veg-avg,soil-moisture-average-vwc-100-soil-avg,soil-moisture-average-vwc-1500-soil-avg,soil-moisture-average-vwc-250-soil-avg,soil-moisture-average-vwc-250-veg-avg,soil-moisture-average-vwc-50-soil-avg,soil-moisture-average-vwc-750-soil-avg,soil-moisture-average-vwc-50-veg-avg,soil-moisture-average-vwc-750-veg-avg,air-temperature-wind-vector-cells-wind-dir-du-wvt-deg,wind-speed-wind-vector-cells-ws-ms-u-wvt-ms,air-temperature-wind-vector-cells-wind-dir-sdu-wvt-deg,wind-speed-wind-vector-cells-ws-ms-s-wvt-ms
8/1/22 0:00,0,,95.4,0,15.99,16.2,12.89,15.8,989.2433,0,0,0,306,0,10,-403.1,0,0,-389.3,,,0,0,0,0,3.43,25.76,0,,0,0,21.7,,0,16.27,0,97.6,0,17.51333,-0.26,0.165,-0.396,0.27,-0.222,0.1,0.307,-0.286,-0.186,177.9,2.145,9.88,2.177
8/1/22 0:10,0,,96.3,0,15.94,16.1,12.9,15.8,989.4311,0,0,0,302.8,0,10,-405.5,0,0,-388.7,,,0,0,0,0,3.3,25.7,0,,0,0,21.7,,0,16.23,0,97.7,0,17.57832,-0.26,0.165,-0.396,0.27,-0.223,0.1,0.307,-0.286,-0.186,175.3,2.085,11.84,2.13
8/1/22 0:20,0,,96.1,0,16.14,16.2,12.88,16,989.4231,0,0,0,295.6,0,10,-404.9,0,0,-387.3,,,0,0,0,0,3.6,25.65,0,,0,0,21.7,,0,16.43,0,97.4,0,17.75,-0.26,0.165,-0.396,0.27,-0.224,0.1,0.307,-0.286,-0.187,171.2,1.827,13.02,1.875
8/1/22 0:30,0,,96.9,0,16.28,16.3,12.88,16.2,989.3751,0,0,0,291.8,0,10,-407.6,0,0,-389.6,,,0,0,0,0,2.38,25.6,0,,0,0,21.7,,0,16.58,0,97.6,0,17.99666,-0.263,0.164,-0.396,0.27,-0.226,0.099,0.307,-0.288,-0.19,157.6,1.347,21.67,1.451
8/1/22 0:40,0,,97.5,0,16.38,16.4,12.9,16.3,989.3138,0,0,0,289.1,0,10,-404.8,0,0,-387.7,,,0,0,0,0,2.47,25.56,0,,0,0,21.7,,0,16.61,0,98.2,0,18.19334,-0.264,0.164,-0.396,0.27,-0.228,0.099,0.307,-0.29,-0.192,146.9,1.082,25.53,1.201
8/1/22 0:50,0,,98,0,16.44,16.5,12.88,16.4,989.3168,0,0,0,286.5,0,10,-407.8,0,0,-388.4,,,0,0,0,0,2.78,25.5,0,,0,0,21.7,,0,16.87,0,98.3,0,18.34667,-0.266,0.164,-0.396,0.27,-0.23,0.099,0.307,-0.291,-0.195,134.3,1.145,27.47,1.293
8/1/22 1:00,0,,98.1,0,16.5,16.5,12.88,16.5,989.2835,0,0,0,285.1,0,10,-408.2,0,0,-388.2,,,0,0,0,0,3.35,25.45,0,,0,0,21.7,,0,16.93,0,98.8,0,18.46833,-0.265,0.164,-0.396,0.27,-0.23,0.099,0.307,-0.29,-0.195,146,1.341,24.85,1.48
8/1/22 1:10,0,,98.5,0,16.58,16.6,12.89,16.5,989.4247,0,8.67,0,283.2,0,1.333,-409.8,0,0,-388.7,,,0,0,0,0,3.1,25.4,0,,0,0,21.7,,0,16.85,0,98.9,0,18.59999,-0.265,0.164,-0.396,0.27,-0.231,0.099,0.307,-0.29,-0.196,133.9,0.838,36.26,1.048
8/1/22 1:20,0,,98.9,0,16.55,16.6,12.88,16.5,989.4131,0,10,0,281.8,0,0,-409.1,0,0,-389.3,,,0,0,0,0,2.42,25.36,0,,0,0,21.7,,0,16.93,0,99.6,0,18.69,-0.266,0.164,-0.395,0.27,-0.231,0.099,0.307,-0.29,-0.197,160.8,1.226,18.43,1.292
8/1/22 1:30,0,,99.5,0,16.48,16.5,12.87,16.4,989.2184,0,8.83,0,282.5,0,1.167,-411.1,0,0,-388.6,,,0,0,0,0,2.73,25.3,0,,0,0,21.7,,0,16.99,0,100,0,18.69167,-0.265,0.164,-0.395,0.27,-0.231,0.099,0.307,-0.29,-0.198,152.4,1.147,19.38,1.217
8/1/22 1:40,0,,99.3,0,16.33,16.4,12.88,16.2,989.1104,0,0,0,289,0,10,-410.8,0,0,-387.1,,,0,0,0,0,2.37,25.26,0,,0,0,21.74,,0,16.79,0,100,0,18.53167,-0.265,0.164,-0.396,0.27,-0.23,0.099,0.307,-0.289,-0.197,142.5,1.135,18.49,1.197
8/1/22 1:50,0,,99.2,0,16.34,16.4,12.87,16.3,989.0887,0,0,0,296.1,0,10,-413.8,0,0,-386.8,,,0,0,0,0,2.42,25.2,0,,0,0,21.8,,0,16.82,0,100,0,18.495,-0.263,0.164,-0.396,0.27,-0.227,0.098,0.307,-0.287,-0.195,168,1.344,15.25,1.394
8/1/22 2:00,0,,99,0,16.35,16.4,12.86,16.3,989.0199,0,0,0,300.5,0,10,-416.2,0,0,-386.8,,,0,0,0,0,2.88,25.18,0,,0,0,21.8,,0,16.77,0,99.7,0,18.45167,-0.261,0.164,-0.395,0.27,-0.226,0.098,0.307,-0.285,-0.193,168.4,1.61,13.15,1.653
8/1/22 2:10,0,,99.2,0,16.24,16.4,12.86,16,989.0085,0,0,0,305.3,0,10,-413.6,0,0,-386.8,,,0,0,0,0,2.28,25.1,0,,0,0,21.8,,0,16.6,0,100,0,18.38667,-0.26,0.164,-0.395,0.27,-0.224,0.098,0.307,-0.284,-0.191,183.3,0.217,64.38,0.588
8/1/22 2:20,0,,99.5,0,16,16.2,12.86,15.9,989.0506,0,0,0,307.5,0,10,-413.7,0,0,-385.6,,,0,0,0,0,1.13,25.1,0,,0,0,21.8,,0,16.61,0,100,0,18.16833,-0.259,0.163,-0.395,0.27,-0.222,0.098,0.307,-0.283,-0.19,110.7,0.392,46.31,0.583
8/1/22 2:30,0,,98.4,0,16.19,16.3,12.85,15.9,989.067,0,0,0,309.9,0,10,-421.3,0,0,-385.6,,,0,0,0,0,1.9,25.05,0,,0,0,21.8,,0,16.54,0,100,0,18.19834,-0.256,0.163,-0.394,0.27,-0.22,0.098,0.307,-0.28,-0.187,151,0.727,32.37,0.865
8/1/22 2:40,0,,98.5,0,16.24,16.3,12.86,16.2,988.9964,0,0,0,310.6,0,10,-419.2,0,0,-386,,,0,0,0,0,1.15,25,0,,0,0,21.8,,0,16.49,0,99.7,0,18.27833,-0.256,0.163,-0.394,0.27,-0.22,0.098,0.307,-0.28,-0.186,124.4,0.428,33.62,0.517
8/1/22 2:50,0,,98.9,0,16.17,16.3,12.84,16,988.9195,0,0,0,313.2,0,10,-419.3,0,0,-387.8,,,0,0,0,0,2.31,24.96,0,,0,0,21.8,,0,16.62,0,100,0,18.29166,-0.257,0.163,-0.394,0.27,-0.22,0.098,0.307,-0.281,-0.187,165,0.856,22.44,0.928
8/1/22 3:00,0,,98.7,0,16.3,16.4,12.84,16.2,988.9431,0,0,0,317.8,0,10,-421,0,0,-386.3,,,0,0,0,0,1.81,24.9,0,,0,0,21.8,,0,16.63,0,99.3,0,18.31833,-0.257,0.163,-0.394,0.27,-0.22,0.098,0.307,-0.281,-0.188,168.7,1.016,16.48,1.06
8/1/22 3:10,0,,98.8,0,16.34,16.4,12.84,16.3,989.027,0,0,0,314.6,0,10,-422.3,0,0,-387.4,,,0,0,0,0,1.32,24.89,0,,0,0,21.8,,0,16.64,0,99.6,0,18.41501,-0.257,0.163,-0.394,0.27,-0.221,0.098,0.307,-0.281,-0.188,174.8,0.585,22.04,0.632
8/1/22 3:20,0,,99.4,0,16.32,16.4,12.84,16.3,989.0067,0,0,0,310.5,0,10,-426.2,0,0,-384.7,,,0,0,0,0,0.83,24.8,0,,0,0,21.8,,0,16.79,0,99.9,0,18.5,-0.258,0.163,-0.394,0.27,-0.222,0.098,0.307,-0.282,-0.189,279.5,0.094,66.17,0.284
8/1/22 3:30,0,,99.6,0,16.3,16.4,12.83,16.2,988.9678,0,0,0,305.4,0,10,-426.9,0,0,-384.9,,,0,0,0,0,0.82,24.8,0,,0,0,21.8,,0,16.83,0,100,0,18.48834,-0.259,0.163,-0.394,0.27,-0.223,0.097,0.307,-0.283,-0.191,4.354,0.245,42.52,0.338
8/1/22 3:40,0,,100,0,16.19,16.3,12.84,16.1,988.9348,0,0,0,302.3,0,10,-425.7,0,0,-386.7,,,0,0,0,0,0.84,24.73,0,,0,0,21.8,,0,16.75,0,100,0,18.37333,-0.259,0.163,-0.394,0.27,-0.224,0.097,0.307,-0.283,-0.191,351.8,0.266,33.68,0.322
8/1/22 3:50,0,,100,0,16.14,16.2,12.83,16.1,988.9012,0,0,0,300.6,0,10,-434.4,0,0,-385.6,,,0,0,0,0,0.65,24.7,0,,0,0,21.8,,0,16.86,0,100,0,18.315,-0.26,0.163,-0.394,0.27,-0.223,0.097,0.307,-0.283,-0.191,345.5,0.253,35.81,0.315
8/1/22 4:00,0,,100,0,16.14,16.2,12.83,16.1,988.9783,0,0,0,299.2,0,10,-432.4,0,0,-386,,,0,0,0,0,0.51,24.66,0,,0,0,21.8,,0,16.82,0,100,0,18.31666,-0.259,0.163,-0.394,0.27,-0.223,0.097,0.307,-0.283,-0.191,336.7,0.279,25.04,0.309
8/1/22 4:10,0,,100,0,16.1,16.2,12.84,16.1,988.9966,0,0,0,298,0,10,-431.9,0,0,-383.6,,,0,0,0,0,0.85,24.6,0,,0,0,21.8,,0,16.75,0,100,0,18.29833,-0.259,0.162,-0.393,0.27,-0.223,0.097,0.307,-0.283,-0.191,24.61,0.358,25.16,0.396
8/1/22 4:20,0,,100,0,16.09,16.1,12.82,16,989.0153,0,0,0,296.6,0,10,-436.7,0,0,-385,,,0,0,0,0,0.52,24.6,0,,0,0,21.8,,0,16.86,0,100,0,18.28,-0.259,0.162,-0.393,0.27,-0.222,0.097,0.307,-0.282,-0.191,81.5,0.188,32.64,0.225
8/1/22 4:30,0,,100,0,16.07,16.1,12.83,16,989.0439,0,0,0,297.3,0,10,-439.1,0,0,-385.6,,,0,0,0,0,0.7,24.52,0,,0,0,21.81,,0,16.84,0,100,0,18.26,-0.258,0.162,-0.393,0.27,-0.222,0.097,0.307,-0.282,-0.19,81.6,0.213,38.24,0.274
8/1/22 4:40,0,,100,0,16,16,12.84,16,989.0722,0,0,0,298.5,0,10,-442.1,0,0,-386.3,,,0,0,0,0,0.67,24.5,0,,0,0,21.86,,0,16.68,0,100,0,18.18,-0.258,0.162,-0.393,0.27,-0.221,0.097,0.307,-0.281,-0.189,3.146,0.206,50.37,0.336
8/1/22 4:50,0,,100,0,16,16,12.83,15.9,989.0853,0,0,0,300.8,0,10,-439.3,0,0,-384,,,0,0,0,0,0.81,24.47,0,,0,0,21.9,,0,16.73,0,100,0,18.14499,-0.257,0.162,-0.393,0.27,-0.22,0.097,0.307,-0.28,-0.188,178.3,0.277,38.43,0.358
8/1/22 5:00,0,,100,0,15.99,16,12.82,15.9,989.1305,0,0,0,303.1,0,10,-445.4,0,0,-384.8,,,0,0,0,0,0.63,24.4,0,,0,0,21.9,,0,16.73,0,100,0,18.13834,-0.256,0.162,-0.393,0.27,-0.219,0.097,0.307,-0.28,-0.188,37.95,0.025,75.41,0.211
8/1/22 5:10,0,,100,0,16,16,12.83,15.9,989.1104,0,0,0,303.2,0,10,-445.3,0,0,-385.9,,,0,0,0,0,0.9,24.4,0,,0,0,21.9,,0,16.64,0,100,0,18.155,-0.255,0.162,-0.394,0.27,-0.218,0.097,0.307,-0.279,-0.186,36.26,0.265,33.53,0.32
8/1/22 5:20,0,,100,0.002,16,16.1,12.83,16,989.183,0,0,0,301.9,0,10,-445.8,0,0,-382.7,,,0,0,0,0,0.79,24.35,0,,0,0,21.9,,0,16.71,0,100,0,18.18334,-0.254,0.162,-0.395,0.27,-0.216,0.096,0.307,-0.278,-0.184,54.8,0.22,34.72,0.27
8/1/22 5:30,0,,100,0.008,16.03,16.1,12.87,16,989.1913,0,0,0,300,0,10,-450.6,0,0,-384.8,,,0,0,0,0,0.58,24.3,0,,0,0,21.9,,0,16.82,0,100,0,18.2,-0.254,0.162,-0.395,0.27,-0.216,0.096,0.307,-0.278,-0.184,24.49,0.196,30.53,0.229
8/1/22 5:40,0,,100,0.017,16.08,16.2,12.94,15.9,989.1546,0,0,0,296.9,0,10,-448,0,0,-384.8,,,0,0,0,0,0.63,24.3,0,,0,0,21.9,,0.017,16.88,0,100,0,18.25,-0.255,0.162,-0.395,0.27,-0.216,0.096,0.307,-0.278,-0.184,23.29,0.247,25.66,0.275
8/1/22 5:50,0,,100,0.025,16.05,16.1,13.04,16,989.2248,0,0,0,293.2,0,10,-454.6,0,0,-386.4,,,0,0,0,0,0.67,24.24,0,,0,0,21.9,,0,17.03,0,100,0,18.24167,-0.256,0.162,-0.396,0.27,-0.218,0.096,0.307,-0.28,-0.186,46.68,0.252,33.11,0.302
8/1/22 6:00,0,,100,0.033,16.13,16.2,13.17,16,989.2771,0,0,0,288.4,0,10,-451.6,0,0,-383.1,,,0,0,0,0,0.48,24.2,0,,0,0,21.9,,0,17.24,0,100,0,18.315,-0.258,0.162,-0.399,0.27,-0.22,0.096,0.307,-0.282,-0.188,41.8,0.13,53.45,0.23
8/1/22 6:10,0,,100,0.039,16.25,16.4,13.36,16.1,989.2396,0,5,0,283.9,0,5,-447.2,0,0,-380.4,,,0,0,0,0,0.98,24.2,0,,0,0,21.9,,0,17.34,0,100,0,18.45167,-0.26,0.162,-0.399,0.27,-0.222,0.096,0.307,-0.284,-0.19,48.29,0.365,27.4,0.412
8/1/22 6:20,0,,100,0.058,16.31,16.5,13.63,16.1,989.1827,0,10,0,280.7,0,0,-451.9,0,0,-379.5,,,0,0,0,0,1.63,24.14,0,,0,0,21.9,,0,17.53,0,100,0,18.52667,-0.262,0.162,-0.399,0.27,-0.225,0.096,0.307,-0.286,-0.192,14.76,0.732,21.76,0.789
8/1/22 6:30,0,,100,0.084,16.31,16.6,13.83,16,989.2469,0,10,0,279.5,0,0,-455.4,0,0,-378.5,,,0,0,0,0,1.67,24.1,0,,0,0,21.9,,0,17.85,0,100,0,18.535,-0.264,0.162,-0.399,0.27,-0.227,0.096,0.307,-0.288,-0.195,8.38,0.614,26.49,0.688
8/1/22 6:40,0,,100,0.118,16.27,16.9,13.79,15.9,989.2467,0,10,0,278.9,0,0,-451.6,0,0,-377.4,,,0,0,0,0,2,24.1,0,,0,0,21.9,,0,18.83,0,100,0,18.49167,-0.269,0.161,-0.399,0.27,-0.232,0.096,0.307,-0.293,-0.2,351.3,0.763,25.56,0.847
8/1/22 6:50,0,,100,0.169,16.49,17.1,13.76,16.1,989.2638,0,10,0,278,0,0,-455.5,0,0,-379.4,,,0,0,0,0,1.89,24.05,0,,0,0,21.9,,0,19.4,0,100,0,18.74833,-0.276,0.161,-0.399,0.27,-0.24,0.096,0.307,-0.3,-0.207,310.1,0.624,34,0.758
8/1/22 7:00,0,,100,0.135,16.69,17.1,13.76,16.4,989.4434,0,10,0,277.6,0,0,-459.1,0,0,-380.2,,,0,0,0,0,1.47,24,0,,0,0,21.9,,0,19.69,0,100,0,18.99334,-0.282,0.161,-0.399,0.27,-0.248,0.096,0.307,-0.306,-0.215,306.5,0.803,19.96,0.855
8/1/22 7:10,0,,100,0.241,16.84,17.5,13.76,16.4,989.5916,0,10,0,277,0,0,-457.5,0,0,-378.3,,,0,0,0,0,1.23,24,0,,0,0,21.9,,0,19.93,0,100,0,19.17666,-0.285,0.161,-0.399,0.27,-0.254,0.096,0.307,-0.309,-0.221,305.2,0.443,38.41,0.571
8/1/22 7:20,0,,100,0.281,17.33,18.2,13.74,16.7,989.6747,0,10,0,275.5,0,0,-459,0,0,-377.1,,,0,0,0,0,2.65,23.99,0,,0,0,21.9,,0,21.06,0,100,0,19.77333,-0.291,0.161,-0.399,0.27,-0.264,0.096,0.307,-0.316,-0.232,306.7,1.156,22.08,1.249
8/1/22 7:30,0,,98.1,0.171,17.21,18,13.71,16.7,989.6864,0,10,0,276.3,0,0,-459.6,0,0,-376.4,,,0,0,0,0,2.25,23.9,0,,0,0,21.9,,0,21.61,0,100,0,19.61667,-0.298,0.161,-0.4,0.27,-0.278,0.096,0.307,-0.322,-0.246,308.4,1.175,15.25,1.218
8/1/22 7:40,0,,96.9,0.273,17.49,18.3,13.71,16.9,989.6781,0,10,0,276,0,0,-459.4,0,0,-376.4,,,0,0,0,0,2.67,23.9,0,,0,0,21.9,,0,21.67,0,100,0,19.925,-0.299,0.161,-0.4,0.27,-0.282,0.096,0.307,-0.323,-0.25,296.1,1.087,33.47,1.311
8/1/22 7:50,0,,93.5,0.404,18.16,19.3,13.69,17.1,989.5121,0,10,0,274.7,0,0,-461.9,0,0,-378.6,,,0,0,0,0,2.76,23.9,0,,0,0,21.9,,0,22.43,0,100,0,20.545,-0.301,0.161,-0.4,0.27,-0.286,0.096,0.307,-0.326,-0.254,299.6,1.33,20.67,1.423
8/1/22 8:00,0,,92.4,0.444,18.47,19.7,13.69,17.6,989.6518,0,10,0,274.3,0,0,-464.3,0,0,-379.4,,,0,0,0,0,3.05,23.84,0,,0,0,21.9,,0,23.32,0,100,0,20.94999,-0.306,0.161,-0.4,0.27,-0.298,0.096,0.307,-0.33,-0.265,305.9,1.903,18.22,2.005
8/1/22 8:10,0,,95,0.472,18.36,19.2,13.66,17.5,989.535,0,7.833,0,274,2.167,0,-465.4,0,0,-379.4,,,0,0,0,0,3.68,23.8,0,,0,0,21.9,,0,23.89,0,100,0,20.92333,-0.309,0.161,-0.4,0.27,-0.307,0.096,0.307,-0.332,-0.275,302.6,1.994,16.27,2.077
8/1/22 8:20,0,,92.1,0.444,18.55,19.5,13.66,17.8,989.4963,0,7.333,0,274.1,2.667,0,-465,0,0,-377.7,,,0,0,0,0,3.64,23.8,0,,0,0,21.9,,0,24.29,0,100,0,20.85168,-0.312,0.161,-0.4,0.27,-0.314,0.096,0.307,-0.336,-0.282,315.2,2.106,20.06,2.244
8/1/22 8:30,0,,88.9,0.421,18.63,20,13.66,17.6,989.5818,0,4.167,0,274,5.833,0,-466.5,0,0,-378.1,,,0,0,0,0,3.46,23.8,0,,0,0,21.9,,0,24.56,0,100,0,20.75334,-0.312,0.161,-0.4,0.27,-0.317,0.096,0.307,-0.335,-0.284,305.1,1.736,20.67,1.857
8/1/22 8:40,0,,86.3,0.518,18.86,20.6,13.66,17.6,989.5569,0,0,0,273.6,10,0,-464.7,0,0,-379.1,,,0,0,0,0,2.97,23.77,0,,0,0,21.9,,0,24.65,0,100,0,20.82501,-0.312,0.161,-0.4,0.27,-0.318,0.096,0.307,-0.336,-0.286,304.5,1.96,15.67,2.036
8/1/22 8:50,0,,85.8,0.584,19.28,20.9,13.63,17.9,989.515,0,0,0,273,10,0,-469.5,0,0,-375.5,,,0,0,0,0,3.61,23.7,0,,0,0,21.91,,0,25.09,0,100,0,21.095,-0.314,0.161,-0.399,0.27,-0.319,0.096,0.307,-0.337,-0.287,304.6,1.888,19.12,2
8/1/22 9:00,0,,87.7,0.577,19.16,20.6,13.63,17.7,989.5972,0,0,0,272.8,10,0,-466.5,0,0,-375.6,,,0,0,0,0,3.93,23.7,0,,0,0,22,,0,25.7,0,100,0,21.215,-0.318,0.161,-0.399,0.27,-0.325,0.096,0.307,-0.342,-0.292,301,2.283,18.5,2.409
8/1/22 9:10,0,,84.2,0.59,19.23,21.1,13.63,17.9,989.5839,0,0,0,272.8,10,0,-467.1,0,0,-375.3,,,0,0,0,0,4.56,23.7,0,,0,0,22,,0,25.77,0,100,0,21.14165,-0.315,0.161,-0.399,0.27,-0.324,0.096,0.307,-0.339,-0.292,306.6,2.362,18.49,2.492
8/1/22 9:20,0,,86.5,0.615,19.28,20.6,13.63,18.2,989.5688,0,0,0,272.7,10,0,-470.3,0,0,-376.5,,,0,0,0,0,3.98,23.7,0,,0,0,22,,0,25.84,0,100,0,21.01833,-0.318,0.161,-0.399,0.27,-0.326,0.096,0.307,-0.342,-0.293,298.4,2.562,15.86,2.664
8/1/22 9:30,0,,81.2,0.659,19.75,21.7,13.63,18.4,989.7265,0,0,0,272.5,10,0,-467.8,0,0,-378.2,,,0,0,0,0,4.49,23.7,0,,0,0,22,,0,26.06,0,99.8,0,21.09498,-0.316,0.161,-0.398,0.27,-0.325,0.096,0.307,-0.34,-0.292,302.4,2.659,16.73,2.778
8/1/22 9:40,0,,84.1,0.686,19.71,21.2,13.63,18.2,989.8217,0,0,0,272.2,10,0,-468.2,0,0,-377.2,,,0,0,0,0,4.56,23.62,0,,0,0,22,,0,26.17,0,100,0,21.14666,-0.316,0.161,-0.398,0.27,-0.326,0.096,0.307,-0.34,-0.293,298.5,2.676,15.22,2.774
8/1/22 9:50,0,,85.2,0.746,19.65,21.1,13.61,18.3,989.9064,0,0,0,271.8,10,0,-466,0,0,-376,,,0,0,0,0,5.25,23.59,0,,0,0,22,,0,26.44,0,100,0,21.21668,-0.318,0.161,-0.397,0.27,-0.329,0.096,0.307,-0.342,-0.295,297.4,2.514,15.38,2.608
8/1/22 10:00,0,,80.2,0.785,19.77,22.1,13.61,17.9,989.9178,0,0,0,271.6,10,0,-466.6,0,0,-376.3,,,0,0,0,0,4.47,23.53,0,,0,0,22,,0,26.71,0,100,0,21.19335,-0.319,0.161,-0.397,0.27,-0.33,0.096,0.307,-0.343,-0.296,305.3,2.536,16.62,2.647
8/1/22 10:10,0,,81.1,0.58,19.82,22,13.61,18.6,989.9988,0,0,0,271.2,10,0,-467.7,0,0,-376.4,,,0,0,0,0,4.4,23.5,0,,0,0,22,,0,27.02,0,99.6,0,21.34167,-0.317,0.161,-0.397,0.27,-0.331,0.096,0.307,-0.341,-0.297,305.1,2.3,21.9,2.481
8/1/22 10:20,0,,83,0.615,19.32,21,13.61,17.7,989.7787,0,0,0,272.7,10,0,-471.7,0,0,-377.2,,,0,0,0,0,4.39,23.5,0,,0,0,22,,0,26.53,0,100,0,20.67999,-0.321,0.161,-0.398,0.27,-0.333,0.096,0.307,-0.345,-0.299,299.6,2.66,14.92,2.753
8/1/22 10:30,0,,78.6,0.792,19.96,22.2,13.61,18.1,989.6699,0,0,0,271.2,10,0,-470.8,0,0,-380.5,,,0,0,0,0,4.48,23.5,0,,0,0,22,,0,26.63,0,100,0,20.86501,-0.316,0.161,-0.396,0.27,-0.328,0.096,0.307,-0.341,-0.294,295.7,2.008,16.53,2.095
8/1/22 10:40,0,,74,0.733,20.32,23.4,13.61,18.9,989.7971,0,0,0,271.1,10,0,-468.1,0,0,-378,,,0,0,0,0,4.22,23.5,0,,0,0,22,,0,26.92,0,97.2,0,21.19835,-0.317,0.161,-0.396,0.27,-0.331,0.096,0.307,-0.342,-0.296,299.7,2.199,15.65,2.284
8/1/22 10:50,0,,72.5,0.85,20.94,23.9,13.61,18.8,989.5971,0,0,0,270.6,10,0,-470,0,0,-375.3,,,0,0,0,0,4.28,23.5,0,,0,0,22,,0,27.53,0,99,0,21.51665,-0.318,0.161,-0.396,0.27,-0.334,0.097,0.307,-0.343,-0.299,294.6,2.103,16.65,2.196
8/1/22 11:00,0,,75.4,0.854,21.51,23.6,13.58,20,989.4713,0,0,0,269.9,10,0,-464.4,0,0,-377.8,,,0,0,0,0,4.65,23.53,0,,0,0,22,,0,28.13,0,94.4,0,21.91,-0.319,0.161,-0.395,0.27,-0.337,0.097,0.307,-0.345,-0.301,301.4,2.003,20.93,2.147
8/1/22 11:10,0,,75.8,0.836,21.61,23.6,13.58,20.2,989.4348,0,0,0,269.9,10,0,-469,0,0,-378.3,,,0,0,0,0,3.69,23.6,0,,0,0,22,,0,28.5,0,93.4,0,22.10165,-0.318,0.161,-0.395,0.27,-0.338,0.097,0.307,-0.343,-0.302,305.1,2.336,15.36,2.423
8/1/22 11:20,0,,75.9,0.889,22.03,23.7,13.56,20.2,989.3879,0,0,0,269.7,10,0,-466.8,0,0,-378.7,,,0,0,0,0,3.87,23.66,0,,0,0,22,,0,28.85,0,93.6,0,22.20834,-0.323,0.161,-0.395,0.27,-0.342,0.097,0.307,-0.348,-0.306,293.9,1.891,17.27,1.981
8/1/22 11:30,0,,64.3,0.878,22.69,26.6,13.56,21,989.3762,0,0,0,269.1,10,0,-465.4,0,0,-377.6,,,0,0,0,0,3.85,23.7,0,,0,0,22,,0,29.33,0,90.7,0,22.56165,-0.319,0.161,-0.393,0.27,-0.34,0.097,0.307,-0.344,-0.304,292,1.414,26.24,1.58
8/1/22 11:40,0,,64.4,0.898,24,27,13.53,21.7,989.4047,0,0,0,268.3,10,0,-466,0,0,-375.9,,,0,0,0,0,2.54,23.7,0,,0,0,22,,0,30.15,0,88.1,0,22.91334,-0.32,0.161,-0.392,0.27,-0.342,0.097,0.307,-0.345,-0.305,275.7,0.764,39.21,0.998
8/1/22 11:50,0,,61.2,0.946,24.57,27.3,13.51,22.3,989.4348,0,0,0,267.8,10,0,-464.8,0,0,-377,,,0,0,0,0,3.24,23.7,0,,0,0,22,,0,31.27,0,86.1,0,22.68166,-0.322,0.161,-0.389,0.27,-0.347,0.098,0.307,-0.348,-0.309,277.5,0.821,51.39,1.375
8/1/22 12:00,0,,65,0.873,24.26,27.1,13.5,21.4,989.5164,0,0,0,268.3,10,0,-466,0,0,-377.3,,,0,0,0,0,4.96,23.78,0,,0,0,22,,0,31.8,0,90.9,0,23.095,-0.322,0.161,-0.388,0.27,-0.347,0.098,0.307,-0.348,-0.309,239.4,0.576,66.36,1.752
8/1/22 12:10,0,,64,0.919,23.96,27,13.51,22.1,989.5056,0,0,0,268.2,10,0,-465.6,0,0,-377.7,,,0,0,0,0,2.31,23.8,0,,0,0,22,,0,31.85,0,86.9,0,22.955,-0.318,0.162,-0.387,0.27,-0.343,0.098,0.307,-0.344,-0.305,294,0.842,33.77,1.019
8/1/22 12:20,0,,60.4,0.879,24.31,28.1,13.5,21.2,989.4766,0,0,0,267.8,10,0,-459.1,0,0,-375.2,,,0,0,0,0,3.88,23.83,0,,0,0,22,,0,32.03,0,91.6,0,22.87001,-0.325,0.162,-0.388,0.27,-0.351,0.098,0.307,-0.351,-0.314,305.2,0.702,56.51,1.368
